Geneid	5_R1	5_R2	5_R3	10_R1	10_R2	10_R3	20_R2	20_R3	Entity	Symbol
gene-AUO97_RS11685	74	59	44	57	82	61	62	87	host	gene-AUO97_RS11685
gene-M172_gp37	2	0	1	11	1	4	0	0	phage	gene-M172_gp37
gene-AUO97_RS06355	295	381	455	556	579	768	987	1294	host	gene-AUO97_RS06355
gene-AUO97_RS02625	13531	13064	14399	16629	18553	18367	10860	13379	host	rpmA
gene-AUO97_RS09400	442	365	243	523	473	296	589	414	host	gene-AUO97_RS09400
gene-AUO97_RS14305	88	63	84	119	97	77	72	96	host	gene-AUO97_RS14305
gene-AUO97_RS12625	2	0	0	0	0	0	0	0	host	gene-AUO97_RS12625
gene-AUO97_RS05185	1062	948	1083	1173	1230	1124	870	961	host	hisB
gene-AUO97_RS14765	94	68	69	118	123	67	108	119	host	gene-AUO97_RS14765
gene-AUO97_RS16725	210	209	129	278	218	164	142	161	host	gene-AUO97_RS16725
gene-AUO97_RS13490	89	68	59	91	77	78	67	88	host	gene-AUO97_RS13490
gene-AUO97_RS04180	282	294	293	346	406	399	262	344	host	gene-AUO97_RS04180
gene-AUO97_RS17885	248	198	202	297	289	276	241	261	host	gene-AUO97_RS17885
gene-AUO97_RS09635	278	248	180	336	335	175	341	314	host	gene-AUO97_RS09635
gene-AUO97_RS10105	836	772	754	992	946	904	622	698	host	gene-AUO97_RS10105
gene-AUO97_RS10730	133	100	116	137	144	131	118	120	host	gene-AUO97_RS10730
gene-AUO97_RS09055	805	765	799	747	822	868	435	484	host	rlmB
gene-AUO97_RS04325	23997	23350	27298	36670	39649	41595	21831	29280	host	rplR
gene-AUO97_RS16660	12	15	12	26	18	6	19	11	host	gene-AUO97_RS16660
gene-AUO97_RS08395	1	0	0	0	0	0	0	0	host	gene-AUO97_RS08395
gene-AUO97_RS17865	202	175	176	228	207	196	183	180	host	gene-AUO97_RS17865
gene-AUO97_RS06785	0	0	0	0	0	0	1	0	host	gene-AUO97_RS06785
gene-AUO97_RS18960	18853	15078	16668	22818	23467	22815	21182	23899	host	cyoA
gene-AUO97_RS12345	187	164	180	189	234	223	158	155	host	gene-AUO97_RS12345
gene-AUO97_RS09720	1584	1551	1574	1904	2046	1966	1279	1579	host	gene-AUO97_RS09720
gene-AUO97_RS18680	94	93	101	93	126	101	81	71	host	gene-AUO97_RS18680
gene-AUO97_RS18690	1150	802	778	1378	1190	845	901	945	host	miaA
gene-AUO97_RS15235	303	304	357	439	488	514	238	381	host	gene-AUO97_RS15235
gene-AUO97_RS15290	2731	2014	1978	3467	3531	3118	2906	3401	host	gene-AUO97_RS15290
gene-AUO97_RS11235	419	433	421	340	318	376	306	474	host	bioA
gene-AUO97_RS18410	1195	987	825	1313	1330	989	883	1028	host	gene-AUO97_RS18410
gene-AUO97_RS09640	618	553	542	610	649	551	440	487	host	gene-AUO97_RS09640
gene-AUO97_RS01025	1203	1088	1079	1296	1407	1247	1236	1403	host	gloA
gene-AUO97_RS11765	0	1	0	1	0	0	0	0	host	gene-AUO97_RS11765
gene-M172_gp51	0	0	0	4	1	0	0	0	phage	gene-M172_gp51
gene-AUO97_RS15860	2373	2118	2133	2052	2535	2236	1488	1845	host	hscA
gene-AUO97_RS02510	4766	4377	4294	6448	6631	6040	6168	7441	host	gene-AUO97_RS02510
gene-M172_gp52	0	0	0	11	0	4	2	0	phage	gene-M172_gp52
gene-AUO97_RS04320	26162	26162	30352	41266	44293	46174	25562	33812	host	rpsE
gene-AUO97_RS11125	1428	1050	1026	1394	1426	1351	710	828	host	gene-AUO97_RS11125
gene-AUO97_RS18355	302	252	285	340	340	321	222	229	host	gene-AUO97_RS18355
gene-AUO97_RS18705	96	73	93	98	69	91	77	89	host	gene-AUO97_RS18705
gene-AUO97_RS03850	1028	765	945	1319	1213	1265	1158	1399	host	gene-AUO97_RS03850
gene-AUO97_RS04015	44	30	26	67	55	56	86	101	host	gene-AUO97_RS04015
gene-AUO97_RS12990	11	10	7	20	6	10	6	14	host	gene-AUO97_RS12990
gene-AUO97_RS00705	99	64	81	90	81	75	88	86	host	gene-AUO97_RS00705
gene-AUO97_RS07745	0	0	0	0	0	1	0	0	host	gene-AUO97_RS07745
gene-AUO97_RS05145	4181	3728	4254	5420	5897	5615	4408	5198	host	gene-AUO97_RS05145
gene-AUO97_RS05610	468	364	409	476	499	468	404	325	host	gene-AUO97_RS05610
gene-AUO97_RS07030	1189	1054	946	1261	1252	1280	1272	1369	host	ubiG
gene-AUO97_RS07080	56	42	52	29	31	46	36	33	host	gene-AUO97_RS07080
gene-AUO97_RS07835	812	769	722	859	828	864	730	886	host	pncB
gene-AUO97_RS07975	0	0	0	0	0	0	0	0	host	gene-AUO97_RS07975
gene-AUO97_RS04045	11	16	18	17	12	11	15	12	host	gene-AUO97_RS04045
gene-AUO97_RS13380	259	278	291	304	420	396	167	163	host	trmB
gene-AUO97_RS05910	0	0	0	0	1	0	0	0	host	gene-AUO97_RS05910
gene-AUO97_RS13620	4501	1829	1126	3871	3070	1144	2807	1509	host	gene-AUO97_RS13620
gene-AUO97_RS10945	1515	1054	898	1908	1679	1226	1614	1609	host	gene-AUO97_RS10945
gene-AUO97_RS15060	30	42	22	40	25	40	27	47	host	gene-AUO97_RS15060
gene-AUO97_RS09370	711	702	864	971	1076	1144	814	1145	host	gene-AUO97_RS09370
gene-AUO97_RS19555	0	0	0	0	0	0	0	0	host	gene-AUO97_RS19555
gene-AUO97_RS12985	4	3	3	8	1	6	2	7	host	gene-AUO97_RS12985
gene-AUO97_RS18475	287	136	77	366	291	111	485	348	host	gene-AUO97_RS18475
gene-AUO97_RS05430	2462	2230	2441	3092	3451	3731	3459	4397	host	gene-AUO97_RS05430
gene-AUO97_RS11865	2029	1534	1292	1816	1697	1457	693	700	host	gene-AUO97_RS11865
gene-AUO97_RS15005	148	142	194	197	195	221	141	115	host	gene-AUO97_RS15005
gene-AUO97_RS03130	1057	733	699	1187	1110	847	1622	1826	host	gene-AUO97_RS03130
gene-AUO97_RS17890	238	157	199	303	284	247	240	286	host	gene-AUO97_RS17890
gene-AUO97_RS12745	0	2	2	0	1	0	0	1	host	gene-AUO97_RS12745
gene-AUO97_RS00145	360	323	325	351	313	311	241	311	host	gene-AUO97_RS00145
gene-AUO97_RS03700	0	0	0	1	0	1	0	0	host	gene-AUO97_RS03700
gene-M172_gp06	3	0	0	6	0	2	0	6	phage	gene-M172_gp06
gene-AUO97_RS02935	790	726	695	908	868	961	703	1053	host	gene-AUO97_RS02935
gene-AUO97_RS05340	0	0	0	0	0	0	0	0	host	gene-AUO97_RS05340
gene-AUO97_RS10545	1458	1418	1501	1669	1688	1627	1168	1335	host	gigB
gene-AUO97_RS07600	378	251	207	479	385	272	497	458	host	gene-AUO97_RS07600
gene-AUO97_RS01365	502	376	461	507	550	534	402	471	host	gene-AUO97_RS01365
gene-AUO97_RS06360	488	488	510	656	763	747	727	980	host	gene-AUO97_RS06360
gene-AUO97_RS06635	32	38	36	56	53	40	42	33	host	abaR
gene-AUO97_RS01105	2322	2143	1971	2147	2118	1800	2447	3225	host	sohB
gene-AUO97_RS01910	1153	852	723	996	964	781	820	917	host	gene-AUO97_RS01910
gene-AUO97_RS09745	125	161	128	170	179	164	138	198	host	gene-AUO97_RS09745
gene-AUO97_RS11800	20	11	8	15	3	10	14	29	host	gene-AUO97_RS11800
gene-AUO97_RS07615	4391	3726	3544	4688	4815	4730	3665	3962	host	gene-AUO97_RS07615
gene-AUO97_RS06840	349	263	257	333	332	394	244	382	host	gene-AUO97_RS06840
gene-AUO97_RS19945	0	0	0	0	0	0	0	0	host	gene-AUO97_RS19945
gene-AUO97_RS12030	116	98	81	121	110	104	91	116	host	gene-AUO97_RS12030
gene-AUO97_RS12730	0	0	0	0	0	0	0	1	host	gene-AUO97_RS12730
gene-AUO97_RS11950	49	28	30	43	50	36	43	61	host	gene-AUO97_RS11950
gene-AUO97_RS17320	4198	3554	3874	4880	5218	5105	3250	3425	host	kdsA
gene-AUO97_RS12425	235	186	180	216	261	230	163	225	host	ubiH
gene-AUO97_RS15040	285	293	191	298	297	227	211	167	host	gene-AUO97_RS15040
gene-AUO97_RS14000	476	379	438	464	437	477	365	479	host	tssM
gene-AUO97_RS09755	110	107	149	156	123	142	131	142	host	gene-AUO97_RS09755
gene-AUO97_RS06000	0	0	0	0	1	0	0	0	host	gene-AUO97_RS06000
gene-AUO97_RS09325	83	104	90	79	86	103	44	83	host	gene-AUO97_RS09325
gene-AUO97_RS11700	139	149	148	161	164	149	115	169	host	gene-AUO97_RS11700
gene-AUO97_RS14055	22	26	29	34	35	28	19	32	host	gene-AUO97_RS14055
gene-AUO97_RS02530	12761	11110	10694	18315	18619	18278	14894	21452	host	gltA
gene-AUO97_RS11025	438	372	381	437	434	468	287	351	host	gene-AUO97_RS11025
gene-AUO97_RS09945	3624	3315	3497	3908	4385	4286	2406	3089	host	hisS
gene-AUO97_RS09560	90	67	86	83	106	100	65	77	host	gene-AUO97_RS09560
gene-AUO97_RS02660	35943	30346	32250	42352	43834	42216	33995	41391	host	adeJ
gene-AUO97_RS11090	38	31	25	34	28	28	34	28	host	gene-AUO97_RS11090
gene-AUO97_RS18220	17	19	16	17	17	15	12	19	host	gene-AUO97_RS18220
gene-AUO97_RS01360	305	278	317	344	385	303	184	274	host	dusB
gene-AUO97_RS12065	27	23	30	23	25	27	12	30	host	gene-AUO97_RS12065
gene-AUO97_RS08550	1209	1092	1134	1293	1170	1167	1063	1351	host	gene-AUO97_RS08550
gene-AUO97_RS12845	0	0	0	0	0	0	0	1	host	gene-AUO97_RS12845
gene-AUO97_RS08125	19	15	19	28	23	33	21	36	host	gene-AUO97_RS08125
gene-AUO97_RS01280	542	541	605	602	703	682	437	441	host	gene-AUO97_RS01280
gene-AUO97_RS03030	788	520	507	531	470	314	543	737	host	gene-AUO97_RS03030
gene-AUO97_RS06495	1974	2259	2904	2307	2535	3338	2426	3943	host	gene-AUO97_RS06495
gene-AUO97_RS03330	5983	5183	6479	6434	7157	7798	6199	7776	host	trpA
gene-AUO97_RS16300	74	66	58	113	81	66	60	57	host	gene-AUO97_RS16300
gene-AUO97_RS14670	72	56	63	87	66	77	59	80	host	madM
gene-AUO97_RS06410	613	541	497	543	601	555	457	407	host	gene-AUO97_RS06410
gene-AUO97_RS14035	80	91	73	132	102	88	96	101	host	icmH
gene-AUO97_RS01380	3109	2684	2882	3186	3195	3469	1818	2152	host	cgtA
gene-AUO97_RS08580	882	777	712	936	945	790	782	848	host	gene-AUO97_RS08580
gene-AUO97_RS09475	683	534	458	818	760	640	681	652	host	gene-AUO97_RS09475
gene-AUO97_RS19675	3	5	0	2	4	4	1	1	host	gene-AUO97_RS19675
gene-AUO97_RS04605	2	1	0	0	0	0	2	2	host	gene-AUO97_RS04605
gene-AUO97_RS08290	0	0	1	0	0	0	0	0	host	gene-AUO97_RS08290
gene-AUO97_RS09555	812	726	644	927	928	925	764	874	host	gene-AUO97_RS09555
gene-AUO97_RS00665	214	152	117	298	255	210	484	388	host	gene-AUO97_RS00665
gene-AUO97_RS02420	1	0	0	0	0	0	0	0	host	gene-AUO97_RS02420
gene-AUO97_RS16290	60	55	51	68	56	74	59	51	host	gene-AUO97_RS16290
gene-AUO97_RS16375	15	22	26	20	23	22	13	19	host	gene-AUO97_RS16375
gene-AUO97_RS00485	531	536	566	411	576	586	317	382	host	gene-AUO97_RS00485
gene-AUO97_RS08450	0	0	0	0	0	0	0	0	host	gene-AUO97_RS08450
gene-AUO97_RS13280	251	265	227	260	341	325	223	266	host	gene-AUO97_RS13280
gene-AUO97_RS17695	258	189	214	236	223	183	162	184	host	gene-AUO97_RS17695
gene-AUO97_RS12095	950	734	784	1008	1012	967	943	1205	host	gene-AUO97_RS12095
gene-AUO97_RS13340	89	93	102	128	124	100	124	124	host	gene-AUO97_RS13340
gene-AUO97_RS16770	131	116	99	119	143	107	98	117	host	gene-AUO97_RS16770
gene-AUO97_RS08545	791	731	734	1026	1031	1030	1088	1491	host	glnK
gene-AUO97_RS09095	718	801	865	1093	1122	991	710	541	host	gene-AUO97_RS09095
gene-AUO97_RS09260	651	506	539	703	654	657	537	726	host	gene-AUO97_RS09260
gene-AUO97_RS16735	1	1	4	0	5	4	2	2	host	gene-AUO97_RS16735
gene-AUO97_RS17770	1000	629	718	855	774	562	579	501	host	glnL
gene-AUO97_RS05350	0	0	0	0	0	0	0	0	host	gene-AUO97_RS05350
gene-AUO97_RS00695	587	468	401	506	476	468	335	374	host	gene-AUO97_RS00695
gene-AUO97_RS14815	290	246	229	345	333	310	328	405	host	gene-AUO97_RS14815
gene-AUO97_RS12480	1161	923	838	1420	1399	1092	1137	1123	host	gene-AUO97_RS12480
gene-AUO97_RS06905	1	0	0	0	0	1	0	0	host	gene-AUO97_RS06905
gene-AUO97_RS09655	1260	1045	1026	1380	1286	1298	1034	1356	host	gene-AUO97_RS09655
gene-AUO97_RS11890	36	35	24	44	30	27	36	35	host	dctA
gene-AUO97_RS14870	28	39	25	58	35	31	34	33	host	gene-AUO97_RS14870
gene-AUO97_RS11990	29	24	33	33	32	41	27	45	host	gene-AUO97_RS11990
gene-AUO97_RS02560	10115	9103	8645	9081	9753	8767	7477	9421	host	rpoD
gene-AUO97_RS03465	0	1	0	0	0	1	1	0	host	wecB
gene-AUO97_RS02425	100	93	84	109	99	102	77	74	host	gene-AUO97_RS02425
gene-AUO97_RS07795	2214	1842	1879	2424	2492	2465	1946	2301	host	gene-AUO97_RS07795
gene-AUO97_RS07720	210	201	165	196	219	185	188	219	host	hutG
gene-AUO97_RS01995	869	917	897	1088	1272	1185	843	1031	host	serC
gene-AUO97_RS01330	2057	1319	1042	2034	1938	1201	1754	1646	host	gene-AUO97_RS01330
gene-AUO97_RS03780	0	0	0	0	0	0	0	0	host	gene-AUO97_RS03780
gene-AUO97_RS10025	224	216	240	268	287	366	155	206	host	gene-AUO97_RS10025
gene-AUO97_RS13045	24	28	25	57	39	28	33	24	host	gene-AUO97_RS13045
gene-AUO97_RS15935	334	238	203	346	313	175	287	311	host	gene-AUO97_RS15935
gene-AUO97_RS12570	5	9	8	13	5	3	6	9	host	gene-AUO97_RS12570
gene-AUO97_RS03045	351	348	452	391	393	420	254	312	host	gene-AUO97_RS03045
gene-AUO97_RS17085	100	85	77	116	113	75	66	83	host	gene-AUO97_RS17085
gene-AUO97_RS14775	13	3	5	5	4	9	6	11	host	gene-AUO97_RS14775
gene-AUO97_RS09335	751	648	636	824	798	804	589	711	host	gene-AUO97_RS09335
gene-AUO97_RS18250	0	0	0	2	0	0	0	0	host	gene-AUO97_RS18250
gene-AUO97_RS05395	38	35	38	50	42	64	37	29	host	gene-AUO97_RS05395
gene-AUO97_RS05005	3002	2608	2672	3259	3439	3328	2040	2300	host	ftsI
gene-AUO97_RS04255	40	47	61	73	66	70	46	40	host	gene-AUO97_RS04255
gene-AUO97_RS17470	4682	3905	4870	4961	4913	6076	3257	4202	host	cydB
gene-AUO97_RS12205	2460	2365	2498	2624	3380	2944	1629	1877	host	lysS
gene-AUO97_RS00935	0	0	2	1	1	1	0	0	host	gene-AUO97_RS00935
gene-AUO97_RS10305	1113	851	1030	1106	1139	1134	683	793	host	cysM
gene-AUO97_RS06345	110	77	81	102	84	73	40	67	host	gene-AUO97_RS06345
gene-AUO97_RS17775	1840	1157	1258	1532	1446	1177	923	846	host	glnG
gene-AUO97_RS06425	24039	26429	27932	33930	37032	35706	37135	41991	host	atpD
gene-AUO97_RS03295	6419	5275	5337	6246	6555	6196	5465	6768	host	secA
gene-AUO97_RS08740	342	300	363	427	445	492	340	404	host	gene-AUO97_RS08740
gene-AUO97_RS03460	0	0	0	1	2	0	0	0	host	gene-AUO97_RS03460
gene-AUO97_RS06195	471	476	873	582	569	985	268	434	host	gene-AUO97_RS06195
gene-AUO97_RS02745	335	329	274	325	305	244	276	270	host	gene-AUO97_RS02745
gene-AUO97_RS18065	14	13	1	13	13	4	12	9	host	gene-AUO97_RS18065
gene-AUO97_RS05770	358	392	382	474	485	483	376	464	host	gene-AUO97_RS05770
gene-AUO97_RS04425	1637	1179	1048	1885	1884	1717	1959	2260	host	gene-AUO97_RS04425
gene-AUO97_RS15205	3233	2689	2902	3712	4190	4766	3590	5490	host	putP
gene-AUO97_RS03880	432	346	328	512	502	354	382	432	host	gene-AUO97_RS03880
gene-AUO97_RS16360	31	29	19	26	26	13	22	17	host	gene-AUO97_RS16360
gene-AUO97_RS00010	71	61	63	73	70	83	58	80	host	gene-AUO97_RS00010
gene-AUO97_RS10295	244	208	206	237	221	181	196	213	host	gene-AUO97_RS10295
gene-AUO97_RS00940	0	0	0	0	0	0	0	0	host	gene-AUO97_RS00940
gene-AUO97_RS00845	5	6	5	3	5	13	4	5	host	bauD
gene-AUO97_RS02565	1373	1265	1241	1157	1187	942	898	1147	host	gene-AUO97_RS02565
gene-AUO97_RS11870	557	372	318	459	460	379	185	213	host	gene-AUO97_RS11870
gene-AUO97_RS02900	3265	2737	2842	3877	4072	4165	2801	3504	host	gatB
gene-AUO97_RS07350	205	185	195	217	251	228	161	185	host	gene-AUO97_RS07350
gene-AUO97_RS07900	1159	1050	985	1274	1338	1337	1179	1232	host	gshA
gene-AUO97_RS01555	359	479	451	131	178	370	130	159	host	gene-AUO97_RS01555
gene-AUO97_RS14645	17	9	6	14	19	10	11	18	host	gene-AUO97_RS14645
gene-AUO97_RS17450	318	338	347	407	472	466	264	311	host	gene-AUO97_RS17450
gene-AUO97_RS03980	14340	13429	15520	16895	18363	17908	10220	11166	host	rpsI
gene-AUO97_RS06710	3004	3264	2674	3216	2938	2245	5578	7258	host	gene-AUO97_RS06710
gene-AUO97_RS11410	363	329	345	331	421	345	280	307	host	pgeF
gene-AUO97_RS11475	1726	1559	799	2918	2706	1881	1898	3002	host	gene-AUO97_RS11475
gene-AUO97_RS08350	0	0	1	2	1	0	1	0	host	gene-AUO97_RS08350
gene-AUO97_RS16785	18	20	10	21	18	21	20	15	host	denD
gene-AUO97_RS01595	1600	1402	1540	1642	1776	1976	839	949	host	queE
gene-AUO97_RS02915	61	40	45	80	78	74	69	84	host	gene-AUO97_RS02915
gene-AUO97_RS00455	4895	4442	4568	5701	6606	6272	4505	5808	host	glyA
gene-AUO97_RS19175	7	1	8	6	4	6	6	2	host	gene-AUO97_RS19175
gene-AUO97_RS03965	1286	1154	1159	1387	1286	1247	844	1081	host	rsmA
gene-AUO97_RS03225	1530	1170	1152	1639	2095	1774	1178	1259	host	gene-AUO97_RS03225
gene-AUO97_RS04630	614	438	318	718	646	448	772	863	host	gene-AUO97_RS04630
gene-AUO97_RS15070	117	113	95	112	115	113	87	88	host	gene-AUO97_RS15070
gene-AUO97_RS11860	1433	1024	803	1213	1228	882	675	598	host	gene-AUO97_RS11860
gene-AUO97_RS15735	74	56	58	70	70	73	59	67	host	gene-AUO97_RS15735
gene-AUO97_RS01275	2802	1937	2329	3265	2785	3382	3511	4644	host	icd
gene-AUO97_RS09320	394	403	384	450	473	488	371	533	host	gene-AUO97_RS09320_gene_murI
gene-AUO97_RS00190	976	769	759	988	1024	993	802	850	host	gene-AUO97_RS00190
gene-AUO97_RS13815	157	158	167	211	178	193	165	209	host	mumR
gene-AUO97_RS15375	102	118	86	138	98	127	94	95	host	gspI
gene-AUO97_RS10715	119	101	80	97	72	88	53	63	host	gene-AUO97_RS10715
gene-AUO97_RS09810	43	70	105	70	80	156	55	99	host	gene-AUO97_RS09810
gene-AUO97_RS07065	58	46	61	31	21	52	28	46	host	gene-AUO97_RS07065
gene-AUO97_RS05195	393	314	334	554	479	512	660	583	host	gene-AUO97_RS05195
gene-AUO97_RS09200	2722	1690	1326	2954	2730	1748	2909	2851	host	gene-AUO97_RS09200
gene-AUO97_RS12940	1493	1278	1397	1542	1742	1793	830	1168	host	gene-AUO97_RS12940
gene-AUO97_RS17145	47	37	17	33	23	35	50	55	host	gene-AUO97_RS17145
gene-AUO97_RS08655	340	351	473	524	527	698	357	480	host	gene-AUO97_RS08655
gene-AUO97_RS08665	219	289	317	303	363	357	274	467	host	gene-AUO97_RS08665
gene-AUO97_RS19540	180	208	147	184	219	177	267	262	host	gene-AUO97_RS19540
gene-AUO97_RS04955	39	41	55	44	35	72	28	40	host	gene-AUO97_RS04955
gene-AUO97_RS10960	4222	3492	3762	5416	5785	5504	3853	4847	host	gene-AUO97_RS10960
gene-AUO97_RS18970	11957	10153	11639	15147	14925	14497	14180	15390	host	cyoC
gene-AUO97_RS11850	1447	998	761	1230	1130	817	424	392	host	betB
gene-AUO97_RS02130	295	248	274	374	420	348	390	603	host	gene-AUO97_RS02130
gene-AUO97_RS09050	1005	964	1003	1270	1422	1507	1268	1633	host	gene-AUO97_RS09050
gene-AUO97_RS09780	125	125	180	179	174	168	146	129	host	rdgB
gene-AUO97_RS07025	2846	2290	2085	3583	3370	2960	4519	4593	host	gene-AUO97_RS07025
gene-AUO97_RS01405	706	514	400	677	708	453	793	839	host	gene-AUO97_RS01405
gene-AUO97_RS06190	15	15	29	9	20	16	12	19	host	gene-AUO97_RS06190
gene-AUO97_RS05140	304	278	215	481	424	332	736	678	host	gene-AUO97_RS05140
gene-AUO97_RS06025	17	22	15	11	15	18	7	12	host	gene-AUO97_RS06025
gene-AUO97_RS05335	0	0	0	0	0	1	0	0	host	gene-AUO97_RS05335
gene-AUO97_RS19930	1	1	1	1	1	3	0	1	host	gene-AUO97_RS19930
gene-AUO97_RS13540	182	208	207	210	202	206	175	211	host	gene-AUO97_RS13540
gene-AUO97_RS05975	0	0	0	0	0	0	0	0	host	gene-AUO97_RS05975
gene-AUO97_RS00810	35	29	45	43	46	58	56	124	host	basE
gene-AUO97_RS14295	26	10	13	32	29	23	40	56	host	pobA
gene-AUO97_RS04130	1957	1585	1665	2078	1978	1928	1207	1552	host	ybeY
gene-AUO97_RS13645	930	780	798	975	1005	934	689	739	host	gene-AUO97_RS13645
gene-AUO97_RS18780	6908	4842	4559	6960	6208	5317	4656	4478	host	gene-AUO97_RS18780
gene-AUO97_RS00740	676	612	653	648	767	597	425	424	host	folE
gene-AUO97_RS10600	3556	3124	3522	3717	4164	4359	2586	3198	host	murA
gene-AUO97_RS13415	242	136	110	179	158	84	178	201	host	gene-AUO97_RS13415
gene-AUO97_RS03020	534	439	384	599	502	397	499	409	host	gene-AUO97_RS03020
gene-AUO97_RS07355	678	670	584	718	757	829	578	652	host	gene-AUO97_RS07355
gene-AUO97_RS13675	1673	1168	1084	1372	1378	1248	842	1199	host	gene-AUO97_RS13675
gene-AUO97_RS00890	1	0	0	1	0	0	0	0	host	gene-AUO97_RS00890
gene-AUO97_RS07125	119	117	119	147	142	155	133	126	host	gene-AUO97_RS07125
gene-AUO97_RS09385	88	57	82	84	81	88	71	74	host	gene-AUO97_RS09385
gene-AUO97_RS18160	0	0	0	0	0	0	0	0	host	gene-AUO97_RS18160
gene-AUO97_RS08525	473	392	430	457	463	516	248	306	host	gene-AUO97_RS08525
gene-AUO97_RS00475	20	16	12	16	15	11	8	20	host	gene-AUO97_RS00475
gene-AUO97_RS03815	0	0	0	0	0	0	0	0	host	gene-AUO97_RS03815
gene-AUO97_RS02970	1521	1452	1522	1695	1785	1711	1388	1515	host	gene-AUO97_RS02970
gene-AUO97_RS04620	16	22	12	20	15	14	17	28	host	gene-AUO97_RS04620
gene-AUO97_RS00270	1	0	0	1	0	0	0	0	host	gene-AUO97_RS00270
gene-AUO97_RS12780	0	0	0	0	0	0	0	0	host	gene-AUO97_RS12780
gene-AUO97_RS13640	1544	1293	1348	1619	1683	1504	1102	1083	host	gene-AUO97_RS13640
gene-AUO97_RS12910	56	44	54	65	45	38	73	87	host	gene-AUO97_RS12910
gene-AUO97_RS00785	35	42	32	36	31	42	31	38	host	basH
gene-AUO97_RS17790	162	141	151	187	204	208	134	160	host	gene-AUO97_RS17790
gene-AUO97_RS12155	109	89	74	92	79	97	81	72	host	gene-AUO97_RS12155
gene-AUO97_RS08960	3	4	2	2	3	2	1	0	host	gene-AUO97_RS08960
gene-AUO97_RS15130	241	206	191	369	288	285	335	360	host	gene-AUO97_RS15130
gene-AUO97_RS13110	0	0	0	0	0	0	0	0	host	gene-AUO97_RS13110
gene-AUO97_RS11885	75	85	91	111	64	102	78	95	host	gene-AUO97_RS11885
gene-AUO97_RS10030	67	62	69	85	91	79	64	66	host	gene-AUO97_RS10030
gene-AUO97_RS17500	1463	1202	1122	1474	1613	1293	985	995	host	ftsY
gene-AUO97_RS00150	594	499	468	593	589	548	417	554	host	gene-AUO97_RS00150
gene-AUO97_RS05060	159	146	122	159	171	105	145	93	host	gene-AUO97_RS05060
gene-AUO97_RS13780	222	170	148	324	269	218	301	328	host	gene-AUO97_RS13780
gene-AUO97_RS00875	274	225	150	372	321	222	223	249	host	gene-AUO97_RS00875
gene-AUO97_RS02485	12763	12614	15745	17067	18174	20005	18628	22608	host	sucC
gene-M172_gp13	0	3	0	2	0	1	1	3	phage	gene-M172_gp13
gene-AUO97_RS13450	52	25	24	38	41	27	33	44	host	gene-AUO97_RS13450
gene-AUO97_RS04065	108	91	169	76	90	72	46	75	host	gene-AUO97_RS04065
gene-AUO97_RS19170	0	0	1	0	0	0	0	0	host	gene-AUO97_RS19170
gene-AUO97_RS09835	122	125	96	123	115	144	138	158	host	gene-AUO97_RS09835
gene-AUO97_RS11000	2016	2003	2046	3029	2761	2789	3071	3384	host	nuoK
gene-AUO97_RS09120	3115	2894	3341	3803	3934	4121	1679	1774	host	gene-AUO97_RS09120
gene-AUO97_RS03340	68	91	96	121	104	137	113	122	host	gene-AUO97_RS03340
gene-AUO97_RS05130	0	0	0	0	1	0	0	0	host	gene-AUO97_RS05130
gene-AUO97_RS01160	806	646	572	1048	994	816	1007	1058	host	gene-AUO97_RS01160
gene-AUO97_RS02765	713	568	573	704	820	760	550	602	host	gene-AUO97_RS02765
gene-AUO97_RS06110	428	395	333	559	575	435	443	394	host	gene-AUO97_RS06110
gene-AUO97_RS10165	3	4	4	7	7	4	4	0	host	gene-AUO97_RS10165
gene-AUO97_RS17375	286	268	246	387	341	260	247	302	host	gene-AUO97_RS17375
gene-AUO97_RS13895	55	37	46	39	43	47	46	33	host	uca
gene-AUO97_RS00450	62	46	48	58	76	56	49	39	host	adeH
gene-AUO97_RS15030	166	111	105	172	163	107	129	96	host	gene-AUO97_RS15030
gene-AUO97_RS01480	694	654	642	691	774	824	378	389	host	recO
gene-AUO97_RS15540	5	2	4	2	7	2	2	3	host	gene-AUO97_RS15540
gene-AUO97_RS15605	0	0	0	0	0	0	0	0	host	gene-AUO97_RS15605
gene-AUO97_RS15790	176	184	182	259	245	177	188	242	host	gene-AUO97_RS15790
gene-AUO97_RS01320	556	444	281	673	548	387	595	535	host	gene-AUO97_RS01320
gene-AUO97_RS03955	231	209	227	263	309	322	214	255	host	gene-AUO97_RS03955
gene-AUO97_RS10015	222	189	211	299	287	286	172	239	host	gene-AUO97_RS10015
gene-AUO97_RS15585	0	0	0	0	0	0	0	0	host	gene-AUO97_RS15585
gene-AUO97_RS17475	1018	883	1109	1200	1226	1403	755	958	host	cydX
gene-AUO97_RS18310	9	27	13	23	11	22	16	15	host	gene-AUO97_RS18310
gene-AUO97_RS06300	155	122	84	180	216	144	201	164	host	gene-AUO97_RS06300
gene-AUO97_RS01410	1776	1618	1442	1344	1318	1107	1519	1915	host	uvrB
gene-AUO97_RS16355	60	48	32	23	32	35	26	19	host	gene-AUO97_RS16355
gene-AUO97_RS17480	1175	1024	1363	1408	1404	1490	845	1029	host	gene-AUO97_RS17480
gene-AUO97_RS11810	30	36	40	39	50	62	29	27	host	gene-AUO97_RS11810
gene-AUO97_RS11465	1150	1125	522	1362	1374	982	911	1172	host	gene-AUO97_RS11465
