Geneid	5_R1	5_R2	5_R3	10_R1	10_R2	10_R3	20_R2	20_R3	Entity	Symbol
gene-AUO97_RS14090	158	125	115	145	114	119	99	105	host	soxR
gene-AUO97_RS03765	0	0	0	0	0	2	1	0	host	gene-AUO97_RS03765
gene-AUO97_RS01200	320	333	345	342	371	388	269	256	host	gene-AUO97_RS01200
gene-AUO97_RS02545	253	230	273	237	265	272	219	266	host	gene-AUO97_RS02545
gene-AUO97_RS07735	182	138	188	188	184	217	175	157	host	murI
gene-AUO97_RS16305	19	18	17	22	14	13	12	16	host	gene-AUO97_RS16305
gene-AUO97_RS00675	230	214	254	251	235	259	174	236	host	gene-AUO97_RS00675
gene-AUO97_RS03250	296	232	209	355	300	354	366	364	host	gene-AUO97_RS03250
gene-AUO97_RS03715	0	0	0	0	0	0	0	0	host	gene-AUO97_RS03715
gene-AUO97_RS03140	153	133	131	127	130	123	133	163	host	gene-AUO97_RS03140
gene-AUO97_RS10490	1235	1253	1182	1517	1569	1498	1199	1606	host	proC
gene-AUO97_RS00915	0	0	0	0	1	0	0	0	host	gene-AUO97_RS00915
gene-AUO97_RS05015	1306	1191	1115	1379	1408	1400	937	951	host	rsmH
gene-AUO97_RS16335	109	64	58	109	114	114	91	110	host	chrA
gene-AUO97_RS08520	352	297	285	363	376	381	221	266	host	gene-AUO97_RS08520
gene-AUO97_RS02270	1329	1011	991	1708	1805	1551	2043	2136	host	gene-AUO97_RS02270
gene-AUO97_RS07005	196	251	175	99	133	112	99	74	host	gene-AUO97_RS07005
gene-AUO97_RS10440	197	218	219	257	232	269	205	222	host	gene-AUO97_RS10440
gene-AUO97_RS13185	0	0	0	1	0	0	0	0	host	gene-AUO97_RS13185
gene-AUO97_RS13430	2109	1756	1765	2026	2049	1946	1338	1657	host	gene-AUO97_RS13430
gene-AUO97_RS00030	1808	927	591	1530	1337	575	1918	1346	host	gene-AUO97_RS00030
gene-AUO97_RS02805	584	455	473	641	617	611	498	711	host	hchA
gene-AUO97_RS15485	0	0	0	0	0	0	0	0	host	gene-AUO97_RS15485
gene-AUO97_RS05585	38	41	53	41	37	22	37	30	host	gene-AUO97_RS05585
gene-AUO97_RS01900	687	584	601	727	820	821	448	489	host	gene-AUO97_RS01900
gene-AUO97_RS04330	35870	33984	39346	51476	56496	58564	31323	41084	host	rplF
gene-AUO97_RS12995	7	6	7	14	4	7	4	8	host	gene-AUO97_RS12995
gene-AUO97_RS16830	2	1	1	8	8	5	2	7	host	gene-AUO97_RS16830
gene-AUO97_RS02610	2319	2044	2153	2628	2761	2560	2020	2312	host	serS
gene-AUO97_RS02230	3213	2661	2601	4471	4454	3940	3905	4336	host	gene-AUO97_RS02230
gene-AUO97_RS06575	245	240	215	246	275	268	240	324	host	gene-AUO97_RS06575
gene-AUO97_RS10805	39	42	37	38	39	51	44	45	host	gene-AUO97_RS10805
gene-AUO97_RS00880	4	1	6	2	8	2	5	2	host	gene-AUO97_RS00880
gene-AUO97_RS17895	440	324	276	462	396	340	371	414	host	moaA
gene-AUO97_RS06085	270	257	284	305	312	286	229	323	host	gene-AUO97_RS06085
gene-AUO97_RS06765	0	0	0	0	0	0	0	0	host	gene-AUO97_RS06765
gene-AUO97_RS04715	1169	975	1008	1190	1115	1195	879	1250	host	gene-AUO97_RS04715
gene-AUO97_RS01095	69	52	37	62	66	52	34	48	host	gene-AUO97_RS01095
gene-AUO97_RS08855	30271	29872	35309	41234	44271	45414	25526	32543	host	rplA
gene-AUO97_RS09255	1206	1215	1068	1114	1061	902	1004	1264	host	gene-AUO97_RS09255
gene-AUO97_RS08160	0	0	0	0	0	0	0	0	host	gene-AUO97_RS08160
gene-AUO97_RS18105	8	3	14	15	21	13	12	6	host	gene-AUO97_RS18105
gene-AUO97_RS10175	267	263	310	498	513	582	663	716	host	gene-AUO97_RS10175
gene-AUO97_RS17260	249	172	167	253	264	210	215	213	host	pcaH
gene-AUO97_RS18700	265	200	175	261	248	243	196	198	host	tsaE
gene-AUO97_RS13715	1242	945	965	1247	1314	1255	877	1027	host	mutS
gene-AUO97_RS16810	105	90	82	112	106	87	78	95	host	gene-AUO97_RS16810
gene-AUO97_RS16820	87	67	60	78	67	47	48	78	host	gene-AUO97_RS16820
gene-AUO97_RS04825	42	31	23	26	42	24	19	11	host	gene-AUO97_RS04825
gene-AUO97_RS06430	15374	16352	16702	21734	23306	22721	23416	26015	host	atpG
gene-AUO97_RS17430	1071	966	966	1148	1239	1187	833	949	host	gene-AUO97_RS17430
gene-AUO97_RS15710	0	0	0	0	0	0	0	0	host	gene-AUO97_RS15710
gene-AUO97_RS04985	189	161	196	194	189	203	137	184	host	gene-AUO97_RS04985
gene-AUO97_RS12010	205	191	171	272	317	334	302	355	host	gene-AUO97_RS12010
gene-AUO97_RS11220	4675	1993	1328	5992	4700	2028	4397	2964	host	gene-AUO97_RS11220
gene-AUO97_RS13565	8042	5989	7036	9214	8370	9802	2918	2425	host	gene-AUO97_RS13565
gene-AUO97_RS08900	608	622	641	688	748	761	408	479	host	gene-AUO97_RS08900
gene-AUO97_RS01620	131	129	132	181	143	157	138	172	host	gene-AUO97_RS01620
gene-AUO97_RS05720	1885	1644	1689	2095	2126	2066	1555	1673	host	gene-AUO97_RS05720
gene-AUO97_RS01970	1202	970	899	1400	1437	1160	886	1068	host	lolD
gene-AUO97_RS03470	0	0	0	1	0	0	0	0	host	gene-AUO97_RS03470
gene-AUO97_RS14790	47	27	35	50	69	44	25	33	host	arsB
gene-AUO97_RS01525	1435	1257	1011	1786	1792	1391	2437	3683	host	gene-AUO97_RS01525
gene-AUO97_RS00585	1175	761	665	1162	1076	770	953	892	host	gene-AUO97_RS00585
gene-AUO97_RS04565	359	368	328	346	376	345	271	269	host	gene-AUO97_RS04565
gene-AUO97_RS03805	0	0	0	0	1	0	1	0	host	gene-AUO97_RS03805
gene-AUO97_RS04895	278	239	251	311	282	297	251	265	host	gene-AUO97_RS04895
gene-AUO97_RS05715	5412	4708	5155	6380	6427	6876	3654	3875	host	ftsA
gene-AUO97_RS01520	176	135	166	205	195	183	128	154	host	gene-AUO97_RS01520
gene-AUO97_RS08430	0	0	0	1	0	0	0	0	host	gene-AUO97_RS08430
gene-AUO97_RS17315	7186	6496	7417	10019	10655	10649	7366	9426	host	eno
gene-AUO97_RS18640	46	31	29	48	38	37	30	38	host	gene-AUO97_RS18640
gene-AUO97_RS13460	19	13	11	12	8	11	7	11	host	benB
gene-AUO97_RS04135	211	166	238	190	215	217	155	163	host	gene-AUO97_RS04135
gene-AUO97_RS03455	9	5	10	11	6	6	4	2	host	gene-AUO97_RS03455
gene-AUO97_RS07425	374	335	387	517	515	500	615	645	host	gene-AUO97_RS07425
gene-AUO97_RS15090	6	2	6	14	13	10	11	10	host	gene-AUO97_RS15090
gene-AUO97_RS11005	9289	7970	8632	11968	11285	11611	12328	14185	host	nuoL
gene-AUO97_RS05855	337	249	252	357	350	336	308	301	host	gene-AUO97_RS05855
gene-AUO97_RS06150	6048	4506	4613	6337	5809	5480	3858	4324	host	gene-AUO97_RS06150
gene-AUO97_RS03575	199	171	207	237	260	241	214	186	host	gene-AUO97_RS03575
gene-AUO97_RS09725	2755	2552	2457	2830	3162	3066	2098	2463	host	thyA
gene-AUO97_RS16190	393	337	332	503	514	329	519	417	host	gene-AUO97_RS16190
gene-AUO97_RS19570	0	0	0	0	0	0	0	0	host	gene-AUO97_RS19570
gene-AUO97_RS00715	995	873	903	1102	1129	1053	635	756	host	trpC
gene-AUO97_RS01695	0	0	0	0	0	0	1	0	host	gene-AUO97_RS01695
gene-AUO97_RS05840	104	92	115	117	98	111	124	132	host	alc
gene-AUO97_RS09210	959	833	922	941	940	951	572	713	host	gene-AUO97_RS09210
gene-AUO97_RS17970	6	5	4	8	16	7	5	4	host	gene-AUO97_RS17970
gene-AUO97_RS04415	27	35	37	49	30	46	37	38	host	gene-AUO97_RS04415
gene-AUO97_RS02335	46	35	42	49	36	50	40	29	host	gene-AUO97_RS02335
gene-AUO97_RS05265	37	44	39	56	27	37	33	41	host	gene-AUO97_RS05265
gene-AUO97_RS09535	416	371	380	638	724	587	413	375	host	gene-AUO97_RS09535
gene-AUO97_RS08555	520	489	442	619	601	544	495	439	host	nrdR
gene-AUO97_RS12880	0	0	0	0	0	0	0	0	host	gene-AUO97_RS12880
gene-AUO97_RS13465	29	16	22	24	18	12	12	15	host	benA
gene-AUO97_RS02365	158	180	174	196	212	203	129	179	host	folP
gene-AUO97_RS06850	1203	868	649	1508	1391	1117	1531	1712	host	dld
gene-AUO97_RS14210	2217	1253	948	3388	2444	2445	2462	1553	host	pcaF
gene-AUO97_RS04675	2214	2085	1926	2686	3087	2777	2569	3319	host	gene-AUO97_RS04675
gene-AUO97_RS15310	660	588	661	717	785	824	510	564	host	rsmG
gene-AUO97_RS16505	11	9	10	12	8	12	12	9	host	gene-AUO97_RS16505
gene-AUO97_RS00290	4015	3221	3447	4274	4303	4241	2817	3778	host	gene-AUO97_RS00290
gene-AUO97_RS07435	173	143	130	226	186	182	239	283	host	gene-AUO97_RS07435
gene-AUO97_RS04110	591	533	425	689	660	534	496	604	host	gene-AUO97_RS04110
gene-AUO97_RS06605	91	85	72	95	90	74	78	88	host	gene-AUO97_RS06605
gene-AUO97_RS12715	1817	1854	1602	2143	2400	2119	2064	2605	host	gene-AUO97_RS12715
gene-AUO97_RS04670	1977	1891	2000	2710	3130	2851	2986	4010	host	astA
gene-AUO97_RS03660	0	0	0	0	0	0	0	0	host	gene-AUO97_RS03660
gene-AUO97_RS04225	4279	3578	3368	2790	2715	2391	3665	5321	host	gene-AUO97_RS04225
gene-AUO97_RS06650	142	154	135	280	243	271	248	338	host	gene-AUO97_RS06650
gene-AUO97_RS03940	790	755	767	912	878	919	632	719	host	hflX
gene-AUO97_RS12445	187	270	248	149	274	286	201	260	host	gene-AUO97_RS12445
gene-AUO97_RS14350	5406	3521	2338	5377	4730	2822	5557	4519	host	gene-AUO97_RS14350
gene-AUO97_RS17700	119	83	94	95	98	105	63	93	host	ffs
gene-AUO97_RS12835	0	0	0	0	0	0	0	0	host	gene-AUO97_RS12835
gene-AUO97_RS00570	3147	2693	2702	3458	3582	3454	2742	3398	host	sthA
gene-AUO97_RS14930	40	32	35	29	34	33	24	7	host	gene-AUO97_RS14930
gene-AUO97_RS08260	0	0	0	0	0	0	0	0	host	gene-AUO97_RS08260
gene-AUO97_RS11905	767	604	616	813	867	692	660	683	host	pgaB
gene-AUO97_RS04490	882	706	810	1169	1035	1085	958	1016	host	gene-AUO97_RS04490
gene-AUO97_RS17185	6	3	13	12	8	4	6	4	host	gene-AUO97_RS17185
gene-AUO97_RS04840	77	92	86	85	53	70	62	54	host	gene-AUO97_RS04840
gene-AUO97_RS07890	764	527	431	720	790	577	620	755	host	gene-AUO97_RS07890
gene-AUO97_RS16595	0	0	0	1	1	0	0	0	host	gene-AUO97_RS16595
gene-AUO97_RS12280	27	10	28	24	24	13	19	19	host	gene-AUO97_RS12280
gene-AUO97_RS17410	904	770	893	1024	1049	973	775	896	host	rpiA
gene-AUO97_RS14185	2353	1625	1062	3220	2366	1968	2570	1985	host	paaD
gene-AUO97_RS13670	2850	2067	1962	2553	2547	2251	1635	1993	host	gene-AUO97_RS13670
gene-AUO97_RS12090	189	125	130	223	221	233	216	295	host	gene-AUO97_RS12090
gene-AUO97_RS09185	2711	2277	2381	2947	3092	3134	2213	2727	host	ubiE
gene-AUO97_RS17265	133	72	104	129	156	124	121	113	host	pcaC
gene-AUO97_RS14665	34	34	30	52	55	45	36	27	host	madL
gene-AUO97_RS17305	1021	832	767	1076	984	911	799	786	host	ftsB
gene-AUO97_RS17215	172	125	107	166	143	135	151	179	host	gene-AUO97_RS17215
gene-AUO97_RS01850	953	837	759	1064	1069	1051	708	705	host	ruvB
gene-AUO97_RS05575	47	41	72	31	42	49	30	59	host	msuE
gene-AUO97_RS10215	392	319	257	497	460	398	457	495	host	gene-AUO97_RS10215
gene-AUO97_RS01760	0	0	0	0	0	0	0	0	host	gene-AUO97_RS01760
gene-AUO97_RS11175	189	195	210	219	235	256	162	199	host	gene-AUO97_RS11175
gene-AUO97_RS19150	306	262	214	336	304	209	301	260	host	gene-AUO97_RS19150
gene-AUO97_RS11910	728	572	615	763	783	670	544	624	host	pgaC
gene-AUO97_RS00800	27	38	47	42	37	43	44	65	host	basG
gene-AUO97_RS03365	275	329	321	369	367	429	209	248	host	gene-AUO97_RS03365
gene-AUO97_RS09190	352	331	354	360	390	422	279	350	host	gene-AUO97_RS09190
gene-AUO97_RS17490	45	65	44	74	48	49	43	58	host	gene-AUO97_RS17490
gene-AUO97_RS05810	61	63	74	90	73	67	74	81	host	puuE
gene-AUO97_RS09700	1107	1265	1986	2057	2199	2763	1743	2727	host	gene-AUO97_RS09700
gene-AUO97_RS02810	702	656	598	990	906	865	919	1154	host	gene-AUO97_RS02810
gene-AUO97_RS05995	0	0	0	0	0	0	0	0	host	arsH
gene-AUO97_RS14415	30	22	25	20	30	23	27	21	host	gene-AUO97_RS14415
gene-AUO97_RS03175	754	643	865	763	889	985	422	470	host	gene-AUO97_RS03175
gene-AUO97_RS10735	1196	1003	1055	1315	1441	1342	1104	1463	host	argJ
gene-AUO97_RS09425	267	413	377	535	517	454	441	288	host	gene-AUO97_RS09425
gene-AUO97_RS04250	831	684	730	1246	1058	1233	1046	1268	host	gene-AUO97_RS04250
gene-AUO97_RS00065	884	645	732	969	866	1021	521	571	host	gene-AUO97_RS00065
gene-AUO97_RS02175	89	50	50	108	79	77	71	90	host	gene-AUO97_RS02175
gene-AUO97_RS13495	1721	890	697	1970	1658	709	1338	1305	host	gene-AUO97_RS13495
gene-AUO97_RS08845	14545	13002	16718	16979	18955	18991	10006	12055	host	nusG
gene-AUO97_RS15870	1303	1391	1429	1392	1639	1419	1033	1497	host	iscA
gene-AUO97_RS13930	24	15	16	12	22	17	12	12	host	gene-AUO97_RS13930
gene-AUO97_RS14015	62	54	49	84	69	85	52	61	host	gene-AUO97_RS14015
gene-AUO97_RS00410	0	0	0	0	0	0	0	0	host	abeS
gene-AUO97_RS04005	100	84	78	121	111	110	116	136	host	gene-AUO97_RS04005
gene-AUO97_RS00105	810	621	582	871	794	655	789	916	host	gene-AUO97_RS00105
gene-AUO97_RS05035	374	338	317	317	373	389	260	271	host	gene-AUO97_RS05035
gene-AUO97_RS12475	1959	1605	1306	2490	2477	1758	2282	2424	host	gene-AUO97_RS12475
gene-AUO97_RS14655	32	28	20	31	26	20	21	27	host	gene-AUO97_RS14655
gene-AUO97_RS06145	1893	1468	1475	1521	1918	1810	1196	1537	host	gene-AUO97_RS06145
gene-AUO97_RS06685	104	91	78	123	137	137	97	125	host	gene-AUO97_RS06685
gene-AUO97_RS07680	35	28	21	24	48	27	35	17	host	zigA
gene-AUO97_RS06180	43	24	37	38	37	36	28	45	host	gene-AUO97_RS06180
gene-AUO97_RS09915	554	512	507	604	742	693	459	652	host	iscX
gene-AUO97_RS04555	1416	1216	1195	1793	1840	1778	1681	2048	host	gene-AUO97_RS04555
gene-AUO97_RS17810	226	210	274	289	300	271	156	179	host	gene-AUO97_RS17810
gene-AUO97_RS16255	544	433	197	510	463	263	1450	1361	host	gene-AUO97_RS16255
gene-AUO97_RS00210	255	253	288	235	212	273	134	191	host	gene-AUO97_RS00210
gene-AUO97_RS09500	254	198	236	238	268	241	168	240	host	gene-AUO97_RS09500
gene-AUO97_RS01245	164	174	157	248	222	184	206	232	host	gene-AUO97_RS01245
gene-AUO97_RS11035	739	596	641	722	813	784	588	769	host	gigC
gene-AUO97_RS12965	2457	2258	2440	2912	2949	2539	2265	2641	host	csrA
gene-AUO97_RS00805	38	33	46	45	36	66	48	87	host	basF
gene-AUO97_RS00615	6512	5581	6870	8201	8538	9629	7187	9553	host	gene-AUO97_RS00615
gene-AUO97_RS14535	42	61	48	48	44	52	36	38	host	gene-AUO97_RS14535
gene-AUO97_RS10550	962	956	973	1146	1089	1090	827	1036	host	gigA
gene-AUO97_RS01270	108	78	84	129	123	110	179	159	host	gene-AUO97_RS01270
gene-AUO97_RS04820	10751	9664	11372	12672	13482	13258	7558	8121	host	rpsP
gene-AUO97_RS07585	116	130	121	134	141	151	100	129	host	gene-AUO97_RS07585
gene-AUO97_RS04785	223	205	234	292	297	281	192	266	host	gene-AUO97_RS04785
gene-AUO97_RS03195	100011	81953	72648	104953	105129	88640	111288	129815	host	omp38
gene-AUO97_RS13840	1453	900	497	1847	2005	845	4872	3385	host	gene-AUO97_RS13840
gene-AUO97_RS01745	0	0	1	1	0	0	0	0	host	gene-AUO97_RS01745
gene-AUO97_RS12100	38	48	35	48	39	47	34	40	host	gene-AUO97_RS12100
gene-AUO97_RS04770	358	301	263	364	372	342	236	292	host	gene-AUO97_RS04770
gene-AUO97_RS09675	14310	13327	15466	16943	19999	20272	11503	15095	host	rpmB
gene-AUO97_RS00650	17	20	15	11	8	14	9	5	host	gene-AUO97_RS00650
gene-AUO97_RS01395	6862	6744	6641	8749	11012	9708	6599	7988	host	gene-AUO97_RS01395
gene-AUO97_RS08670	1402	1119	1364	1735	1788	1954	1014	1219	host	murD
gene-AUO97_RS09160	1184	950	1031	1094	1135	1097	683	771	host	gene-AUO97_RS09160
gene-AUO97_RS09435	10613	8043	8165	10346	10897	10023	7562	7596	host	gene-AUO97_RS09435
gene-AUO97_RS00865	44	44	34	45	44	74	32	82	host	gene-AUO97_RS00865
gene-AUO97_RS03775	0	0	0	0	0	1	0	0	host	gene-AUO97_RS03775
gene-AUO97_RS05740	564	516	443	574	647	601	569	607	host	gshB
gene-AUO97_RS14915	58	43	47	72	54	53	53	58	host	gene-AUO97_RS14915
gene-AUO97_RS00840	19	17	11	4	12	15	13	17	host	bauC
gene-AUO97_RS07330	2907	2522	2713	2887	2929	2948	1828	2327	host	dnaN
gene-AUO97_RS14525	189	123	124	108	109	99	53	58	host	gene-AUO97_RS14525
gene-AUO97_RS14680	307	188	185	236	255	225	141	197	host	gene-AUO97_RS14680
gene-AUO97_RS10555	1163	1114	1025	1416	1536	1500	1274	1488	host	gene-AUO97_RS10555
gene-AUO97_RS11565	453	417	409	488	497	555	361	430	host	aat
gene-AUO97_RS15500	0	0	0	0	0	0	0	0	host	gene-AUO97_RS15500
gene-AUO97_RS16340	5	7	8	4	9	13	3	7	host	gene-AUO97_RS16340
gene-AUO97_RS17625	824	475	336	861	685	460	695	736	host	gene-AUO97_RS17625
gene-AUO97_RS00635	13268	10376	10621	15510	15755	12372	13387	14533	host	gene-AUO97_RS00635
gene-AUO97_RS06965	2520	2023	1971	2971	3106	2943	2548	2449	host	gene-AUO97_RS06965
gene-AUO97_RS07315	5448	5178	6141	6020	6863	6622	2948	3209	host	rnpA
gene-AUO97_RS04800	141	132	128	152	154	139	105	124	host	gene-AUO97_RS04800
gene-AUO97_RS10080	720	665	637	766	724	802	397	475	host	rsgA
gene-AUO97_RS06970	2259	1906	1815	2702	2982	2562	2945	3463	host	gene-AUO97_RS06970
gene-AUO97_RS12705	1217	1074	488	959	1046	648	960	685	host	gene-AUO97_RS12705
gene-AUO97_RS00910	1	0	0	0	0	0	0	0	host	gene-AUO97_RS00910
gene-AUO97_RS10710	366	285	266	293	233	231	192	187	host	gene-AUO97_RS10710
gene-AUO97_RS14165	6669	4475	2934	8860	6372	5954	7529	7015	host	paaZ
gene-AUO97_RS15215	659	600	626	905	938	930	669	924	host	gcvH
gene-AUO97_RS04385	25134	23832	28236	41517	43026	44751	21596	27510	host	rpsS
gene-AUO97_RS12460	31	30	37	48	47	38	34	27	host	gene-AUO97_RS12460
gene-AUO97_RS10540	1058	1063	1081	1243	1260	1267	809	1006	host	gene-AUO97_RS10540
gene-AUO97_RS03200	1000	802	957	1353	1171	1196	1074	1290	host	gene-AUO97_RS03200
gene-AUO97_RS15420	54926	46335	53447	69411	73038	73075	42886	51230	host	rpsA
gene-AUO97_RS07085	449	484	418	577	647	629	526	672	host	gene-AUO97_RS07085
gene-AUO97_RS09930	1426	1270	1332	1460	1530	1438	957	1148	host	pilW
gene-AUO97_RS14075	258	221	234	324	324	306	275	352	host	gene-AUO97_RS14075
gene-AUO97_RS03420	30	25	23	24	30	33	24	24	host	gene-AUO97_RS03420
gene-AUO97_RS05935	0	0	0	0	0	1	0	0	host	gene-AUO97_RS05935
gene-AUO97_RS03790	0	0	0	0	0	0	0	0	host	gene-AUO97_RS03790
gene-AUO97_RS07465	75	87	102	110	100	124	95	129	host	gene-AUO97_RS07465
gene-AUO97_RS07885	1209	924	715	1188	1179	899	1046	1155	host	gene-AUO97_RS07885
gene-AUO97_RS08595	1269	1082	1027	1516	1438	1392	1112	1172	host	lptF
gene-AUO97_RS03120	784	672	556	912	988	817	758	672	host	gene-AUO97_RS03120
gene-AUO97_RS06945	1	1	0	0	1	0	0	0	host	gene-AUO97_RS06945
gene-AUO97_RS07655	908	1071	363	751	812	409	996	654	host	gene-AUO97_RS07655
gene-AUO97_RS01725	0	0	0	0	0	1	0	0	host	gene-AUO97_RS01725
gene-AUO97_RS02255	110	116	95	104	149	138	84	142	host	gene-AUO97_RS02255
gene-AUO97_RS17665	565	399	351	613	642	421	546	465	host	gene-AUO97_RS17665
gene-AUO97_RS00470	34	27	38	37	25	27	16	29	host	gene-AUO97_RS00470
gene-AUO97_RS17635	1582	1096	814	2055	1857	1372	1401	1132	host	gene-AUO97_RS17635
gene-AUO97_RS19105	51	49	46	69	78	57	53	59	host	gene-AUO97_RS19105
gene-AUO97_RS07320	2956	3083	3801	3561	4079	3560	1880	2110	host	rpmH
gene-AUO97_RS09935	2450	2182	2213	2456	2726	2452	1601	1953	host	gene-AUO97_RS09935
gene-AUO97_RS03555	0	0	0	0	0	0	0	0	host	gene-AUO97_RS03555
gene-AUO97_RS19900	0	0	0	0	0	0	0	0	host	gene-AUO97_RS19900
gene-AUO97_RS10460	6629	8171	9060	13341	13557	15001	14746	17912	host	gene-AUO97_RS10460
gene-AUO97_RS19690	376	335	283	476	450	394	422	456	host	gene-AUO97_RS19690
gene-AUO97_RS15410	505	365	365	653	604	473	609	457	host	gene-AUO97_RS15410
gene-AUO97_RS02515	10100	9368	9268	13217	13763	12756	12343	15208	host	sdhA
gene-AUO97_RS03710	0	0	0	1	0	0	0	0	host	gene-AUO97_RS03710
gene-AUO97_RS04615	0	0	0	0	1	0	0	0	host	gene-AUO97_RS04615
gene-AUO97_RS08625	1327	1195	1329	1395	1320	1419	1197	1535	host	gene-AUO97_RS08625
gene-AUO97_RS10095	2165	2091	2444	2868	3311	3708	3504	3973	host	gene-AUO97_RS10095
gene-AUO97_RS18810	106	78	87	108	102	97	78	84	host	gene-AUO97_RS18810
gene-AUO97_RS05890	1	0	0	0	6	0	0	0	host	gene-AUO97_RS05890
gene-AUO97_RS04315	15022	15451	17676	24620	25599	27271	15033	19578	host	rpmD
gene-AUO97_RS17735	2067	1826	2015	2440	2471	2382	1644	1792	host	rseP
gene-AUO97_RS05525	4899	3351	2795	4589	4322	3031	3810	3891	host	uvrA
gene-AUO97_RS04405	45181	39357	46928	64735	66435	69185	29264	34457	host	rplC
gene-AUO97_RS04205	474	468	597	584	622	548	420	385	host	gene-AUO97_RS04205
gene-AUO97_RS11840	1678	1863	2216	1825	2109	2315	1122	1457	host	mqo
gene-AUO97_RS11635	1481	1068	1018	1596	1536	1310	1215	1441	host	argB
gene-AUO97_RS16715	66	77	53	63	96	71	41	57	host	gene-AUO97_RS16715
gene-AUO97_RS01115	361	331	323	463	430	432	275	435	host	pstA
gene-AUO97_RS07480	176	115	118	178	165	173	139	203	host	gene-AUO97_RS07480
gene-AUO97_RS10115	862	713	733	834	949	912	581	716	host	holA
gene-AUO97_RS15740	55	22	32	46	42	32	26	44	host	gene-AUO97_RS15740
gene-AUO97_RS05635	16518	13983	10577	17528	17129	12318	21201	20018	host	gene-AUO97_RS05635
gene-AUO97_RS15705	0	0	0	0	1	0	0	0	host	gene-AUO97_RS15705
gene-AUO97_RS17840	2276	1617	1304	2341	2193	1396	1731	1695	host	tusD
gene-AUO97_RS07405	42	45	56	30	44	25	25	21	host	gene-AUO97_RS07405
gene-AUO97_RS06700	2141	2070	1698	1586	1726	1181	1984	2096	host	gene-AUO97_RS06700
gene-AUO97_RS02730	60	43	33	57	65	54	44	37	host	gene-AUO97_RS02730
gene-AUO97_RS11480	759	734	363	1445	1400	964	897	1345	host	cntB
gene-AUO97_RS03645	1075	890	1038	1159	1305	1237	1345	1946	host	gene-AUO97_RS03645
gene-AUO97_RS13040	0	0	0	0	0	0	0	0	host	gene-AUO97_RS13040
gene-AUO97_RS19010	712	462	388	717	653	398	579	622	host	gene-AUO97_RS19010
gene-AUO97_RS06825	2307	1757	1578	3075	2577	2422	3213	3844	host	acnD
gene-AUO97_RS15035	61	77	41	50	62	35	42	24	host	gene-AUO97_RS15035
gene-AUO97_RS00515	62	68	63	102	95	114	77	99	host	gene-AUO97_RS00515
gene-AUO97_RS15295	2426	1982	1944	3042	3154	2897	2500	2818	host	gene-AUO97_RS15295
gene-M172_gp50	0	0	0	0	1	2	0	0	phage	gene-M172_gp50
gene-AUO97_RS05645	1746	1451	1369	2152	2170	1999	1671	1792	host	pdxH
gene-AUO97_RS04960	79	55	79	52	60	84	43	43	host	gene-AUO97_RS04960
gene-AUO97_RS00540	10185	10118	11420	13784	15057	15794	11609	15292	host	tsf
gene-AUO97_RS02930	24	29	22	37	41	46	26	32	host	sbmA
gene-AUO97_RS08575	145	101	87	95	113	113	93	80	host	gene-AUO97_RS08575
gene-AUO97_RS14450	23419	11746	9369	26586	22167	11961	22414	18165	host	katE
gene-AUO97_RS07335	1176	1060	1099	1177	1252	1191	775	854	host	recF
gene-AUO97_RS01100	422	317	293	612	528	503	541	382	host	blp2
gene-AUO97_RS12230	174	157	181	154	166	204	101	104	host	gene-AUO97_RS12230
gene-AUO97_RS15630	20	26	19	16	14	19	14	20	host	gene-AUO97_RS15630
gene-AUO97_RS17345	111	111	90	125	115	111	109	147	host	gene-AUO97_RS17345
gene-AUO97_RS02635	203	174	211	217	255	240	171	183	host	gene-AUO97_RS02635
gene-AUO97_RS01880	3614	2459	2358	3973	4015	3304	3309	3687	host	tolB
gene-AUO97_RS13205	0	0	0	0	0	0	0	0	host	gene-AUO97_RS13205
gene-AUO97_RS18800	140	129	139	186	172	165	110	143	host	gene-AUO97_RS18800
gene-AUO97_RS00330	1673	1404	1455	1742	1751	1468	1265	1506	host	gene-AUO97_RS00330
gene-AUO97_RS14260	14	8	9	7	8	9	6	6	host	gene-AUO97_RS14260
gene-AUO97_RS17270	176	134	123	222	225	154	98	118	host	gene-AUO97_RS17270
gene-AUO97_RS02435	123	66	86	102	112	104	139	108	host	gene-AUO97_RS02435
gene-AUO97_RS13235	5	4	2	5	4	0	8	5	host	gene-AUO97_RS13235
gene-AUO97_RS15170	213	167	171	208	208	166	195	203	host	gene-AUO97_RS15170
gene-AUO97_RS04980	316	304	317	335	369	382	243	343	host	gene-AUO97_RS04980
gene-AUO97_RS06470	546	458	464	559	584	597	387	466	host	gene-AUO97_RS06470
gene-AUO97_RS03655	0	0	0	0	0	0	0	1	host	gene-AUO97_RS03655
gene-AUO97_RS18655	3695	2868	2924	3956	3973	3592	2830	2933	host	gene-AUO97_RS18655
gene-AUO97_RS01385	199	154	141	270	284	259	187	178	host	gene-AUO97_RS01385
gene-AUO97_RS10120	1891	1555	1492	2039	2084	2005	1433	1714	host	lptE
gene-AUO97_RS04695	518	369	369	569	529	474	434	457	host	gene-AUO97_RS04695
gene-AUO97_RS00085	486	568	712	710	716	674	522	491	host	gene-AUO97_RS00085
gene-AUO97_RS04460	3683	3033	2932	4113	4290	3857	2966	3470	host	plsB
