Geneid	5_R1	5_R2	10_R1	10_R2	20_R1	20_R2	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-AUO97_RS18755	4.967018448789104	4.04143274915364	1.4282953225716526	1.1704547564502796	1.0216155085392336	0.5805822512763664	host	gene-AUO97_RS18755	None	None	1.2652995240498837
gene-AUO97_RS18665	15.931627201388181	11.45072612260198	4.19473115657391	5.125317868891463	2.32701310278381	2.168797254212382	host	gene-AUO97_RS18665	None	None	3.7874719875147753
gene-AUO97_RS04105	259.55477750589864	195.2007923177835	78.80222026481982	74.27657529935131	48.73417438137345	51.05170910797803	host	gene-AUO97_RS04105	None	None	54.726706098710615
gene-AUO97_RS03120	29.54088914116689	23.082704380620548	9.532724774183444	8.290728429956681	3.507828016097247	3.647041768502596	host	gene-AUO97_RS03120	None	None	7.5644255802332925
gene-AUO97_RS08230	0.05130958841026789	0.049894231471032585	0.046146657388051814	0.0362725963828129	0.04701036571280423	0.05877499333908894	host	gene-AUO97_RS08230	None	None	0.000940738332689856
gene-AUO97_RS11150	4.562724294751883	4.195583583698472	1.4505203053617481	1.8028021784293575	0.8714458838104905	1.057949880103601	host	gene-AUO97_RS11150	None	None	0.9513015969833521
gene-AUO97_RS10890	0.11425640305791614	0.1111046803891035	0.10275956696720816	0.0807719672029648	0.10468287622645067	0.13088039753858982	host	gene-AUO97_RS10890	None	None	0.0020948399985671034
gene-AUO97_RS11410	11.488341990396567	8.980961664785866	3.2820403156965634	3.1530617928864677	1.3621540113856447	1.599826647961543	host	pgeF	None	None	2.983331473242491
gene-AUO97_RS16315	1.9195822487606107	1.2326810128137462	0.29316699987703504	0.28164604250184133	0.1659189378098973	0.12446469177689425	host	gene-AUO97_RS16315	None	None	0.6776901535741485
gene-AUO97_RS07810	91.9284575781964	80.34753203674498	37.289795359359296	41.34298717718181	19.673838050808573	16.436007065895232	host	aciT	None	None	17.18910482612927
