Geneid	5_R1	5_R2	30_R1	30_R2	60_R1	60_R2	120_R1	120_R2	Entity	Symbol
gene-TX72_RS05735	14	13	1	5	2	2	0	2	host	gene-TX72_RS05735
gene-TX72_RS12995	266	240	91	146	75	42	13	20	host	gene-TX72_RS12995
gene-TX72_RS14535	1915	1934	183	269	99	57	28	26	host	gene-TX72_RS14535
gene-TX72_RS10945	458	454	45	75	30	11	15	12	host	gene-TX72_RS10945
gene-BSV9_gp10	0	0	198	532	4017	2207	6695	11556	phage	4
gene-TX72_RS03670	718	674	114	158	60	46	20	29	host	gene-TX72_RS03670
gene-TX72_RS02885	275	243	28	61	21	6	5	7	host	gene-TX72_RS02885
gene-TX72_RS00250	655	713	73	107	60	33	7	17	host	gene-TX72_RS00250
gene-TX72_RS01825	22	15	2	9	3	3	2	1	host	gene-TX72_RS01825
gene-TX72_RS01535	1867	2104	360	641	277	132	52	83	host	ftsH3
gene-TX72_RS14675	80	75	14	15	4	2	1	5	host	gene-TX72_RS14675
gene-TX72_RS03085	33	32	4	7	3	4	0	2	host	gene-TX72_RS03085
gene-TX72_RS08900	574	596	81	159	76	56	13	22	host	gene-TX72_RS08900
gene-TX72_RS07250	445	481	84	100	43	29	17	22	host	gene-TX72_RS07250
gene-TX72_RS03370	93	86	9	21	15	12	5	0	host	gene-TX72_RS03370
gene-BSV9_gp70	60	110	31825	76234	59035	28867	6748	8482	phage	gene-BSV9_gp70
gene-TX72_RS05925	9	7	2	1	3	1	0	1	host	gene-TX72_RS05925
gene-TX72_RS02020	436	460	68	95	61	18	7	20	host	gene-TX72_RS02020
gene-TX72_RS03985	184	124	21	24	15	6	5	5	host	gene-TX72_RS03985
gene-TX72_RS06420	1089	930	174	315	209	96	43	59	host	htpG
gene-TX72_RS01290	20	11	17	11	2	7	5	9	host	gene-TX72_RS01290
gene-TX72_RS09120	89	101	14	28	13	7	3	2	host	gene-TX72_RS09120
gene-TX72_RS06945	166	135	17	44	15	10	3	4	host	gene-TX72_RS06945
gene-TX72_RS04910	532	613	89	155	102	55	25	27	host	gene-TX72_RS04910
gene-TX72_RS11550	212	224	29	38	15	16	2	6	host	gene-TX72_RS11550
gene-TX72_RS00630	94	69	13	26	8	4	4	5	host	gene-TX72_RS00630
gene-TX72_RS11965	507	461	57	107	49	16	12	13	host	gene-TX72_RS11965
gene-TX72_RS01880	137	122	23	31	18	8	5	4	host	gene-TX72_RS01880
gene-TX72_RS00460	194	192	17	38	19	10	4	6	host	cysE
gene-TX72_RS06910	112	115	20	38	20	6	3	6	host	gene-TX72_RS06910
gene-TX72_RS02220	749	587	74	178	82	32	25	26	host	gene-TX72_RS02220
gene-TX72_RS05680	166	127	22	43	14	10	2	2	host	gene-TX72_RS05680
gene-TX72_RS03635	39	46	6	11	5	1	2	2	host	gene-TX72_RS03635
gene-TX72_RS01115	76	85	17	11	11	7	4	5	host	gene-TX72_RS01115
gene-TX72_RS12215	3	3	0	2	0	0	0	0	host	gene-TX72_RS12215
gene-TX72_RS06440	151	177	20	57	24	12	7	5	host	gene-TX72_RS06440
gene-TX72_RS05795	375	396	45	74	33	11	8	11	host	gene-TX72_RS05795
gene-TX72_RS06640	361	349	46	93	40	22	4	14	host	gene-TX72_RS06640
gene-TX72_RS02845	202	152	90	104	31	58	40	27	host	gene-TX72_RS02845
gene-TX72_RS00730	457	531	81	90	56	14	16	16	host	glmS
gene-TX72_RS11245	359	345	59	78	43	12	8	8	host	gene-TX72_RS11245
gene-TX72_RS01895	667	634	81	109	44	43	18	16	host	gene-TX72_RS01895
gene-TX72_RS14455	120	138	27	25	7	4	3	4	host	gene-TX72_RS14455
gene-BSV9_gp216	3	6	52049	111586	263672	128690	84110	110049	phage	gene-BSV9_gp216
gene-TX72_RS10760	498	635	70	137	68	26	11	18	host	gene-TX72_RS10760
gene-TX72_RS02905	105	91	11	43	12	6	1	5	host	gene-TX72_RS02905
gene-TX72_RS01275	137	116	11	33	14	7	2	6	host	gene-TX72_RS01275
gene-BSV9_gp228	0	1	17562	41236	116871	58108	24954	34623	phage	gene-BSV9_gp228
gene-BSV9_gp145	0	0	2721	6911	29416	12484	8597	13071	phage	gene-BSV9_gp145
gene-TX72_RS06705	172	158	21	44	26	7	4	4	host	gene-TX72_RS06705
gene-TX72_RS05070	78	84	16	19	12	10	4	4	host	gene-TX72_RS05070
gene-TX72_RS08640	616	756	81	136	69	16	15	22	host	gene-TX72_RS08640
gene-TX72_RS11270	340	362	50	71	47	19	17	31	host	gene-TX72_RS11270
gene-TX72_RS11995	572	575	49	135	46	23	13	16	host	gene-TX72_RS11995
gene-BSV9_gp126	0	0	354	920	6032	2946	12633	18939	phage	17
gene-TX72_RS00230	939	1012	107	202	91	29	11	20	host	guaA
gene-TX72_RS14695	12	24	5	8	1	1	0	1	host	gene-TX72_RS14695
gene-TX72_RS03840	361	427	54	73	43	18	3	16	host	lpxD
gene-TX72_RS03410	1051	954	87	159	67	40	18	22	host	gene-TX72_RS03410
gene-TX72_RS12920	291	264	53	70	42	9	7	12	host	gene-TX72_RS12920
gene-TX72_RS04110	1600	1395	313	383	141	140	93	109	host	gene-TX72_RS04110
gene-TX72_RS01145	591	678	74	174	61	22	13	17	host	gene-TX72_RS01145
gene-TX72_RS14045	8	7	5	10	11	4	2	4	host	gene-TX72_RS14045
gene-TX72_RS12375	105	89	13	24	14	4	1	2	host	ureG
gene-TX72_RS02415	31	38	2	20	7	3	2	0	host	gene-TX72_RS02415
gene-TX72_RS13050	181	167	62	70	38	14	13	9	host	gene-TX72_RS13050
gene-TX72_RS13760	447	456	122	191	93	38	23	29	host	gene-TX72_RS13760
gene-TX72_RS14360	39	40	9	7	3	3	2	2	host	gene-TX72_RS14360
gene-TX72_RS03445	344	381	56	86	36	20	4	8	host	gene-TX72_RS03445
gene-TX72_RS01800	31	30	12	18	6	3	1	1	host	gene-TX72_RS01800
gene-TX72_RS11060	778	696	93	169	73	24	17	25	host	gene-TX72_RS11060
gene-TX72_RS02705	315	311	52	89	54	29	10	13	host	lpxA
gene-TX72_RS10120	803	793	234	321	142	101	48	41	host	gene-TX72_RS10120
gene-TX72_RS09355	167	156	24	40	12	12	5	2	host	gene-TX72_RS09355
gene-TX72_RS04720	55	55	19	14	9	2	3	2	host	gene-TX72_RS04720
gene-BSV9_gp61	164	262	41956	90979	63119	34857	10109	12849	phage	gene-BSV9_gp61
gene-TX72_RS01410	605	628	74	126	65	29	15	23	host	glmM
gene-TX72_RS09935	161	146	17	38	19	12	3	2	host	minE
gene-TX72_RS14945	6045	8182	591	724	348	187	103	100	host	gene-TX72_RS14945
gene-TX72_RS06900	101	117	15	33	8	7	5	3	host	gene-TX72_RS06900
gene-TX72_RS00205	477	478	61	107	38	19	8	7	host	gene-TX72_RS00205
gene-TX72_RS12445	100	122	16	24	20	7	3	3	host	gene-TX72_RS12445
gene-TX72_RS13315	70	56	12	73	15	7	3	2	host	gene-TX72_RS13315
gene-BSV9_gp170	0	0	2345	5673	13912	6256	7788	11010	phage	gene-BSV9_gp170
gene-TX72_RS03805	371	398	53	63	34	8	7	10	host	gene-TX72_RS03805
gene-TX72_RS07615	250	249	23	52	19	10	7	3	host	gene-TX72_RS07615
gene-TX72_RS10755	1982	2256	224	294	172	86	36	45	host	rpsJ
gene-TX72_RS12665	1536	2857	133	206	79	33	21	19	host	rpsF
gene-TX72_RS09535	367	365	77	96	52	22	16	17	host	rseP
gene-TX72_RS04365	104	107	18	48	15	8	1	6	host	gene-TX72_RS04365
gene-TX72_RS04635	363	362	32	65	27	16	4	8	host	bioB
gene-TX72_RS07895	8	12	2	8	0	1	1	1	host	gene-TX72_RS07895
gene-TX72_RS13280	13	27	5	16	6	3	1	0	host	gene-TX72_RS13280
gene-TX72_RS10180	153	116	22	46	30	16	11	11	host	gene-TX72_RS10180
gene-TX72_RS14645	385	283	60	113	60	20	11	15	host	gene-TX72_RS14645
gene-TX72_RS05405	137	140	20	40	18	5	6	4	host	gene-TX72_RS05405
gene-TX72_RS06065	631	680	117	170	86	43	22	29	host	gene-TX72_RS06065
gene-TX72_RS04455	511	571	45	55	35	8	5	4	host	gene-TX72_RS04455
gene-TX72_RS04600	454	459	53	88	24	16	8	9	host	psbP
gene-TX72_RS05885	40	35	6	15	5	3	1	0	host	gene-TX72_RS05885
gene-TX72_RS10790	523	548	66	121	51	20	18	17	host	gene-TX72_RS10790
gene-TX72_RS10095	39608	53791	6035	7540	4082	2307	1654	1479	host	gene-TX72_RS10095
gene-TX72_RS00575	28	31	6	16	6	6	0	0	host	gene-TX72_RS00575
gene-TX72_RS06920	68	61	13	13	6	1	2	4	host	gene-TX72_RS06920
gene-BSV9_gp200	0	0	322	860	1670	776	1847	3191	phage	gene-BSV9_gp200
gene-TX72_RS09460	794	799	93	151	63	33	17	24	host	gene-TX72_RS09460
gene-TX72_RS04125	3060	2872	315	535	193	94	47	48	host	gene-TX72_RS04125
gene-TX72_RS13745	455	465	111	188	74	56	30	25	host	gene-TX72_RS13745
gene-TX72_RS00675	325	335	34	76	18	12	5	7	host	smpB
gene-TX72_RS10535	95	99	18	45	19	6	4	4	host	gene-TX72_RS10535
gene-TX72_RS08795	83	93	11	24	4	0	1	1	host	gene-TX72_RS08795
gene-TX72_RS06885	40	52	9	15	9	6	2	3	host	gene-TX72_RS06885
gene-BSV9_gp163	0	0	3022	7725	16374	8783	10885	16221	phage	gene-BSV9_gp163
gene-TX72_RS03325	71	66	20	36	15	6	3	4	host	gene-TX72_RS03325
gene-TX72_RS07420	121	140	19	45	20	7	2	10	host	gene-TX72_RS07420
gene-TX72_RS12100	74	70	8	19	10	5	3	3	host	gene-TX72_RS12100
gene-TX72_RS04185	1064	991	176	283	102	88	59	53	host	gene-TX72_RS04185
gene-TX72_RS10860	56	48	7	11	3	1	0	1	host	gene-TX72_RS10860
gene-TX72_RS11025	230	258	34	61	33	18	8	19	host	gene-TX72_RS11025
gene-TX72_RS02245	101	73	13	19	5	4	4	1	host	gene-TX72_RS02245
gene-TX72_RS10985	244	223	37	56	25	17	4	8	host	gene-TX72_RS10985
gene-TX72_RS03165	95	80	13	17	6	4	0	3	host	gene-TX72_RS03165
gene-BSV9_gp194	0	0	25312	62237	143233	76237	36717	48856	phage	gene-BSV9_gp194
gene-TX72_RS11845	620	577	125	152	79	33	13	26	host	gene-TX72_RS11845
gene-TX72_RS09630	92	62	15	20	19	4	1	1	host	gene-TX72_RS09630
gene-TX72_RS04480	227	201	23	61	24	16	8	10	host	gene-TX72_RS04480
gene-TX72_RS03755	664	625	85	152	57	21	14	20	host	gene-TX72_RS03755
gene-BSV9_gp58	0	0	20556	50021	49110	24258	9356	13395	phage	gene-BSV9_gp58
gene-TX72_RS12345	73	79	12	24	29	3	5	9	host	gene-TX72_RS12345
gene-TX72_RS03065	103	120	5	22	11	2	1	1	host	gene-TX72_RS03065
gene-TX72_RS00755	235	241	31	44	26	7	5	3	host	gene-TX72_RS00755
gene-TX72_RS12385	24	22	6	28	12	1	0	5	host	ureE
gene-TX72_RS12640	275	285	39	77	36	14	14	14	host	gene-TX72_RS12640
gene-TX72_RS00025	1747	1699	239	431	165	95	50	39	host	gene-TX72_RS00025
gene-TX72_RS12485	539	517	37	50	19	12	5	6	host	gene-TX72_RS12485
gene-TX72_RS03290	166	197	26	38	8	11	2	4	host	gene-TX72_RS03290
gene-TX72_RS08060	243	218	23	59	24	11	6	9	host	gene-TX72_RS08060
gene-TX72_RS03070	252	216	26	55	27	7	1	7	host	bioA
gene-TX72_RS04620	154	196	26	48	14	5	7	4	host	gene-TX72_RS04620
gene-TX72_RS05700	1436	1279	254	381	181	96	81	69	host	gene-TX72_RS05700
gene-TX72_RS14585	359	317	121	217	105	52	24	34	host	gene-TX72_RS14585
gene-TX72_RS00125	409	421	53	99	28	20	11	11	host	gene-TX72_RS00125
gene-TX72_RS13265	329	331	46	76	29	9	6	5	host	trmD
gene-TX72_RS00380	436	452	57	110	44	30	7	11	host	uvrB
gene-TX72_RS11335	1520	1450	215	300	163	74	35	46	host	plsX
gene-TX72_RS14315	422	330	42	99	29	17	4	16	host	gene-TX72_RS14315
gene-BSV9_gp124	0	0	61	167	1358	569	2143	3485	phage	gene-BSV9_gp124
gene-TX72_RS02345	10670	12216	1187	1751	935	370	233	340	host	gene-TX72_RS02345
gene-TX72_RS05005	97	100	13	30	13	6	3	0	host	gene-TX72_RS05005
gene-TX72_RS09555	115	84	11	32	12	2	7	4	host	rsmI
gene-BSV9_gp175	0	0	18379	44580	129538	64258	28744	36129	phage	gene-BSV9_gp175
gene-BSV9_gp222	0	0	28903	59932	203995	82521	45802	64199	phage	gene-BSV9_gp222
gene-TX72_RS00680	119	110	17	34	11	1	0	2	host	ruvB
gene-TX72_RS06520	1673	1865	181	320	140	74	29	21	host	pyk
gene-TX72_RS09060	56	42	8	15	13	6	3	1	host	gene-TX72_RS09060
gene-TX72_RS06415	282	278	42	57	26	11	6	6	host	gene-TX72_RS06415
gene-TX72_RS06580	151	155	13	34	10	8	8	5	host	gene-TX72_RS06580
gene-TX72_RS01890	23	17	31	92	42	8	5	16	host	gene-TX72_RS01890
gene-TX72_RS12145	117	106	20	32	11	5	4	6	host	gene-TX72_RS12145
gene-TX72_RS10460	967	1237	141	179	167	46	27	29	host	rplR
gene-TX72_RS08200	1581	1709	232	396	164	79	29	49	host	gene-TX72_RS08200
gene-TX72_RS01480	263	212	40	52	23	14	7	7	host	gene-TX72_RS01480
gene-TX72_RS10045	355	333	54	100	36	32	6	14	host	gene-TX72_RS10045
gene-TX72_RS05915	4	7	4	7	4	0	1	0	host	gene-TX72_RS05915
gene-TX72_RS02085	122	85	8	17	9	6	3	2	host	gene-TX72_RS02085
gene-TX72_RS04310	332	330	38	78	37	19	5	13	host	gene-TX72_RS04310
gene-TX72_RS04790	504	487	64	135	36	25	20	14	host	malQ
gene-TX72_RS06160	133	149	16	23	17	8	3	1	host	gene-TX72_RS06160
gene-TX72_RS08150	654	623	72	116	53	34	12	8	host	ffh
gene-TX72_RS14000	506	393	93	166	71	36	40	31	host	gene-TX72_RS14000
gene-TX72_RS02365	3329	4292	530	858	474	185	82	133	host	atpB
gene-TX72_RS09415	108	106	17	29	9	8	6	1	host	gene-TX72_RS09415
gene-TX72_RS01135	929	490	113	111	62	36	14	26	host	gene-TX72_RS01135
gene-TX72_RS01625	189	187	33	47	26	11	1	3	host	gene-TX72_RS01625
gene-TX72_RS01170	241	246	38	54	29	10	6	4	host	gene-TX72_RS01170
gene-TX72_RS05000	326	297	52	105	37	11	9	11	host	glmU
gene-TX72_RS14510	274	264	17	45	29	9	4	7	host	gene-TX72_RS14510
gene-TX72_RS12790	46	60	7	16	5	1	0	3	host	gene-TX72_RS12790
gene-TX72_RS03030	550	498	72	109	53	30	16	9	host	gene-TX72_RS03030
gene-TX72_RS04810	560	513	72	109	35	14	5	11	host	gene-TX72_RS04810
gene-TX72_RS08925	976	1091	123	213	88	40	20	21	host	gene-TX72_RS08925
gene-TX72_RS10360	225	171	32	45	16	9	3	6	host	gene-TX72_RS10360
gene-TX72_RS02180	454	429	101	144	72	46	14	15	host	gene-TX72_RS02180
gene-TX72_RS01065	29	37	2	4	1	2	1	0	host	gene-TX72_RS01065
gene-BSV9_gp151	0	0	42611	102100	189667	99720	34245	41397	phage	gene-BSV9_gp151
gene-TX72_RS08865	375	345	61	112	41	28	15	22	host	gene-TX72_RS08865
gene-TX72_RS12455	114	88	21	30	22	5	1	5	host	gene-TX72_RS12455
gene-TX72_RS12055	62	59	9	12	7	3	0	3	host	gene-TX72_RS12055
gene-TX72_RS07590	104	117	22	36	19	4	5	5	host	gene-TX72_RS07590
gene-TX72_RS12615	320	366	52	74	42	14	10	9	host	gene-TX72_RS12615
gene-TX72_RS10770	279	262	21	66	24	13	3	5	host	pheA
gene-TX72_RS07800	150	141	18	30	10	11	4	2	host	gene-TX72_RS07800
gene-TX72_RS03335	1500	1637	177	323	133	59	27	34	host	gene-TX72_RS03335
gene-TX72_RS07990	1689	1594	267	363	226	73	45	88	host	gene-TX72_RS07990_gene_ftsH
gene-TX72_RS10475	889	1158	127	202	133	37	19	38	host	secY
gene-TX72_RS06475	417	393	41	70	33	20	9	6	host	gene-TX72_RS06475
gene-TX72_RS01415	92	93	9	15	12	6	4	4	host	gene-TX72_RS01415
gene-TX72_RS14980	21	16	7	16	6	4	2	2	host	gene-TX72_RS14980
gene-TX72_RS00115	100	79	12	31	27	3	1	5	host	gene-TX72_RS00115
gene-TX72_RS04450	72	74	15	23	11	3	5	2	host	gene-TX72_RS04450
gene-TX72_RS10020	1140	1123	180	248	118	52	52	50	host	gene-TX72_RS10020
gene-TX72_RS02975	535	558	76	112	54	18	6	12	host	hisD
gene-TX72_RS14245	76	76	10	29	9	5	3	6	host	gene-TX72_RS14245
gene-TX72_RS08985	3071	3017	301	490	233	120	51	61	host	rpoD
gene-BSV9_gp137	0	0	52	134	2469	1030	2945	5425	phage	gene-BSV9_gp137
gene-TX72_RS08320	586	718	78	91	43	19	9	15	host	gene-TX72_RS08320
gene-TX72_RS13410	2918	2550	460	663	248	199	102	105	host	gene-TX72_RS13410
gene-TX72_RS00275	844	815	119	237	106	56	24	26	host	gene-TX72_RS00275
gene-TX72_RS05495	11	6	0	1	1	0	0	0	host	gene-TX72_RS05495
gene-TX72_RS02275	164	151	27	46	26	3	2	3	host	gene-TX72_RS02275
gene-TX72_RS14415	41	39	9	9	5	3	3	2	host	gene-TX72_RS14415
gene-TX72_RS04135	1047	1332	168	277	130	59	27	34	host	gene-TX72_RS04135
gene-TX72_RS05605	434	421	84	135	74	41	29	29	host	gndA
gene-BSV9_gp155	0	0	57734	129030	142901	74097	23471	26383	phage	45
gene-BSV9_gp224	0	0	6392	17935	67434	35074	33639	48255	phage	gene-BSV9_gp224
gene-TX72_RS04980	80	95	10	20	6	3	1	2	host	gene-TX72_RS04980
gene-TX72_RS03930	46	55	5	10	4	4	1	1	host	gene-TX72_RS03930
gene-TX72_RS09645	9401	10913	1502	2203	1233	578	280	318	host	gene-TX72_RS09645_gene_psbA
gene-TX72_RS07230	67	58	13	22	11	6	1	2	host	gene-TX72_RS07230
gene-TX72_RS07740	46	34	6	14	6	2	0	2	host	gene-TX72_RS07740
gene-TX72_RS08445	1334	1319	196	326	125	79	36	50	host	gene-TX72_RS08445
gene-TX72_RS06805	53	33	15	51	19	8	3	4	host	gene-TX72_RS06805
gene-TX72_RS08220	500	466	110	147	62	52	12	20	host	gene-TX72_RS08220
gene-TX72_RS08905	966	967	111	226	102	72	22	35	host	gene-TX72_RS08905
gene-TX72_RS11665	266	254	16	55	17	5	7	4	host	grxC
gene-TX72_RS03975	180	133	22	30	14	6	3	5	host	gene-TX72_RS03975
gene-BSV9_gp86	54	125	21402	62768	26419	12394	2214	2903	phage	gene-BSV9_gp86
gene-TX72_RS02140	345	303	90	172	76	41	15	18	host	gene-TX72_RS02140
gene-TX72_RS00360	14	11	3	8	2	0	1	2	host	holA
gene-TX72_RS11190	268	270	37	46	27	7	7	6	host	gene-TX72_RS11190
gene-TX72_RS01445	892	1088	104	199	100	46	25	19	host	ileS
gene-TX72_RS06540	1563	1503	182	308	95	100	44	37	host	clpP
gene-TX72_RS11375	3925	4041	545	868	339	159	91	92	host	gene-TX72_RS11375
gene-TX72_RS00490	53	57	7	14	12	8	0	1	host	gene-TX72_RS00490
gene-TX72_RS11675	192	239	29	43	16	7	6	2	host	ybeY
gene-TX72_RS05175	78	64	11	24	15	4	1	5	host	gene-TX72_RS05175
gene-TX72_RS07090	254	242	32	44	13	10	5	4	host	gene-TX72_RS07090
gene-TX72_RS02715	302	294	42	63	32	15	6	10	host	msrA
gene-TX72_RS02520	442	343	65	89	34	26	10	11	host	gene-TX72_RS02520
gene-TX72_RS00965	662	672	130	229	82	62	36	28	host	gene-TX72_RS00965
gene-TX72_RS12250	53	54	4	13	4	3	0	2	host	arfB
gene-TX72_RS11465	931	1040	121	210	93	45	37	20	host	ndhI
gene-BSV9_gp139	0	0	560	1558	5506	2725	3861	6168	phage	gene-BSV9_gp139
gene-TX72_RS05365	2019	1734	255	375	191	103	48	55	host	gene-TX72_RS05365
gene-TX72_RS00315	724	675	99	141	64	29	21	21	host	gene-TX72_RS00315_gene_clpP
gene-TX72_RS10765	154	153	24	48	15	4	3	3	host	gene-TX72_RS10765
gene-TX72_RS07475	228	211	34	63	36	15	7	14	host	gene-TX72_RS07475
gene-TX72_RS12265	102	113	24	68	22	10	12	7	host	gene-TX72_RS12265
gene-TX72_RS02295	27	35	4	7	2	5	1	0	host	gene-TX72_RS02295
gene-TX72_RS03045	208	217	34	65	35	17	12	14	host	gene-TX72_RS03045
gene-TX72_RS05050	890	808	103	168	83	33	30	25	host	acs
gene-TX72_RS11390	481	504	63	66	37	21	13	12	host	gene-TX72_RS11390
gene-TX72_RS07405	451	523	92	144	93	39	13	19	host	gene-TX72_RS07405
gene-TX72_RS12970	21	16	8	14	3	3	3	3	host	gene-TX72_RS12970
gene-TX72_RS06120	649	801	85	164	57	29	11	18	host	gene-TX72_RS06120
gene-TX72_RS08265	92	97	2	13	4	7	4	1	host	gene-TX72_RS08265
gene-TX72_RS05460	96	101	13	27	9	7	3	2	host	gene-TX72_RS05460
gene-TX72_RS03935	91	112	47	100	47	14	17	16	host	gene-TX72_RS03935
gene-TX72_RS14875	230	210	40	63	29	21	2	13	host	gene-TX72_RS14875
gene-TX72_RS12060	191	174	33	39	24	11	8	3	host	gene-TX72_RS12060
gene-TX72_RS07165	129	96	22	59	30	13	12	13	host	gene-TX72_RS07165
gene-TX72_RS00935	106	80	12	17	8	1	3	3	host	gene-TX72_RS00935
gene-TX72_RS05100	689	600	91	148	63	22	26	24	host	gene-TX72_RS05100
gene-TX72_RS05620	82	90	11	23	8	4	3	1	host	gene-TX72_RS05620
gene-TX72_RS04155	169	151	35	51	24	3	3	6	host	gene-TX72_RS04155
gene-TX72_RS05880	910	919	104	149	97	36	13	18	host	gene-TX72_RS05880
gene-TX72_RS10215	143	156	13	19	6	3	1	2	host	gene-TX72_RS10215
gene-TX72_RS10635	245	234	41	58	34	5	7	8	host	gene-TX72_RS10635
gene-TX72_RS12475	76	87	13	24	10	2	0	5	host	gene-TX72_RS12475
gene-TX72_RS01000	2087	2501	229	383	145	90	46	44	host	gene-TX72_RS01000
gene-TX72_RS13000	353	321	200	387	194	114	30	48	host	gene-TX72_RS13000
gene-TX72_RS05235	454	480	38	75	44	13	8	7	host	gene-TX72_RS05235
gene-TX72_RS12310	129	139	18	32	8	4	3	3	host	queC
gene-BSV9_gp52	0	0	4387	10684	59038	31878	14353	19115	phage	gene-BSV9_gp52
gene-TX72_RS00040	132	149	21	38	22	7	1	4	host	gene-TX72_RS00040
gene-TX72_RS00485	1257	1182	199	346	169	108	41	44	host	gyrB
gene-TX72_RS10840	299	307	59	119	53	34	11	21	host	gene-TX72_RS10840
gene-TX72_RS00710	3841	4450	492	738	371	142	63	91	host	tkt
gene-TX72_RS02795	18	17	4	13	2	0	1	2	host	gene-TX72_RS02795
gene-TX72_RS06960	148	136	24	48	18	14	2	3	host	gene-TX72_RS06960
gene-TX72_RS00440	2263	2227	358	551	240	128	58	73	host	secA
gene-TX72_RS08960	150	142	22	29	13	1	1	2	host	gene-TX72_RS08960
gene-TX72_RS06235	324	354	44	82	36	17	8	8	host	gene-TX72_RS06235
gene-TX72_RS06695	169	180	36	44	19	9	5	9	host	gene-TX72_RS06695
gene-TX72_RS11590	992	1087	73	172	54	37	17	20	host	gene-TX72_RS11590
gene-TX72_RS07235	221	289	23	36	13	9	2	3	host	gene-TX72_RS07235
gene-TX72_RS01125	543	652	56	105	50	11	9	12	host	hisB
gene-TX72_RS07720	201	166	24	50	14	9	4	4	host	gene-TX72_RS07720
gene-TX72_RS08285	396	359	43	63	40	10	6	11	host	gene-TX72_RS08285
gene-TX72_RS09390	144	135	11	24	10	6	3	5	host	gene-TX72_RS09390
gene-TX72_RS12440	76	68	24	35	15	3	6	4	host	gene-TX72_RS12440
gene-TX72_RS08595	73	52	4	10	8	2	2	2	host	gene-TX72_RS08595
gene-TX72_RS04060	1271	1312	220	387	171	107	58	36	host	gene-TX72_RS04060
gene-TX72_RS14965	17	18	6	3	4	2	3	0	host	gene-TX72_RS14965
gene-TX72_RS14950	7	9	1	1	2	0	0	0	host	gene-TX72_RS14950
gene-TX72_RS12600	351	330	83	120	51	26	8	18	host	gene-TX72_RS12600
gene-TX72_RS12365	1038	1050	228	293	171	38	56	42	host	urtB
gene-TX72_RS06360	134	127	24	39	25	9	4	8	host	gene-TX72_RS06360
gene-TX72_RS13220	1728	1197	106	178	96	36	19	22	host	gene-TX72_RS13220
gene-TX72_RS14865	114	139	13	41	17	10	2	7	host	gene-TX72_RS14865
gene-TX72_RS04230	128	123	19	33	8	8	4	0	host	gene-TX72_RS04230
gene-TX72_RS00560	89	71	11	16	7	6	4	3	host	gene-TX72_RS00560
gene-TX72_RS10210	135	124	25	20	22	4	2	3	host	gene-TX72_RS10210
gene-TX72_RS05635	309	317	30	66	27	18	9	8	host	gene-TX72_RS05635
gene-TX72_RS10135	30572	32873	3681	4984	2186	1337	764	721	host	cpeB
gene-TX72_RS00190	101	125	10	17	6	2	4	2	host	gene-TX72_RS00190
gene-TX72_RS07400	78	90	12	22	6	3	1	2	host	gene-TX72_RS07400
gene-TX72_RS09790	260	239	54	51	23	15	9	5	host	gene-TX72_RS09790
gene-TX72_RS03745	310	356	29	62	32	11	9	6	host	gene-TX72_RS03745
gene-TX72_RS13270	437	570	65	106	41	22	10	15	host	sodX
gene-TX72_RS02925	411	367	41	94	41	23	4	16	host	gene-TX72_RS02925
gene-BSV9_gp152	0	0	10588	24225	52687	22625	7401	9356	phage	gene-BSV9_gp152
gene-TX72_RS02320	54	61	8	10	4	3	1	1	host	gene-TX72_RS02320
gene-TX72_RS03285	1363	1330	181	282	107	66	31	42	host	gene-TX72_RS03285
gene-TX72_RS05600	2838	3105	465	790	343	236	131	164	host	gene-TX72_RS05600
gene-TX72_RS03885	76	90	15	27	14	2	5	3	host	gene-TX72_RS03885
gene-TX72_RS11370	221	214	29	48	20	6	1	2	host	gene-TX72_RS11370
gene-TX72_RS03900	42	34	8	11	8	9	5	4	host	gene-TX72_RS03900
gene-TX72_RS07745	138	115	23	41	15	6	1	2	host	gene-TX72_RS07745
gene-BSV9_gp166	0	0	143	376	2541	1283	11080	16976	phage	gene-BSV9_gp166
gene-TX72_RS03405	168	190	20	37	15	11	1	5	host	gene-TX72_RS03405
gene-TX72_RS07545	21	20	5	8	5	2	1	1	host	gene-TX72_RS07545
gene-TX72_RS04775	693	581	155	246	85	74	44	37	host	gene-TX72_RS04775
gene-TX72_RS06625	103	100	6	14	4	2	1	1	host	gene-TX72_RS06625
gene-TX72_RS02000	244	297	43	81	32	21	3	8	host	gene-TX72_RS02000
gene-BSV9_gp91	0	0	12172	26423	15132	8240	5139	7060	phage	gene-BSV9_gp91
gene-TX72_RS01420	107	105	16	30	16	5	1	5	host	gene-TX72_RS01420
gene-TX72_RS02265	31	24	6	7	2	2	0	0	host	gene-TX72_RS02265
gene-TX72_RS12020	8520	2733	232	326	132	81	40	53	host	rplI
gene-BSV9_gp231	0	0	18097	44287	132707	65597	37779	51439	phage	gene-BSV9_gp231
gene-TX72_RS08965	441	465	54	92	32	29	12	10	host	gene-TX72_RS08965
gene-TX72_RS08040	17	27	4	2	4	1	0	1	host	gene-TX72_RS08040
gene-BSV9_gp80	257	465	19327	45637	21071	10221	1701	2220	phage	gene-BSV9_gp80
gene-TX72_RS02930	1616	1453	256	365	191	82	36	59	host	nusA
gene-TX72_RS05875	311	339	44	85	42	17	5	9	host	gene-TX72_RS05875
