Geneid	5_R1	5_R2	30_R1	30_R2	60_R1	60_R2	120_R1	120_R2	Entity	Symbol
gene-TX72_RS10390	1776	2137	321	455	369	87	32	58	host	rplD
gene-TX72_RS11855	1181	1263	128	287	123	46	21	42	host	eno
gene-TX72_RS05585	6802	6959	758	1293	509	289	137	156	host	rpe
gene-TX72_RS07810	388	380	120	176	94	45	48	33	host	gene-TX72_RS07810
gene-TX72_RS10785	1054	959	151	216	99	46	14	17	host	gene-TX72_RS10785
gene-TX72_RS09080	281	319	40	40	26	10	4	7	host	gene-TX72_RS09080
gene-TX72_RS02895	152	165	19	40	11	7	1	5	host	gene-TX72_RS02895
gene-TX72_RS00925	82	76	8	18	7	7	1	0	host	gene-TX72_RS00925
gene-TX72_RS08655	8108	10004	1249	1844	843	407	176	193	host	gene-TX72_RS08655
gene-TX72_RS02775	67	53	76	15	16	39	46	10	host	pyrF
gene-BSV9_gp219	1	1	16942	36440	39983	21118	5980	6817	phage	gene-BSV9_gp219
gene-TX72_RS11950	262	149	56	58	27	13	13	15	host	gene-TX72_RS11950
gene-TX72_RS00330	417	389	74	101	61	16	7	17	host	dapA
gene-TX72_RS06645	171	173	29	51	21	12	1	4	host	gene-TX72_RS06645
gene-TX72_RS01875	87	70	9	16	10	3	4	2	host	gene-TX72_RS01875
gene-TX72_RS13040	245	219	72	116	35	24	7	9	host	gene-TX72_RS13040
gene-TX72_RS01020	1013	1174	188	267	131	63	37	37	host	gene-TX72_RS01020
gene-TX72_RS08940	532	706	61	114	42	19	5	11	host	gene-TX72_RS08940
gene-TX72_RS14655	140	113	19	37	16	8	2	4	host	gene-TX72_RS14655
gene-TX72_RS01550	352	359	38	64	27	6	3	6	host	aroC
gene-TX72_RS03780	93	98	13	24	10	4	1	3	host	gene-TX72_RS03780
gene-TX72_RS07350	134	145	22	40	22	12	9	11	host	gene-TX72_RS07350
gene-TX72_RS07305	41	53	9	21	5	7	0	5	host	gene-TX72_RS07305
gene-BSV9_gt24	0	1	3840	11787	19968	6974	3048	5143	phage	gene-BSV9_gt24
gene-TX72_RS06195	637	627	109	160	61	46	14	17	host	gene-TX72_RS06195
gene-TX72_RS01720	697	643	63	112	48	22	11	22	host	gene-TX72_RS01720
gene-TX72_RS12370	4082	4369	1646	2566	1503	293	285	471	host	gene-TX72_RS12370_gene_urtA
gene-TX72_RS12910	107364	86915	25347	54648	41360	19819	15575	23496	host	rnpB
gene-TX72_RS06610	130	124	14	34	12	2	1	4	host	gene-TX72_RS06610
gene-BSV9_gp18	0	0	4881	12827	25062	12502	10541	15570	phage	gene-BSV9_gp18
gene-TX72_RS10545	274	180	260	205	101	106	90	114	host	gene-TX72_RS10545
gene-TX72_RS10525	1237	1354	156	232	91	33	23	34	host	rpmE
gene-TX72_RS04445	66	51	32	38	27	18	9	13	host	gene-TX72_RS04445
gene-BSV9_gp115	0	0	3247	9299	9752	4816	4076	6677	phage	gene-BSV9_gp115
gene-TX72_RS04130	136	139	15	28	18	3	2	6	host	gene-TX72_RS04130
gene-TX72_RS09450	220	249	17	42	29	16	5	5	host	gene-TX72_RS09450
gene-TX72_RS11500	603	613	78	132	54	22	12	13	host	trpB
gene-TX72_RS10815	8296	10087	1400	2065	1131	601	258	278	host	psbA
gene-TX72_RS13325	2251	2217	496	618	267	230	105	91	host	gene-TX72_RS13325
gene-BSV9_gp168	0	0	1885	5761	16588	4461	5340	7943	phage	gene-BSV9_gp168
gene-TX72_RS04540	29	22	2	11	4	1	0	1	host	gene-TX72_RS04540
gene-TX72_RS06510	329	348	48	68	35	18	4	6	host	gene-TX72_RS06510
gene-TX72_RS13660	125	107	33	47	10	5	3	2	host	gene-TX72_RS13660
gene-BSV9_gp159	0	0	15766	42807	58158	26989	19912	32440	phage	gene-BSV9_gp159
gene-TX72_RS07935	21	13	10	6	3	0	2	1	host	gene-TX72_RS07935
gene-TX72_RS03490	109	133	19	25	14	3	6	3	host	ruvC
gene-BSV9_gp36	0	0	398	996	9596	4361	7447	12075	phage	gene-BSV9_gp36
gene-TX72_RS01240	990	1011	109	155	81	25	5	9	host	purH
gene-TX72_RS13085	49	51	27	49	34	14	5	10	host	gene-TX72_RS13085
gene-TX72_RS04345	95	92	11	23	4	3	1	2	host	gene-TX72_RS04345
gene-TX72_RS06675	283	257	62	86	37	34	21	8	host	gene-TX72_RS06675
gene-TX72_RS01740	161	181	17	24	8	3	3	3	host	gene-TX72_RS01740
gene-TX72_RS02550	21	36	3	9	2	0	1	1	host	gene-TX72_RS02550
gene-TX72_RS00585	62	82	10	25	13	2	1	4	host	gene-TX72_RS00585
gene-TX72_RS11135	241	273	30	49	21	6	7	9	host	gene-TX72_RS11135
gene-TX72_RS03360	3256	2998	354	605	280	130	50	52	host	trxB
gene-TX72_RS05275	185	190	35	46	17	9	2	4	host	gene-TX72_RS05275
gene-TX72_RS03180	223	214	30	60	21	5	2	6	host	cobI
gene-TX72_RS13885	36	29	9	23	10	3	4	1	host	gene-TX72_RS13885
gene-TX72_RS14200	71	71	18	32	13	10	1	4	host	gene-TX72_RS14200
gene-TX72_RS04430	154	119	36	29	4	6	1	4	host	gene-TX72_RS04430
gene-TX72_RS09845	167	218	28	41	23	13	8	9	host	gene-TX72_RS09845
gene-TX72_RS10100	31801	41919	5105	6249	3657	1864	1390	1265	host	mpeA
gene-TX72_RS07805	162	126	29	43	33	12	10	9	host	gene-TX72_RS07805
gene-TX72_RS01565	46	47	12	44	13	6	4	2	host	gene-TX72_RS01565
gene-TX72_RS12325	55	77	9	28	13	8	1	5	host	yedP
gene-TX72_RS03535	836	817	109	160	69	27	10	14	host	gene-TX72_RS03535
gene-TX72_RS00930	307	256	45	55	16	14	6	8	host	gene-TX72_RS00930
gene-TX72_RS07500	375	363	53	128	41	24	5	13	host	gene-TX72_RS07500
gene-TX72_RS03435	310	382	42	59	22	17	4	8	host	gene-TX72_RS03435
gene-TX72_RS03675	398	316	171	207	70	82	49	53	host	gene-TX72_RS03675
gene-TX72_RS00120	339	306	53	69	32	19	7	18	host	rsgA
gene-TX72_RS09540	2580	2418	201	297	122	61	21	30	host	rpsN
gene-TX72_RS02270	454	485	65	109	55	16	14	15	host	gene-TX72_RS02270
gene-BSV9_gp63	213	345	50258	123845	81822	43786	11242	13180	phage	gene-BSV9_gp63
gene-BSV9_gp105	0	0	3050	7623	41813	22456	176649	259807	phage	gene-BSV9_gp105
gene-TX72_RS01585	244	218	25	35	16	8	10	0	host	gene-TX72_RS01585
gene-TX72_RS04965	270	220	53	74	28	25	6	12	host	lepB
gene-TX72_RS06790	52	54	8	22	6	5	2	1	host	gene-TX72_RS06790
gene-TX72_RS03155	538	581	80	150	52	30	11	17	host	rfbC
gene-TX72_RS09835	259	288	26	55	23	19	5	10	host	gene-TX72_RS09835
gene-TX72_RS06605	75	80	16	31	7	5	3	1	host	gene-TX72_RS06605
gene-TX72_RS07965	511	406	80	131	65	19	13	13	host	lexA
gene-TX72_RS13960	19	8	3	3	2	1	0	1	host	gene-TX72_RS13960
gene-TX72_RS06955	260	229	62	82	34	29	11	4	host	gene-TX72_RS06955
gene-TX72_RS14015	135	134	35	50	18	19	7	7	host	gene-TX72_RS14015
gene-TX72_RS06880	4192	3511	674	1017	352	203	79	111	host	gene-TX72_RS06880
gene-TX72_RS11205	177	228	42	74	39	24	7	10	host	gene-TX72_RS11205
gene-TX72_RS05195	56	54	9	21	5	0	0	3	host	gene-TX72_RS05195
gene-TX72_RS09590	227	239	27	50	25	6	6	7	host	gene-TX72_RS09590
gene-TX72_RS06370	241	303	46	79	26	24	9	7	host	pstC
gene-TX72_RS02785	147	130	19	39	18	10	4	8	host	gene-TX72_RS02785
gene-TX72_RS04095	118	119	16	32	8	5	4	7	host	rsfS
gene-TX72_RS01030	898	967	122	147	84	49	18	22	host	gene-TX72_RS01030
gene-TX72_RS10405	1377	1513	345	594	339	104	43	65	host	rpsS
gene-BSV9_gp189	0	0	1002	2414	5615	2671	11682	18383	phage	gene-BSV9_gp189
gene-TX72_RS03465	170	150	31	51	18	8	3	4	host	gene-TX72_RS03465
gene-TX72_RS02155	139	117	33	58	33	18	14	6	host	gene-TX72_RS02155
gene-TX72_RS02210	281	245	65	142	158	36	26	61	host	gene-TX72_RS02210
gene-TX72_RS14255	445	477	63	69	32	27	9	4	host	gene-TX72_RS14255
gene-TX72_RS14810	27	24	4	8	7	2	1	1	host	gene-TX72_RS14810
gene-BSV9_gp153	2	2	73764	166207	96001	54029	12942	15267	phage	gene-BSV9_gp153
gene-TX72_RS10410	2006	1965	336	564	355	126	39	89	host	rplV
gene-TX72_RS06530	6977	7060	1032	1627	787	554	230	249	host	ftsH
gene-TX72_RS08065	878	815	101	157	53	28	8	9	host	pheS
gene-TX72_RS00565	29	22	4	5	4	0	0	1	host	gene-TX72_RS00565
gene-TX72_RS06335	773	772	137	158	74	46	18	14	host	ribBA
gene-TX72_RS06410	451	441	59	90	43	19	8	6	host	gene-TX72_RS06410
gene-TX72_RS11435	330	336	53	79	32	10	6	9	host	gene-TX72_RS11435
gene-TX72_RS05970	50	57	15	17	2	1	1	1	host	gene-TX72_RS05970
gene-TX72_RS02695	279	299	49	80	31	16	8	15	host	lpxC
gene-TX72_RS06240	84	68	8	19	3	2	3	0	host	gene-TX72_RS06240
gene-TX72_RS05960	61	84	9	25	11	3	1	0	host	gene-TX72_RS05960
gene-TX72_RS09290	46	40	33	27	6	4	5	7	host	gene-TX72_RS09290
gene-BSV9_gp146	0	0	13083	31917	109680	54775	29149	39839	phage	47
gene-TX72_RS12400	36	41	5	22	12	1	1	2	host	gene-TX72_RS12400
gene-TX72_RS14235	145	156	15	24	6	6	2	3	host	gene-TX72_RS14235
gene-TX72_RS10270	178	202	31	40	29	7	3	4	host	gshA
gene-TX72_RS11020	1215	1157	156	282	121	69	41	43	host	gene-TX72_RS11020
gene-TX72_RS04580	2098	2048	267	531	202	130	63	52	host	gene-TX72_RS04580
gene-TX72_RS02200	333	305	85	147	60	42	18	17	host	gene-TX72_RS02200
gene-TX72_RS10110	1158	1089	252	346	132	102	49	36	host	gene-TX72_RS10110
gene-TX72_RS10345	110	101	12	14	6	2	1	1	host	gene-TX72_RS10345
gene-TX72_RS12070	557	531	50	70	47	25	5	10	host	gene-TX72_RS12070
gene-TX72_RS09310	77	79	14	29	10	3	1	1	host	gene-TX72_RS09310
gene-BSV9_gp171	0	1	7161	19668	55097	28557	20825	28308	phage	gene-BSV9_gp171
gene-TX72_RS10530	385	402	67	98	58	16	3	14	host	prfA
gene-BSV9_gp17	0	0	3674	9812	19338	10674	8131	10814	phage	gene-BSV9_gp17
gene-BSV9_gp113	0	0	91	269	4742	2434	13465	20434	phage	gene-BSV9_gp113
gene-BSV9_gp143	1	0	441	1253	6567	2693	7444	11906	phage	gene-BSV9_gp143
gene-TX72_RS02945	145	137	23	33	16	6	4	2	host	gene-TX72_RS02945
gene-TX72_RS05425	256	253	51	51	24	19	7	6	host	devC
gene-TX72_RS01385	63	54	5	9	3	3	0	0	host	gene-TX72_RS01385
gene-TX72_RS04660	6021	5604	835	1175	601	296	148	212	host	gene-TX72_RS04660
gene-TX72_RS06245	166	176	26	61	17	10	6	3	host	uvrC
gene-TX72_RS10155	10728	13823	1380	2087	1112	390	339	377	host	gene-TX72_RS10155
gene-TX72_RS05280	253	277	40	63	30	9	2	5	host	gene-TX72_RS05280
gene-TX72_RS05815	221	283	34	52	26	5	5	7	host	gene-TX72_RS05815
gene-TX72_RS13010	620	646	183	326	188	103	46	44	host	hisH
gene-TX72_RS07015	77	69	19	21	12	0	1	5	host	gene-TX72_RS07015
gene-TX72_RS09285	238	263	59	84	40	19	6	7	host	cobM
gene-TX72_RS01545	469	467	39	62	18	10	3	4	host	gene-TX72_RS01545
gene-TX72_RS07335	103	100	9	22	5	4	2	0	host	gene-TX72_RS07335
gene-TX72_RS12350	232	291	36	58	27	14	7	4	host	urtE
gene-TX72_RS00725	1514	2702	84	100	45	36	15	25	host	psaC
gene-TX72_RS11140	75	73	12	28	9	5	1	3	host	gene-TX72_RS11140
gene-BSV9_gp185	1	0	19132	43846	27407	15678	35629	51104	phage	gene-BSV9_gp185
gene-TX72_RS06355	128	114	18	34	10	9	5	1	host	gene-TX72_RS06355
gene-TX72_RS07520	5209	6487	373	466	215	87	59	78	host	petE
gene-TX72_RS02760	192	214	18	52	21	8	3	9	host	tyrS
gene-TX72_RS02815	106	100	19	23	15	2	7	4	host	gene-TX72_RS02815
gene-TX72_RS05480	5843	5493	668	1089	450	265	155	146	host	chlP
gene-TX72_RS09640	173	198	20	35	16	7	1	4	host	gene-TX72_RS09640
gene-TX72_RS09830	109	119	14	22	11	4	1	5	host	gene-TX72_RS09830
gene-TX72_RS05990	1350	1437	215	356	141	58	47	56	host	gene-TX72_RS05990
gene-TX72_RS02455	57	57	6	14	6	2	0	1	host	gene-TX72_RS02455
gene-TX72_RS13865	5	6	5	19	14	3	0	3	host	gene-TX72_RS13865
gene-TX72_RS14055	1316	1009	341	646	294	171	113	108	host	gene-TX72_RS14055
gene-TX72_RS08085	175	170	24	47	16	8	4	9	host	gene-TX72_RS08085
gene-TX72_RS11770	238	230	29	43	19	10	4	5	host	gene-TX72_RS11770
gene-TX72_RS10015	8289	7902	1513	1416	788	453	426	371	host	gene-TX72_RS10015
gene-TX72_RS04290	104	135	20	21	13	1	1	3	host	gene-TX72_RS04290
gene-TX72_RS11345	403	456	53	83	57	9	8	19	host	fabD
gene-TX72_RS05965	118	119	21	19	11	6	1	2	host	gene-TX72_RS05965
gene-TX72_RS10000	654	651	109	228	70	38	9	17	host	gene-TX72_RS10000
gene-TX72_RS03735	300	281	46	73	32	14	11	12	host	gene-TX72_RS03735
gene-TX72_RS00020	2193	2018	225	351	130	71	30	40	host	purF
gene-TX72_RS08070	126	138	12	43	23	6	2	2	host	surE
gene-TX72_RS09500	1090	1125	100	115	60	35	15	15	host	rpmH
gene-TX72_RS01175	214	210	29	47	15	10	5	3	host	gene-TX72_RS01175
gene-TX72_RS11520	186	198	30	46	21	13	8	3	host	gene-TX72_RS11520
gene-TX72_RS07150	26	25	5	9	8	2	1	2	host	gene-TX72_RS07150
gene-TX72_RS05610	81	66	13	32	14	3	2	2	host	pgl
gene-TX72_RS01380	153	179	16	29	10	7	0	1	host	rph
gene-TX72_RS10810	341	336	54	87	17	9	9	4	host	gene-TX72_RS10810
gene-TX72_RS09715	280	281	44	60	43	14	9	13	host	gene-TX72_RS09715
gene-TX72_RS05355	455	453	58	77	45	25	6	14	host	gene-TX72_RS05355
gene-TX72_RS05135	368	352	64	83	63	13	9	13	host	rlmB
gene-TX72_RS04705	123	110	18	29	17	3	2	2	host	gene-TX72_RS04705
gene-TX72_RS06575	417	378	54	92	38	22	8	12	host	gene-TX72_RS06575
gene-TX72_RS14860	259	242	41	69	33	13	16	8	host	gene-TX72_RS14860
gene-TX72_RS04950	132	152	26	60	21	16	4	4	host	gene-TX72_RS04950
gene-TX72_RS03600	500	422	95	118	51	36	8	11	host	gene-TX72_RS03600
gene-TX72_RS13155	871	747	249	405	178	123	37	60	host	gene-TX72_RS13155
gene-TX72_RS01630	660	600	85	126	61	38	14	17	host	def
gene-TX72_RS05130	60	66	16	26	7	4	3	6	host	gene-TX72_RS05130
gene-TX72_RS06080	1197	1340	163	263	100	59	18	27	host	gene-TX72_RS06080
gene-TX72_RS08075	100	104	13	18	13	5	2	5	host	gene-TX72_RS08075
gene-TX72_RS08620	740	708	146	215	90	45	25	39	host	gene-TX72_RS08620
gene-TX72_RS08635	300	355	34	52	31	15	7	7	host	gene-TX72_RS08635
gene-TX72_RS06820	27	27	6	7	2	1	0	1	host	gene-TX72_RS06820
gene-TX72_RS10295	1021	1027	90	149	48	38	22	19	host	speD
gene-TX72_RS06265	273	254	37	68	25	16	9	9	host	dacB
gene-TX72_RS06345	243	233	35	51	18	11	9	10	host	mtnP
gene-TX72_RS00990	731	664	76	159	74	24	20	21	host	gene-TX72_RS00990
gene-TX72_RS00775	1965	1671	255	446	179	106	61	63	host	gene-TX72_RS00775
gene-TX72_RS07215	111	92	13	21	7	7	1	1	host	gene-TX72_RS07215
gene-TX72_RS02655	40	38	11	15	11	4	5	3	host	gene-TX72_RS02655
gene-TX72_RS06205	2651	2773	317	519	207	111	69	59	host	metH
gene-TX72_RS14735	70	45	14	16	8	1	3	4	host	gene-TX72_RS14735
gene-TX72_RS02475	4690	6838	693	1225	647	257	115	193	host	atpD
gene-TX72_RS09575	45	42	13	28	10	7	1	2	host	gene-TX72_RS09575
gene-TX72_RS05110	31	33	7	10	0	2	0	0	host	gene-TX72_RS05110
gene-TX72_RS08770	730	757	106	142	57	35	16	27	host	gene-TX72_RS08770
gene-TX72_RS14895	842	818	139	141	57	27	14	16	host	gene-TX72_RS14895
gene-TX72_RS14150	25	30	5	4	5	0	0	0	host	gene-TX72_RS14150
gene-TX72_RS04840	50	59	15	26	16	9	1	4	host	gene-TX72_RS04840
gene-TX72_RS12045	72	79	5	15	3	3	1	1	host	gene-TX72_RS12045
gene-TX72_RS02635	46	46	7	10	7	3	1	0	host	truB
gene-TX72_RS03580	113	122	13	18	10	8	1	4	host	gene-TX72_RS03580
gene-TX72_RS05150	651	665	130	219	98	44	16	23	host	gene-TX72_RS05150
gene-TX72_RS12540	3963	3472	1013	1753	1259	717	288	296	host	gene-TX72_RS12540
gene-TX72_RS03300	6127	7171	1064	1373	791	278	235	260	host	psbD
gene-TX72_RS10055	100	137	12	23	8	4	2	4	host	gene-TX72_RS10055
gene-TX72_RS00515	274	301	36	69	28	16	2	14	host	mgtE
gene-TX72_RS07155	151	99	46	58	22	9	8	7	host	gene-TX72_RS07155
gene-TX72_RS13670	64	81	8	18	6	5	3	0	host	gene-TX72_RS13670
gene-TX72_RS10325	101	123	17	21	19	4	5	6	host	gene-TX72_RS10325
gene-TX72_RS00555	11	12	2	1	2	1	0	2	host	gene-TX72_RS00555
gene-TX72_RS10805	194	181	30	55	20	12	7	5	host	gene-TX72_RS10805
gene-TX72_RS02865	64	64	9	16	7	11	4	2	host	gluQRS
gene-TX72_RS08360	15	18	7	21	20	9	2	2	host	gene-TX72_RS08360
gene-TX72_RS06965	66	75	18	25	11	8	0	2	host	gene-TX72_RS06965
gene-TX72_RS01655	89	93	15	20	12	2	2	2	host	gene-TX72_RS01655
gene-TX72_RS13370	214	221	60	114	61	28	14	13	host	gene-TX72_RS13370
gene-TX72_RS01960	48	41	7	8	4	1	0	1	host	gene-TX72_RS01960
gene-TX72_RS07605	204	272	35	42	16	7	7	3	host	gene-TX72_RS07605
gene-TX72_RS08255	206	209	28	42	28	8	2	6	host	gene-TX72_RS08255
gene-TX72_RS01465	461	423	50	91	32	16	7	8	host	gatC
gene-TX72_RS11560	287	205	41	66	23	22	6	4	host	gene-TX72_RS11560
gene-TX72_RS06665	80	97	13	22	9	4	1	3	host	gene-TX72_RS06665
gene-TX72_RS13790	761	719	159	266	83	63	24	26	host	gene-TX72_RS13790
gene-TX72_RS08230	1763	1634	171	308	93	78	32	34	host	murA
gene-TX72_RS01375	124	111	28	101	50	17	6	18	host	ntcA
gene-TX72_RS04250	289	281	51	62	22	10	2	13	host	arsS
gene-TX72_RS06020	89	86	9	14	12	1	0	1	host	gene-TX72_RS06020
gene-TX72_RS07085	88	108	15	27	10	7	2	3	host	gene-TX72_RS07085
gene-TX72_RS05725	66	53	31	81	41	12	10	13	host	gene-TX72_RS05725
gene-TX72_RS12025	444	482	73	99	28	25	10	11	host	dnaB
gene-TX72_RS06395	766	481	491	330	158	227	141	139	host	gene-TX72_RS06395
gene-TX72_RS00655	220	231	15	41	16	10	9	6	host	gene-TX72_RS00655
gene-TX72_RS01105	31	20	3	4	5	1	0	0	host	gene-TX72_RS01105
gene-TX72_RS00165	267	271	37	73	22	16	8	11	host	pdxA
gene-TX72_RS04655	31	29	8	16	13	1	3	2	host	rimI
gene-TX72_RS14625	9	6	2	5	3	0	0	0	host	gene-TX72_RS14625
gene-TX72_RS03120	400	392	71	135	64	44	7	9	host	gene-TX72_RS03120
gene-TX72_RS11755	1799	1735	247	397	222	103	58	104	host	gene-TX72_RS11755
gene-TX72_RS04640	360	421	31	66	32	12	7	10	host	gene-TX72_RS04640
gene-TX72_RS02095	239	179	34	45	23	13	3	2	host	gene-TX72_RS02095
gene-TX72_RS14520	78	79	11	26	11	1	4	4	host	gene-TX72_RS14520
gene-TX72_RS07760	99	105	11	22	6	2	3	0	host	gloB
gene-TX72_RS09725	209	206	30	77	31	12	5	10	host	gene-TX72_RS09725
gene-BSV9_gp88	20	83	32882	88156	57640	31394	10754	13316	phage	gene-BSV9_gp88
gene-TX72_RS01745	100	102	12	15	8	6	0	3	host	gene-TX72_RS01745
gene-TX72_RS07700	419	369	73	121	49	12	13	13	host	gene-TX72_RS07700
gene-TX72_RS04595	104	93	14	26	14	6	8	3	host	gene-TX72_RS04595
gene-TX72_RS01620	696	692	92	215	93	29	14	29	host	gene-TX72_RS01620
gene-TX72_RS11670	692	751	69	131	49	24	5	8	host	prfB
gene-TX72_RS12690	4240	293	45	82	42	26	6	12	host	mraY
gene-TX72_RS14380	5	8	1	7	1	2	0	1	host	gene-TX72_RS14380
gene-TX72_RS13950	270	237	74	143	65	36	25	17	host	gene-TX72_RS13950
gene-TX72_RS01330	878	885	107	194	68	42	31	26	host	gene-TX72_RS01330
gene-TX72_RS11885	185	204	25	35	27	12	3	2	host	argJ
gene-BSV9_gp140	0	0	1037	3236	10773	4875	5823	9412	phage	gene-BSV9_gp140
gene-TX72_RS05540	67	58	13	30	20	10	2	3	host	gene-TX72_RS05540
gene-TX72_RS06735	118	117	9	27	10	5	3	5	host	gene-TX72_RS06735
gene-TX72_RS07100	253	237	46	57	23	16	6	7	host	gene-TX72_RS07100
gene-TX72_RS04170	47	29	15	15	10	3	2	1	host	gene-TX72_RS04170
gene-TX72_RS02335	2970	3193	581	809	390	163	120	131	host	gene-TX72_RS02335
gene-TX72_RS08660	29133	35224	4222	6911	2811	1325	577	756	host	gene-TX72_RS08660
gene-TX72_RS12550	919	729	204	274	113	67	44	42	host	gene-TX72_RS12550
gene-TX72_RS10200	87	75	8	22	6	7	1	0	host	gene-TX72_RS10200
gene-TX72_RS00295	924	781	104	189	71	35	15	24	host	gene-TX72_RS00295
gene-BSV9_gp99	0	0	5118	13841	37662	17960	16229	26188	phage	25
gene-TX72_RS12525	121	133	20	35	14	9	2	5	host	cobA
gene-TX72_RS03525	445	431	75	121	75	30	22	30	host	gene-TX72_RS03525_gene_hisH
gene-TX72_RS05575	395	425	72	124	64	17	13	18	host	gene-TX72_RS05575
gene-TX72_RS04070	489	654	66	98	39	27	15	13	host	gene-TX72_RS04070
gene-TX72_RS09265	60	90	9	21	7	4	2	4	host	gene-TX72_RS09265
gene-BSV9_gp217	0	0	808	2526	5887	2722	1404	2021	phage	gene-BSV9_gp217
gene-TX72_RS01935	48	38	8	15	5	2	0	5	host	gene-TX72_RS01935
gene-TX72_RS00880	318	331	56	89	37	24	11	5	host	gene-TX72_RS00880
gene-BSV9_gp72	30	109	47532	119800	100187	55712	13611	15342	phage	gene-BSV9_gp72
gene-TX72_RS01715	417	330	40	65	31	15	6	13	host	gene-TX72_RS01715
gene-TX72_RS07970	114	108	10	36	8	5	3	2	host	gene-TX72_RS07970
gene-TX72_RS11455	455	470	90	129	57	34	12	14	host	nuoK
gene-TX72_RS13015	569	580	214	336	117	85	31	41	host	gene-TX72_RS13015
gene-TX72_RS11360	107	79	11	17	8	1	3	3	host	tsaB
gene-TX72_RS10435	1954	2173	301	464	320	126	44	63	host	rplN
gene-BSV9_gp117	0	0	791	2208	3222	1668	2197	3195	phage	gene-BSV9_gp117
gene-TX72_RS14320	637	813	20	17	9	1	1	0	host	gene-TX72_RS14320
gene-TX72_RS01665	43	76	6	9	3	2	2	0	host	gene-TX72_RS01665
gene-TX72_RS10130	22438	22969	4257	4687	3603	1329	768	692	host	cpeA
gene-TX72_RS10170	102	87	9	41	19	8	4	4	host	gene-TX72_RS10170
gene-BSV9_gp160	0	0	13234	34802	51627	26779	27594	43124	phage	regA
gene-TX72_RS00715	1879	2045	246	412	193	87	40	57	host	fabF
gene-TX72_RS03415	404	452	49	76	49	14	10	20	host	gene-TX72_RS03415
gene-TX72_RS00245	242	264	39	63	35	8	7	7	host	mrdA
gene-TX72_RS04115	4105	3838	479	776	291	196	76	85	host	gene-TX72_RS04115
gene-TX72_RS05200	10	16	2	4	0	2	1	2	host	gene-TX72_RS05200
gene-TX72_RS07505	3152	3562	489	817	346	201	106	119	host	glgB
gene-TX72_RS03990	73	59	11	18	6	2	4	0	host	gene-TX72_RS03990
gene-TX72_RS05805	161	170	11	22	11	7	4	2	host	gene-TX72_RS05805
gene-TX72_RS01235	1099	816	294	391	222	142	49	59	host	gene-TX72_RS01235
gene-TX72_RS00370	22	26	4	17	5	0	0	1	host	tilS
gene-BSV9_gp227	0	0	5090	14778	40600	18659	11827	19034	phage	gene-BSV9_gp227
gene-TX72_RS08485	63	60	15	32	12	5	5	3	host	gene-TX72_RS08485
gene-TX72_RS04805	63	67	11	22	2	6	1	3	host	gene-TX72_RS04805
gene-TX72_RS08475	504	443	48	86	34	24	15	15	host	gene-TX72_RS08475
gene-TX72_RS05770	353	386	46	79	38	17	7	15	host	nrdJ
gene-TX72_RS03295	12777	15906	2332	2805	1595	533	452	557	host	psbC
gene-TX72_RS08225	248	228	101	237	48	33	29	30	host	gene-TX72_RS08225
gene-TX72_RS08495	48	50	5	15	7	2	3	1	host	gene-TX72_RS08495
gene-TX72_RS11265	143	87	75	80	49	41	26	57	host	gene-TX72_RS11265
gene-TX72_RS05465	566	548	66	119	43	29	12	13	host	gene-TX72_RS05465
gene-TX72_RS12410	343	192	30	49	25	14	7	7	host	gene-TX72_RS12410
gene-TX72_RS11395	600	618	77	120	57	23	11	11	host	gene-TX72_RS11395
gene-TX72_RS12090	367	502	27	41	14	12	3	6	host	gene-TX72_RS12090
gene-TX72_RS03775	329	267	29	33	22	18	10	9	host	gene-TX72_RS03775
gene-TX72_RS13005	77	72	35	96	31	27	9	7	host	gene-TX72_RS13005
gene-TX72_RS03550	227	186	30	46	21	17	4	5	host	crtL
gene-TX72_RS09430	2936	3204	427	631	252	124	63	97	host	gene-TX72_RS09430
gene-TX72_RS06585	255	292	38	50	23	12	8	8	host	aroB
gene-TX72_RS12785	216	202	37	38	19	8	4	10	host	gene-TX72_RS12785
gene-TX72_RS03615	177	183	24	39	19	17	2	5	host	gene-TX72_RS03615
gene-TX72_RS02075	1149	1155	118	260	114	37	24	29	host	gene-TX72_RS02075
gene-TX72_RS08310	296	319	45	78	24	8	6	9	host	gene-TX72_RS08310
gene-TX72_RS10630	284	301	45	59	25	11	4	7	host	gene-TX72_RS10630
gene-TX72_RS02355	350	358	43	57	39	8	9	12	host	gene-TX72_RS02355
gene-TX72_RS11735	217	236	28	64	32	14	8	9	host	gene-TX72_RS11735
gene-TX72_RS07985	476	586	65	128	65	29	18	29	host	argF
gene-TX72_RS07770	277	261	18	39	24	9	3	3	host	gene-TX72_RS07770
gene-TX72_RS07635	224	272	26	56	16	16	0	7	host	gene-TX72_RS07635
gene-BSV9_gp212	0	0	17933	46974	118781	64720	23226	29369	phage	gene-BSV9_gp212
gene-TX72_RS11695	492	389	43	104	46	17	7	10	host	gene-TX72_RS11695
gene-BSV9_gp1	0	0	7271	18037	44209	23926	10661	13502	phage	gene-BSV9_gp1
gene-TX72_RS04120	183	223	34	45	24	10	5	5	host	gene-TX72_RS04120
gene-TX72_RS08160	1906	1806	160	296	111	62	27	28	host	pdhA
gene-TX72_RS14445	1008	871	226	422	162	82	48	42	host	gene-TX72_RS14445
gene-TX72_RS11650	237	255	36	54	31	10	3	8	host	menA
