Geneid	30_R1	480_R1	Entity	Symbol
gene-SynWH7803_1317	4587	4401	host	chlP
gene-SynWH7803_1346	1374	987	host	gene-SynWH7803_1346_gene_apcE
gene-SynWH7803_2233	123	115	host	gene-SynWH7803_2233_gene_dnaJ
gene-SynWH7803_0546	188	165	host	gene-SynWH7803_0546
gene-SynWH7803_0615	176	155	host	gene-SynWH7803_0615
gene-SynWH7803_1163	104	131	host	hisA
gene-SynWH7803_1379	195	224	host	gene-SynWH7803_1379
gene-RNA_43	341	326	host	gene-RNA_43
gene-SynWH7803_1794	154	139	host	gene-SynWH7803_1794
gene-SynWH7803_1027	168	150	host	gene-SynWH7803_1027
gene-SynWH7803_2505	544	657	host	acnB
gene-SynWH7803_0567	107	138	host	gene-SynWH7803_0567
gene-SynWH7803_2217	106	130	host	gene-SynWH7803_2217
gene-SynWH7803_0932	487	314	host	gene-SynWH7803_0932
gene-SynWH7803_0248	1059	856	host	psbF
gene-SynWH7803_1066	368	372	host	gatA
gene-SynWH7803_0243	207	185	host	hisS
gene-SynWH7803_1821	993	726	host	hemL%2C gsa
gene-SynWH7803_2423	469	376	host	gene-SynWH7803_2423
gene-SynWH7803_0131	568	421	host	gene-SynWH7803_0131
gene-SynWH7803_0902	231	195	host	gene-SynWH7803_0902
gene-SynWH7803_0980	684	750	host	gene-SynWH7803_0980
gene-SynWH7803_2525	92	94	host	gene-SynWH7803_2525
gene-SynWH7803_0266	65	59	host	gene-SynWH7803_0266
gene-SynWH7803_1528	231	213	host	gene-SynWH7803_1528
gene-SynWH7803_2500	527	510	host	ppK
gene-SynWH7803_1594	997	868	host	gene-SynWH7803_1594
gene-SynWH7803_1973	242	291	host	gene-SynWH7803_1973
gene-SynWH7803_2407	496	375	host	gene-SynWH7803_2407
gene-SynWH7803_1469	86	146	host	phnC
gene-SynWH7803_0628	255	240	host	gene-SynWH7803_0628_gene_lepB
gene-SynWH7803_0056	615	591	host	gene-SynWH7803_0056
gene-SynWH7803_0875	258	176	host	gene-SynWH7803_0875
gene-SynWH7803_0088	869	823	host	ribH
gene-SynWH7803_1160	227	177	host	gene-SynWH7803_1160
gene-SynWH7803_0457	3910	3679	host	psaD
gene-SynWH7803_1706	220	237	host	gene-SynWH7803_1706
gene-SynWH7803_0119	474	433	host	gene-SynWH7803_0119
gene-SynWH7803_0881	78	51	host	gene-SynWH7803_0881
gene-RNA_28	44	60	host	gene-RNA_28
gene-SynWH7803_1600	363	309	host	chlI
gene-SynWH7803_0224	489	466	host	gene-SynWH7803_0224
gene-SynWH7803_0983	3534	2676	host	gene-SynWH7803_0983
gene-SynWH7803_1913	273	302	host	gene-SynWH7803_1913
gene-SynWH7803_0226	134	151	host	gene-SynWH7803_0226
gene-SynWH7803_1873	786	579	host	gene-SynWH7803_1873_gene_ctaE%2C coxC
gene-SynWH7803_2196	335	284	host	gene-SynWH7803_2196
gene-SynWH7803_2256	211	197	host	gene-SynWH7803_2256_gene_pcnB
gene-SynWH7803_1848	189	200	host	tatC
gene-SynWH7803_1456	245	252	host	gene-SynWH7803_1456
gene-SynWH7803_0459	323	331	host	rodA
gene-SynWH7803_1321	436	436	host	recG
gene-RNA_31	173	131	host	gene-RNA_31
gene-SynWH7803_0814	60	118	host	gene-SynWH7803_0814
gene-SynWH7803_2470	116	90	host	gene-SynWH7803_2470_gene_trpE
gene-SynWH7803_0771	406	440	host	prlC
gene-SynWH7803_1871	1913	1963	host	gene-SynWH7803_1871_gene_ctaC%2C coxB
gene-SynWH7803_0284	317	302	host	gene-SynWH7803_0284
gene-SynWH7803_1192	319	341	host	gene-SynWH7803_1192_gene_speE
gene-SynWH7803_1373	817	783	host	gene-SynWH7803_1373
gene-SynWH7803_1665	105	121	host	gene-SynWH7803_1665_gene_proP
gene-SynWH7803_0981	172	122	host	gene-SynWH7803_0981
gene-SSBP1_gp27	5	94	phage	gene-SSBP1_gp27
gene-SynWH7803_0255	682	584	host	gene-SynWH7803_0255
gene-SynWH7803_0884	38	33	host	gene-SynWH7803_0884
gene-SynWH7803_1251	1000	727	host	gene-SynWH7803_1251_gene_ppiB
gene-SynWH7803_2166	1777	1580	host	gene-SynWH7803_2166
gene-SynWH7803_0744	101	102	host	gene-SynWH7803_0744
gene-SynWH7803_0689	359	405	host	cbbX
gene-SynWH7803_1335	187	165	host	pcyA
gene-SynWH7803_0294	427	458	host	gene-SynWH7803_0294
gene-SynWH7803_0760	100	119	host	gene-SynWH7803_0760
gene-SynWH7803_1524	321	484	host	psbP
gene-SynWH7803_0979	1420	1398	host	gene-SynWH7803_0979
gene-SynWH7803_0032	776	854	host	efp
gene-SynWH7803_2498	70	122	host	gene-SynWH7803_2498
gene-SynWH7803_0097	1509	841	host	gene-SynWH7803_0097
gene-SynWH7803_1420	382	378	host	gene-SynWH7803_1420
gene-SynWH7803_1576	128	109	host	gene-SynWH7803_1576
gene-SynWH7803_2116	541	450	host	gene-SynWH7803_2116
gene-RNA_25	466	289	host	gene-RNA_25
gene-SynWH7803_1337	207	228	host	gene-SynWH7803_1337
gene-SynWH7803_1681	235	205	host	gene-SynWH7803_1681
gene-SynWH7803_2346	281	354	host	gene-SynWH7803_2346
gene-SynWH7803_0402	379	382	host	gene-SynWH7803_0402
gene-SynWH7803_1205	404	354	host	gene-SynWH7803_1205
gene-SynWH7803_1643	161	164	host	gene-SynWH7803_1643_gene_mhpC
gene-SynWH7803_0099	74	66	host	gene-SynWH7803_0099
gene-SynWH7803_0640	1069	512	host	gene-SynWH7803_0640
gene-SynWH7803_1140	50	77	host	gene-SynWH7803_1140
gene-SynWH7803_2400	499	632	host	gene-SynWH7803_2400_gene_hepA
gene-SynWH7803_1164	153	125	host	gene-SynWH7803_1164
gene-RNA_26	89	142	host	gene-RNA_26
gene-SynWH7803_2447	102	98	host	gene-SynWH7803_2447
gene-SynWH7803_1674	326	216	host	gene-SynWH7803_1674
gene-SynWH7803_1172	112	49	host	gene-SynWH7803_1172
gene-SynWH7803_0905	111	170	host	gene-SynWH7803_0905
gene-SynWH7803_0909	217	138	host	gene-SynWH7803_0909
gene-SynWH7803_1790	29	24	host	gene-SynWH7803_1790
gene-SynWH7803_2211	222	239	host	ribD
gene-SynWH7803_1052	362	349	host	gene-SynWH7803_1052
gene-SynWH7803_2063	451	419	host	tatD
gene-SynWH7803_1031	112	89	host	gene-SynWH7803_1031
gene-SynWH7803_0798	109	90	host	nth
gene-SynWH7803_2490	164	170	host	gene-SynWH7803_2490
gene-SynWH7803_2100	203	199	host	gene-SynWH7803_2100_gene_dnaJ
gene-SynWH7803_2532	361	324	host	gene-SynWH7803_2532
gene-SynWH7803_2374	468	525	host	rplK
gene-SynWH7803_0502	5683	6388	host	mpeD
gene-SynWH7803_1010	214	192	host	gene-SynWH7803_1010
gene-SynWH7803_1012	110	90	host	gene-SynWH7803_1012
gene-RNA_33	265	200	host	gene-RNA_33
gene-SynWH7803_2421	157	151	host	gene-SynWH7803_2421
gene-SynWH7803_0893	58	66	host	phoC
gene-SynWH7803_0710	148	101	host	gene-SynWH7803_0710
gene-SynWH7803_1007	76	46	host	gene-SynWH7803_1007
gene-SynWH7803_1229	5979	7045	host	corA
gene-SynWH7803_0170	255	281	host	gene-SynWH7803_0170
gene-SynWH7803_0112	208	188	host	gene-SynWH7803_0112
gene-SynWH7803_0448	237	188	host	moeB
gene-SynWH7803_1727	123	139	host	gene-SynWH7803_1727
gene-SynWH7803_1125	146	177	host	gene-SynWH7803_1125
gene-SynWH7803_2023	1039	429	host	atpI%2C atp1
gene-SynWH7803_0391	36499	31459	host	psaA
gene-SynWH7803_1423	445	301	host	gene-SynWH7803_1423
gene-SynWH7803_1195	66	69	host	gene-SynWH7803_1195
gene-SynWH7803_1929	88	93	host	gene-SynWH7803_1929
gene-SynWH7803_0010	282	312	host	nusB
gene-SynWH7803_0610	541	489	host	gene-SynWH7803_0610
gene-SynWH7803_2356	842	603	host	gene-SynWH7803_2356
gene-SynWH7803_1410	614	495	host	gene-SynWH7803_1410
gene-SynWH7803_1326	0	3	host	gene-SynWH7803_1326_gene_proA
gene-SynWH7803_0896	71	112	host	gene-SynWH7803_0896
gene-SynWH7803_1271	601	563	host	gene-SynWH7803_1271
gene-SynWH7803_0828	112	99	host	gene-SynWH7803_0828
gene-SynWH7803_0625	882	683	host	gene-SynWH7803_0625
gene-SynWH7803_0455	422	325	host	gene-SynWH7803_0455
gene-SynWH7803_1866	631	393	host	gene-SynWH7803_1866
gene-SynWH7803_0703	420	472	host	gene-SynWH7803_0703
gene-SynWH7803_0686	1221	911	host	gene-SynWH7803_0686_gene_ndhD
gene-SynWH7803_1724	132	184	host	trmD
gene-SynWH7803_0912	74	63	host	gene-SynWH7803_0912
gene-SynWH7803_0950	188	221	host	gene-SynWH7803_0950
gene-SynWH7803_1061	409	422	host	carA
gene-SynWH7803_1985	300	242	host	gene-SynWH7803_1985
gene-SynWH7803_2155	191	171	host	gene-SynWH7803_2155
gene-SynWH7803_0311	1216	1055	host	gene-SynWH7803_0311
gene-SynWH7803_1692	93	114	host	gene-SynWH7803_1692_gene_ribD
gene-SynWH7803_0285	469	499	host	gene-SynWH7803_0285
gene-SynWH7803_1124	524	577	host	gene-SynWH7803_1124
gene-SynWH7803_0756	1800	1501	host	gene-SynWH7803_0756
gene-SynWH7803_2351	503	398	host	pgk%2C cbbk
gene-SynWH7803_2064	1455	1245	host	rpsT
gene-SynWH7803_0732	2001	1260	host	trpA
gene-SynWH7803_1289	278	282	host	gene-SynWH7803_1289
gene-SynWH7803_1898	1032	1105	host	rpmH
gene-RNA_37	197	195	host	gene-RNA_37
gene-SynWH7803_2391	551	396	host	gene-SynWH7803_2391
gene-SSBP1_gp01	3	26	phage	gene-SSBP1_gp01
gene-SynWH7803_0729	1144	1063	host	gene-SynWH7803_0729
gene-SynWH7803_1744	409	403	host	lpdA
gene-SynWH7803_2102	433	399	host	gene-SynWH7803_2102
gene-RNA_41	13	25	host	gene-RNA_41
gene-SynWH7803_1342	487	412	host	gene-SynWH7803_1342
gene-SynWH7803_0388	193	156	host	cbiG%2CcobJ
gene-SynWH7803_0051	477	373	host	gene-SynWH7803_0051
gene-SynWH7803_0769	272	287	host	gene-SynWH7803_0769
gene-SynWH7803_1677	2032	1411	host	gene-SynWH7803_1677
gene-SynWH7803_2150	1105	1255	host	sufB
gene-SynWH7803_0704	438	511	host	gene-SynWH7803_0704
gene-SynWH7803_0958	163	162	host	gene-SynWH7803_0958
gene-SynWH7803_1618	258	214	host	cysS
gene-SynWH7803_2245	551	492	host	copA
gene-SynWH7803_0025	234	217	host	engC
gene-SynWH7803_0591	605	721	host	rpsD
gene-SynWH7803_1933	140	124	host	gene-SynWH7803_1933
gene-SynWH7803_2007	195	175	host	gene-SynWH7803_2007
gene-SynWH7803_1721	524	441	host	cpmA
gene-SynWH7803_0544	173	220	host	gene-SynWH7803_0544
gene-SynWH7803_0015	321	256	host	dusA
gene-SynWH7803_1804	68	68	host	gene-SynWH7803_1804
gene-SynWH7803_0817	97	79	host	gene-SynWH7803_0817
gene-SynWH7803_1854	658	513	host	gene-SynWH7803_1854
gene-SynWH7803_2362	106	109	host	gene-SynWH7803_2362
gene-SynWH7803_1045	1146	907	host	pstSII
gene-SynWH7803_2369	86	94	host	rnhA
gene-SynWH7803_1826	594	523	host	gene-SynWH7803_1826
gene-SynWH7803_1499	1824	867	host	gene-SynWH7803_1499
gene-SynWH7803_1405	525	430	host	gene-SynWH7803_1405
gene-SynWH7803_0549	116	107	host	aroQ
gene-SynWH7803_0045	1181	787	host	gene-SynWH7803_0045
gene-SynWH7803_2448	125	134	host	gene-SynWH7803_2448
gene-SynWH7803_0426	372	680	host	rpmC
gene-SynWH7803_1568	332	299	host	gene-SynWH7803_1568
gene-RNA_8	45	39	host	gene-RNA_8
gene-SynWH7803_2235	43553	36609	host	gene-SynWH7803_2235
gene-SynWH7803_1042	183	188	host	gene-SynWH7803_1042
gene-SSBP1_gp47	4	47	phage	gene-SSBP1_gp47
gene-SynWH7803_1598	219	142	host	gene-SynWH7803_1598
gene-SynWH7803_1485	598	573	host	gene-SynWH7803_1485
gene-SynWH7803_1022	83	76	host	menB
gene-SynWH7803_1130	243	262	host	gene-SynWH7803_1130
gene-SynWH7803_0494	893	589	host	gene-SynWH7803_0494
gene-SynWH7803_1977	697	560	host	psbV
gene-SynWH7803_2031	237	234	host	resB
gene-SynWH7803_0550	4542	5149	host	miaE
gene-SynWH7803_1266	1253	1016	host	dacB
gene-SynWH7803_1025	1344	822	host	gene-SynWH7803_1025
gene-SynWH7803_1712	202	193	host	pheS
gene-SynWH7803_1845	4341	4032	host	psaJ
gene-SynWH7803_2384	97	113	host	coaE
gene-SynWH7803_2136	113	167	host	gene-SynWH7803_2136
gene-SynWH7803_1730	843	757	host	rpsP
gene-SynWH7803_0833	191	189	host	gene-SynWH7803_0833
gene-SynWH7803_0930	164	161	host	gene-SynWH7803_0930
gene-SynWH7803_1234	1011	953	host	ugpB
gene-SynWH7803_2002	2342	2102	host	gene-SynWH7803_2002
gene-SynWH7803_1060	300	241	host	gene-SynWH7803_1060_gene_trpD
gene-SynWH7803_1473	59	73	host	gene-SynWH7803_1473
gene-SynWH7803_0860	329	364	host	gene-SynWH7803_0860
gene-SynWH7803_1607	164	179	host	gene-SynWH7803_1607
gene-SynWH7803_0422	419	770	host	rplE
gene-SynWH7803_1770	170	181	host	glyQ
gene-SynWH7803_0612	266	235	host	priA
gene-SynWH7803_2420	223	309	host	gidA
gene-SSBP1_gp09	3	26	phage	gene-SSBP1_gp09
gene-SynWH7803_2096	278	318	host	gene-SynWH7803_2096_gene_malK
gene-SynWH7803_2148	354	337	host	sufD
gene-SynWH7803_2358	69	57	host	gene-SynWH7803_2358
gene-SynWH7803_0652	668	711	host	gene-SynWH7803_0652_gene_rpsA
gene-SynWH7803_1904	1824	912	host	gene-SynWH7803_1904
gene-SynWH7803_2051	148	157	host	gidB
gene-SynWH7803_0005	1154	839	host	gene-SynWH7803_0005_gene_gyrA
gene-SynWH7803_0728	978	994	host	gene-SynWH7803_0728
gene-SynWH7803_0232	137	119	host	gene-SynWH7803_0232
gene-SynWH7803_2004	293	205	host	gene-SynWH7803_2004
gene-SynWH7803_1956	253	205	host	lpxA
gene-SynWH7803_1926	902	915	host	gene-SynWH7803_1926
gene-SynWH7803_2098	198	157	host	gene-SynWH7803_2098
gene-SynWH7803_1575	245	261	host	gene-SynWH7803_1575
gene-SynWH7803_0194	369	224	host	gene-SynWH7803_0194
gene-SynWH7803_1614	87	121	host	gene-SynWH7803_1614
gene-SynWH7803_0463	198	333	host	gene-SynWH7803_0463
gene-SynWH7803_0075	118	188	host	gene-SynWH7803_0075
gene-SynWH7803_0172	516	343	host	mreB
gene-SynWH7803_0821	58	48	host	gene-SynWH7803_0821
gene-SynWH7803_0427	493	1074	host	rplP
gene-SynWH7803_0560	510	604	host	gene-SynWH7803_0560
gene-SynWH7803_0167	74	76	host	gene-SynWH7803_0167_gene_rbsK
gene-SynWH7803_1019	772	734	host	gene-SynWH7803_1019
gene-SynWH7803_1868	327	230	host	gene-SynWH7803_1868
gene-SynWH7803_1881	106	99	host	gene-SynWH7803_1881
gene-SynWH7803_1992	215	225	host	gene-SynWH7803_1992
gene-SynWH7803_2524	252	236	host	gene-SynWH7803_2524
gene-SynWH7803_2529	711	647	host	uvrA
gene-SynWH7803_2001	829	641	host	atpE
gene-SynWH7803_2082	42	32	host	gene-SynWH7803_2082
gene-SynWH7803_0366	1031	972	host	gene-SynWH7803_0366_gene_psbA
gene-SynWH7803_2479	94	97	host	mobA
gene-SynWH7803_2059	264	336	host	gene-SynWH7803_2059_gene_hli
gene-SynWH7803_2118	450	406	host	gene-SynWH7803_2118
gene-SynWH7803_1625	315	275	host	gene-SynWH7803_1625
gene-SynWH7803_1388	181	316	host	gene-SynWH7803_1388
gene-RNA_1	420	276	host	gene-RNA_1
gene-SynWH7803_1953	1033	886	host	gene-SynWH7803_1953
gene-SynWH7803_0889	119	103	host	gene-SynWH7803_0889
gene-SynWH7803_1023	127	181	host	gene-SynWH7803_1023
gene-SynWH7803_1510	188	199	host	gene-SynWH7803_1510
gene-SynWH7803_1801	2569	2393	host	lepA
gene-SynWH7803_1597	92	95	host	gene-SynWH7803_1597
gene-SynWH7803_1516	792	711	host	gene-SynWH7803_1516
gene-SynWH7803_0820	167	159	host	gene-SynWH7803_0820
gene-RNA_18	278	347	host	gene-RNA_18
