Geneid	40	90	140	190	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-FLV31_RS01465	1.0	0.3849674786678276	0.23066639751769258	0.1623250334461555	host	gene-FLV31_RS01465	None	None	4.975933392017316
gene-FLV31_RS07295	1.0	0.018904725478595678	0.0036191588406449537	0.004869439420524491	host	gene-FLV31_RS07295	None	None	689.7583616914172
gene-FLV31_RS04575	1.0	0.2491576831312897	0.2002735234776674	0.17865631688095443	host	gene-FLV31_RS04575	None	None	15.05306639555503
gene-FLV31_RS07810	0.7622594385971257	0.49765713377756654	1.0	0.365565991787371	host	gene-FLV31_RS07810	None	None	0.6038733660646037
gene-FLV31_RS03310	1.0	0.2689276139749855	0.12064394668631478	0.08325763154152109	host	atpA	None	None	196.75305169018839
gene-FLV31_RS11805	1.0	0.69305177625012	0.4116451582288707	0.2958671784808743	host	gene-FLV31_RS11805	None	None	1.894762332694533
gene-FLV31_RS17135	1.0	0.4587886588218034	0.19824164685447918	0.12464909530298143	host	gene-FLV31_RS17135	None	None	1.8176341166424181
gene-FLV31_RS18755	1.0	0.3156292446131331	0.2708015983049328	0.11381876361133061	host	gene-FLV31_RS18755	None	None	1.5482948582442877
gene-FLV31_RS10625	0.8973933826464966	1.0	0.196537799688318	0.10679285520630652	host	gene-FLV31_RS10625	None	None	168.82724957879316
gene-FLV31_RS20180	1.0	0.23127161171399288	0.13448239375845722	0.10660521467988793	host	gene-FLV31_RS20180	None	None	6.99564239299627
gene-FLV31_RS07545	1.0	0.25564144367163116	0.12832613425285322	0.06443150818691509	host	gene-FLV31_RS07545	None	None	2.7301643364767982
gene-FLV31_RS05700	1.0	0.10240415491892763	0.054868297695770694	0.017705141006206983	host	gene-FLV31_RS05700	None	None	3.777152884771863
gene-FLV31_RS06310	1.0	0.2898353682478564	0.10248570457102098	0.05733705388903483	host	kdsA	None	None	52.351782401265595
gene-FLV31_RS06295	1.0	0.5117397442655414	0.18433477900351247	0.12235357856595751	host	gene-FLV31_RS06295	None	None	10.584261777938506
gene-FLV31_RS16020	1.0	0.4996585706917709	0.15010291472970902	0.08065262889123105	host	gene-FLV31_RS16020	None	None	5.621289282519505
gene-FLV31_RS08715	1.0	0.4559928144792201	0.17159204079508822	0.1394333040576936	host	gene-FLV31_RS08715	None	None	4.869844292893648
gene-FLV31_RS01430	1.0	0.5166632965499489	0.15511316352277124	0.11267177807479498	host	gene-FLV31_RS01430	None	None	33.31760883639124
gene-FLV31_RS09525	1.0	0.780268179207379	0.35534654808983474	0.09157069460769189	host	gene-FLV31_RS09525	None	None	4.971633852994691
gene-FLV31_RS05660	1.0	0.5874417235035017	0.41391159678001516	0.3438909167935924	host	gene-FLV31_RS05660	None	None	0.22861344507940481
gene-FLV31_RS05540	1.0	0.27258462107978865	0.058065617852860345	0.14680643505004876	host	gene-FLV31_RS05540	None	None	5.633789052615927
gene-FLV31_RS12990	1.0	0.3192034935932269	0.3205540273246948	0.10571112565545498	host	gene-FLV31_RS12990	None	None	1.0761669665287725
gene-FLV31_RS05595	1.0	0.6278222141096644	0.4821380964857367	0.314998722763024	host	gene-FLV31_RS05595	None	None	1.4956307990459359
gene-FLV31_RS06745	1.0	0.3093218638304271	0.07568156786922689	0.040291654653508126	host	gene-FLV31_RS06745	None	None	11.957661090785596
gene-FLV31_RS14675	1.0	0.3644711423196908	0.0656946771327982	0.13143159418476277	host	gene-FLV31_RS14675	None	None	1.812692424462745
gene-FLV31_RS12440	1.0	0.5574305096253663	0.24238870498843026	0.1646728866906536	host	tsaE	None	None	3.338501112998175
gene-FLV31_RS18435	1.0	0.4208087166309771	0.22014806193134823	0.2775867688074898	host	gene-FLV31_RS18435	None	None	1.0255505094167818
gene-FLV31_RS07845	1.0	0.2401282292680509	0.3267388727363924	0.1612995943719649	host	gene-FLV31_RS07845	None	None	1.3741990433485203
gene-FLV31_RS01090	1.0	0.46870212577440606	0.1693605398865176	0.13092961527197486	host	gene-FLV31_RS01090	None	None	5.5488442113439715
gene-FLV31_RS07890	1.0	0.3725631312847504	0.4471422419369947	0.3768343523896156	host	gene-FLV31_RS07890	None	None	0.4365389626360576
gene-FLV31_RS14985	1.0	0.30268697161175545	0.14244874595557827	0.1223979085852908	host	dnaB	None	None	23.143680339320365
gene-FLV31_RS19425	1.0	0.6735971336610542	0.16997901206805852	0.09520461230194384	host	gene-FLV31_RS19425	None	None	42.31586906585467
gene-FLV31_RS11500	0.6731898411857767	0.8112136546674843	1.0	0.7229214104971646	host	gene-FLV31_RS11500	None	None	0.13446116077477008
gene-FLV31_RS16370	1.0	0.2893904575876427	0.5573059478617949	0.3387019577643937	host	gene-FLV31_RS16370	None	None	0.6942570472278969
gene-FLV31_RS09945	1.0	0.414063059943257	0.180609487449402	0.12644996377506615	host	gene-FLV31_RS09945	None	None	6.623801672757672
gene-FLV31_RS02810	1.0	0.22039000133866735	0.10052913179051409	0.07885054662687253	host	gene-FLV31_RS02810	None	None	67.34272813438258
gene-FLV31_RS17380	1.0	0.34165756549366333	0.12184473106683257	0.08499184006958024	host	gene-FLV31_RS17380	None	None	57.21999823020953
