Geneid	15_R1	15_R2	15_R3	35_R1	35_R2	35_R3	45_R1	45_R2	45_R3	Entity	Symbol
gene-LUU82_09860	176	197	201	183	249	248	189	222	189	host	cstA
gene-LUU82_09220	172	242	173	169	204	195	194	159	146	host	gene-LUU82_09220
gene-LUU82_00850	1971	3039	2435	2648	2887	3165	3000	3504	3049	host	gene-LUU82_00850
gene-LUU82_07435	7489	12559	11582	13691	17104	22157	17895	21311	19981	host	hchA
gene-LUU82_03850	42	60	71	64	81	93	73	88	75	host	gene-LUU82_03850
gene-LUU82_11545	392	499	503	631	602	550	526	819	730	host	gene-LUU82_11545
gene-LUU82_03310	3160	4110	4006	6211	5642	4449	4446	7495	5400	host	gene-LUU82_03310
gene-LUU82_04245	8035	11139	8707	6332	8938	7542	6908	8819	6800	host	trmD
gene-LUU82_09030	35	33	45	37	48	44	44	53	57	host	gene-LUU82_09030
gene-LUU82_01965	1639	2517	2139	2237	2826	2842	2439	3112	2650	host	nrdR
gene-LUU82_04740	6532	8863	8276	7066	9199	8561	7020	10126	7662	host	gene-LUU82_04740
gene-SAM1_00174	10556	11689	11159	12761	11710	15197	17432	18096	18721	phage	gene-SAM1_00174
gene-LUU82_08055	7803	10349	9135	16975	10953	7349	7926	15674	10104	host	gene-LUU82_08055
gene-SAM1_00161	54462	61952	56041	21209	20689	21454	29969	29296	30062	phage	gene-SAM1_00161
gene-LUU82_11840	1671	2716	2383	12538	2661	2562	2087	3146	2599	host	nreB
gene-LUU82_01705	166	257	197	215	276	247	205	339	211	host	gene-LUU82_01705
gene-LUU82_11310	587	877	793	988	1181	1100	1060	1447	1301	host	gene-LUU82_11310
gene-LUU82_02060	4613	6257	5875	5906	6319	5040	3956	7361	4937	host	hemB
gene-LUU82_06755	974	1434	1441	1099	1428	1673	1144	1571	1386	host	gene-LUU82_06755
gene-LUU82_10715	706	1099	995	918	1074	1421	950	1300	1205	host	gene-LUU82_10715
gene-LUU82_12405	1890	2846	2505	2990	3419	3393	2960	4172	3341	host	modB
gene-LUU82_00580	1462	1406	1699	2353	2082	2071	2598	3245	2900	host	gene-LUU82_00580
gene-LUU82_12865	43037	62838	67798	44376	52792	69880	60003	72639	70646	host	gene-LUU82_12865
gene-LUU82_14050	175	354	270	199	263	328	276	302	275	host	gene-LUU82_14050
gene-LUU82_00690	4461	7249	7636	14305	13690	11165	44615	51149	41899	host	gene-LUU82_00690
gene-LUU82_05340	4204	6477	5540	5127	6260	8147	5943	6722	6129	host	gene-LUU82_05340
gene-LUU82_11020	2124	2875	3484	5676	2654	2968	2280	3762	3336	host	clpL
gene-LUU82_11790	331	472	423	513	549	550	465	682	535	host	gene-LUU82_11790
gene-LUU82_05705	1924	3096	2623	2935	3327	3692	3179	3694	3358	host	ygs
gene-LUU82_09345	302	419	407	341	464	342	394	604	472	host	argB
gene-LUU82_10890	503	700	685	612	719	757	702	861	668	host	gene-LUU82_10890
gene-LUU82_08725	625	798	855	738	822	1035	792	884	961	host	gene-LUU82_08725
gene-LUU82_08995	976	1646	1342	2094	2101	1709	1886	3155	2390	host	gene-LUU82_08995
gene-LUU82_12725	111	130	121	103	109	131	106	95	98	host	gene-LUU82_12725
gene-LUU82_04455	2811	4426	3072	5261	4394	4271	3325	5139	4086	host	pyrR
gene-LUU82_02160	7639	10261	8745	6956	9372	7218	6939	10270	6894	host	ruvA
gene-LUU82_03160	1479	2446	1729	1393	1808	2127	1659	1602	1620	host	gene-LUU82_03160
gene-LUU82_05000	1411	2422	1824	2356	2704	3610	2687	2623	2658	host	gene-LUU82_05000
gene-LUU82_04555	8554	13589	10669	11269	13131	14882	14123	14771	12902	host	mraZ
gene-LUU82_10155	9305	12678	11239	12396	14348	12797	12319	17280	13620	host	dnaA
gene-LUU82_13290	68764	87287	80161	94388	104997	77557	70424	114655	79681	host	atpA
gene-LUU82_12315	744	1137	908	1069	1308	1441	1292	1571	1346	host	gene-LUU82_12315
gene-LUU82_00275	701	978	1049	909	1080	1263	950	1388	1193	host	gene-LUU82_00275
gene-SAM1_00002	2750	3776	2964	1226	1101	1579	4256	3382	4975	phage	gene-SAM1_00002
gene-LUU82_09015	209	298	251	225	279	269	238	360	274	host	gene-LUU82_09015
gene-LUU82_00630	2190	2163	2825	3676	3218	3281	4322	5131	4378	host	gene-LUU82_00630
gene-LUU82_01605	5072	6951	6682	6598	7868	7416	6642	9725	7340	host	gene-LUU82_01605
gene-LUU82_13490	10655	15758	15980	12580	16126	18003	14824	19443	16779	host	rsbW
gene-LUU82_03955	3964	4861	5009	5033	5894	5394	4830	7046	5493	host	mutL
gene-LUU82_06105	1623	2374	2464	2431	3851	4263	2110	2968	2629	host	gene-LUU82_06105
gene-LUU82_03180	116	234	210	1391	195	156	143	220	140	host	gene-LUU82_03180_gene_ald
gene-LUU82_02545	2003	2831	2507	2713	3208	3019	2410	3680	2996	host	gene-LUU82_02545
gene-LUU82_03580	5200	7725	6965	7848	9148	9061	8305	11794	9290	host	cozEb
gene-LUU82_07730	4978	7247	6365	5890	7239	7455	6001	7087	6282	host	hpt
gene-LUU82_09285	238	376	302	279	314	315	266	371	297	host	gene-LUU82_09285
gene-LUU82_09810	454	698	594	515	668	656	575	727	637	host	gene-LUU82_09810
gene-LUU82_08440	93	149	136	141	156	168	142	234	193	host	gene-LUU82_08440
gene-LUU82_05220	1241	1651	1488	1528	1899	1956	1701	2210	1834	host	gene-LUU82_05220
gene-LUU82_09900	181	276	281	259	260	447	256	356	324	host	gene-LUU82_09900
gene-LUU82_12090	333	514	426	390	509	571	376	519	452	host	gene-LUU82_12090
gene-LUU82_01200	2996	7513	4547	2961	5104	6278	5450	3294	5039	host	gene-LUU82_01200
gene-LUU82_10360	378	498	475	507	606	589	477	650	566	host	lip1
gene-LUU82_08855	799	1047	953	1203	1472	1163	1588	2116	1694	host	gene-LUU82_08855
gene-LUU82_01265	355	488	420	419	618	644	490	651	588	host	gene-LUU82_01265
gene-LUU82_05200	35522	44372	47423	42525	58713	46991	51018	79614	56093	host	gene-LUU82_05200
gene-LUU82_11925	874	1428	1239	1573	2023	2252	1250	1481	1409	host	gene-LUU82_11925
gene-SAM1_00058	88009	108854	95521	24289	24709	26638	32518	31871	30133	phage	gene-SAM1_00058
gene-LUU82_01455	380	536	465	461	612	572	521	580	476	host	gene-LUU82_01455
gene-LUU82_07080	1413	1999	1700	1755	1905	2157	1695	2088	1802	host	gene-LUU82_07080
gene-LUU82_07460	152134	201215	171594	147037	207813	144574	141872	221862	143341	host	rpsG
gene-LUU82_04700	2378	3214	3202	3916	4395	4535	3757	5160	4171	host	gene-LUU82_04700
gene-SAM1_00165	20714	22486	21892	16530	14925	14148	25380	27175	24407	phage	gene-SAM1_00165
gene-LUU82_02955	1158	1545	1553	1812	1956	1517	1545	2240	1787	host	gene-LUU82_02955
gene-LUU82_13630	4333	7500	5793	5612	7702	8604	6802	7821	7461	host	gene-LUU82_13630
gene-LUU82_00960	3819	9129	8007	6936	10021	11710	11195	10713	10648	host	gene-LUU82_00960
gene-LUU82_04270	5171	7100	6498	6166	8059	7630	6558	8709	7057	host	ftsY
gene-LUU82_05990	695	1049	941	949	1035	917	926	1160	952	host	gene-LUU82_05990
gene-LUU82_04765	12445	16092	15072	16142	19906	15836	14429	22732	16344	host	pheT
gene-LUU82_11400	1789	2643	2850	1951	2291	3359	2397	3080	3181	host	gene-LUU82_11400
gene-LUU82_04830	75705	117106	88366	67335	89945	95095	76838	88370	75204	host	gene-LUU82_04830
gene-LUU82_05460	2140	3354	3034	2944	3984	4211	2721	4322	3806	host	gene-LUU82_05460
gene-LUU82_00535	2825	2992	3761	4494	4149	4661	6213	6925	6692	host	gene-LUU82_00535
gene-LUU82_10950	2688	3488	3864	3022	3542	3309	2859	4315	3354	host	gene-LUU82_10950
gene-LUU82_06450	4583	6884	5518	5546	6737	6179	4921	7091	5732	host	gene-LUU82_06450
gene-LUU82_09290	251	365	304	311	328	306	314	390	321	host	gene-LUU82_09290
gene-LUU82_03675	2259	3490	2546	2379	2670	2866	2418	2446	2012	host	gene-LUU82_03675
gene-LUU82_02240	4341	6173	5494	5470	6669	6124	5821	7677	6229	host	gene-LUU82_02240
gene-LUU82_09385	137	187	186	306	358	257	252	551	351	host	gene-LUU82_09385
gene-LUU82_11435	1497	2278	1842	2880	3002	2516	1775	2495	1715	host	cntA
gene-LUU82_11490	1699	2446	2037	2404	2838	2973	2488	3204	2765	host	gene-LUU82_11490
gene-LUU82_12580	133093	151267	144102	123765	173488	108686	121191	201602	126888	host	rplV
gene-LUU82_11170	543	974	829	761	1028	973	798	1114	932	host	gene-LUU82_11170
gene-LUU82_02925	145	192	174	191	216	246	212	265	236	host	gene-LUU82_02925
gene-LUU82_06655	6973	9474	7775	9734	9918	7934	5619	9686	6925	host	pfkB
gene-LUU82_07150	1958	2721	2364	2948	3333	3021	2564	3731	2905	host	gene-LUU82_07150
gene-LUU82_10660	159	289	224	366	270	265	224	287	241	host	nrdG
gene-LUU82_13305	19518	26878	23189	26600	30207	23674	21356	32931	23920	host	gene-LUU82_13305
gene-SAM1_00041	4260	6736	4418	33094	30728	48183	117815	74715	91330	phage	gene-SAM1_00041
gene-LUU82_02100	144	213	145	178	205	183	186	218	215	host	radC
gene-LUU82_06700	1035	1513	1303	1491	1528	1354	1215	1907	1494	host	gene-LUU82_06700
gene-SAM1_00118	133195	145622	136350	99061	92055	82601	152925	166740	139399	phage	gene-SAM1_00118
gene-LUU82_01285	33	57	36	55	47	55	44	58	41	host	splA
gene-LUU82_09370	150	206	222	137	195	226	148	227	188	host	gene-LUU82_09370
gene-LUU82_02625	4386	6590	5902	5312	6869	7198	5807	7461	6528	host	gene-LUU82_02625
gene-LUU82_05125	1365	1994	2386	3978	2825	2935	2323	3681	3059	host	purS
gene-LUU82_07265	11674	17952	16142	18653	21778	20699	18016	25575	21009	host	pta
gene-LUU82_09505	55	86	105	73	83	98	76	123	113	host	capA
gene-LUU82_11775	608	996	822	914	979	1066	948	1304	1007	host	gene-LUU82_11775
gene-LUU82_08330	26169	38225	36452	17154	22618	19478	17202	26318	19772	host	ahpC
gene-LUU82_10205	15677	24013	11584	17066	13705	23250	34914	7306	13218	host	gene-LUU82_10205
gene-LUU82_09090	107	140	161	115	173	146	179	294	202	host	gene-LUU82_09090
gene-LUU82_03690	830	1273	1216	963	1215	1485	871	1148	1067	host	gene-LUU82_03690
gene-LUU82_02590	1383	2022	1754	1204	1788	1823	1419	1766	1449	host	gene-LUU82_02590
gene-LUU82_03075	445	602	533	509	625	780	489	585	555	host	gene-LUU82_03075
gene-LUU82_02530	2980	4209	3861	4026	4755	4522	4013	5729	4523	host	recO
gene-LUU82_05635	1999	3581	2608	1803	2461	2906	2342	2329	2256	host	gene-LUU82_05635
gene-LUU82_02740	5559	7092	6826	6803	8210	7506	6670	9997	7337	host	nusB
gene-LUU82_01415	1651	2215	2170	2395	3004	2641	2226	3537	2557	host	menC
gene-LUU82_02140	73670	111203	88496	69236	98195	95066	85484	98687	87148	host	gene-LUU82_02140
gene-LUU82_05845	1667	2467	2204	2750	2936	2617	2212	3497	2456	host	gene-LUU82_05845
gene-LUU82_09035	134	167	159	186	204	207	184	214	216	host	gene-LUU82_09035
gene-LUU82_03095	5522	7272	7003	7936	9392	8385	7659	10838	8445	host	gene-LUU82_03095
gene-LUU82_06740	4960	7460	7798	6453	7914	9661	7929	10361	9426	host	gene-LUU82_06740
gene-LUU82_12875	1138	1476	1495	1366	1859	1896	1134	1496	1212	host	sfaA
gene-LUU82_00465	3294	4760	4696	5256	5706	5250	5304	7146	5792	host	vraR
gene-LUU82_03770	595	1074	701	731	819	958	978	888	900	host	gene-LUU82_03770
gene-LUU82_01120	68	101	104	90	87	109	75	103	89	host	gene-LUU82_01120
gene-LUU82_06045	804	1465	1308	1517	2013	2323	1676	2450	2169	host	gene-LUU82_06045
gene-LUU82_11810	560	970	837	8204	642	590	522	687	597	host	cobA
gene-SAM1_00225	2894	3882	3638	1772	1755	2383	3502	3531	4747	phage	gene-SAM1_00225
gene-LUU82_13850	6470	7559	9484	9300	7604	8043	9069	8350	8854	host	gene-LUU82_13850
gene-LUU82_09945	79	128	92	115	115	104	103	131	111	host	gene-LUU82_09945
gene-SAM1_00211	986	1247	1158	352	400	499	1598	1543	2004	phage	gene-SAM1_00211
gene-LUU82_06930	1782	2878	2343	2476	2958	3040	2272	3315	2811	host	gene-LUU82_06930
gene-LUU82_07090	2536	4118	3686	3971	4903	4730	3933	5519	4666	host	gene-LUU82_07090
gene-LUU82_10010	219	387	326	340	360	475	336	395	384	host	gene-LUU82_10010
gene-LUU82_07240	1096	1736	1296	1158	1565	1774	1374	1427	1391	host	gene-LUU82_07240
gene-LUU82_04210	148	196	188	150	183	176	141	209	188	host	gene-LUU82_04210
gene-LUU82_07580	3250	4358	4528	6144	6224	5689	3747	5586	4672	host	gene-LUU82_07580
gene-LUU82_07115	8737	13662	11752	12419	15310	15945	13073	16923	14701	host	argS
gene-LUU82_10425	289	525	511	410	516	525	441	592	538	host	gene-LUU82_10425
gene-LUU82_06155	490	735	599	602	785	840	615	750	736	host	gene-LUU82_06155
gene-LUU82_13320	19845	27677	24663	23456	28769	26860	24372	31100	25771	host	murA
gene-LUU82_06650	17273	24751	19590	28845	24073	19938	14426	22923	17380	host	gene-LUU82_06650
gene-LUU82_04405	3077	4227	3830	4083	4719	4507	4168	5057	4309	host	gene-LUU82_04405
gene-SAM1_00104	9259	14291	11362	3801	3751	5200	13137	9900	14372	phage	gene-SAM1_00104
gene-LUU82_09350	535	754	719	2573	764	729	658	941	796	host	gene-LUU82_09350
gene-LUU82_09445	218	268	322	251	341	256	258	402	290	host	cap8M
gene-LUU82_01110	2390	3359	2800	2539	3027	3365	2722	3192	2802	host	gene-LUU82_01110
gene-LUU82_13920	1775	2344	2958	2802	2354	3025	2780	2265	2750	host	gene-LUU82_13920
gene-LUU82_08005	132	232	205	248	332	311	319	485	368	host	gene-LUU82_08005
gene-LUU82_12910	2057	3027	2519	2728	3574	3233	2846	3763	3101	host	gene-LUU82_12910
gene-LUU82_01520	2435	3201	3638	3551	4339	3807	3516	6035	4474	host	ribD
gene-SAM1_00028	16228	19389	18703	5734	5557	5719	11728	11810	12154	phage	gene-SAM1_00028
gene-LUU82_03215	1735	2350	2163	2324	2898	2583	2175	3273	2608	host	gene-LUU82_03215
gene-LUU82_03080	1839	2449	2096	2723	2935	2794	2321	3104	2492	host	bshA
gene-SAM1_00068	304229	370260	322752	72262	109093	97443	54839	52810	56579	phage	gene-SAM1_00068
gene-LUU82_02130	3399	4570	4217	4199	5021	4442	3868	5666	4324	host	mreD
gene-LUU82_02580	2390	3014	2730	2055	2751	2547	2173	2826	2203	host	gene-LUU82_02580
gene-LUU82_07850	1092	1430	1307	1293	1522	1283	1115	1592	1145	host	gene-LUU82_07850
gene-LUU82_00370	23044	30138	28368	31099	38577	31705	30493	45862	32088	host	gatA
gene-LUU82_05760	2158	3483	2724	2202	2770	3211	2317	2804	2515	host	gene-LUU82_05760
gene-LUU82_05685	406	691	579	821	715	679	522	809	604	host	gene-LUU82_05685
gene-SAM1_00170	62509	75268	65013	50052	53028	54791	74176	71598	77741	phage	gene-SAM1_00170
gene-LUU82_02335	376	463	535	386	509	625	614	893	796	host	gene-LUU82_02335
gene-LUU82_11145	347	506	444	421	547	542	384	559	445	host	gene-LUU82_11145
gene-LUU82_05885	2359	3066	3353	3256	3902	3578	2925	4741	3624	host	gene-LUU82_05885
gene-LUU82_12765	518	712	683	894	923	971	763	1235	1021	host	gene-LUU82_12765
gene-SAM1_00114	28161	25184	26508	27885	25132	22465	43570	46860	40709	phage	gene-SAM1_00114
gene-LUU82_11165	582	1002	877	834	811	1061	778	1039	941	host	gene-LUU82_11165
gene-LUU82_11265	9776	13420	5639	10494	16047	9690	17392	23485	12256	host	fnbB
gene-LUU82_03915	1934	3169	2647	3031	3620	4301	3086	4188	3632	host	gene-LUU82_03915
gene-LUU82_04015	2094	2769	2617	2631	3112	3131	2604	3666	2987	host	gene-LUU82_04015
gene-LUU82_01235	230	446	326	260	326	409	426	374	386	host	gene-LUU82_01235
gene-LUU82_07495	127940	198249	150028	119852	178625	177682	155069	180298	156892	host	rplJ
gene-SAM1_00098	74831	61741	69087	79740	77358	70837	87120	90422	76627	phage	gene-SAM1_00098
gene-LUU82_07655	3403	7861	5044	4197	5902	6961	7210	4451	5137	host	gene-LUU82_07655
gene-LUU82_13685	3149	4252	4076	3780	4603	5218	4549	6283	5750	host	gene-LUU82_13685
gene-LUU82_10280	1196	2108	1910	1851	1887	2044	1500	2390	2049	host	gene-LUU82_10280
gene-LUU82_00710	2047	3316	3444	6048	5951	5234	19030	20329	17698	host	gene-LUU82_00710
gene-LUU82_06805	39	39	33	38	35	45	37	45	40	host	gene-LUU82_06805
gene-LUU82_03565	3656	6042	4737	3979	4929	5923	4352	4732	4432	host	gene-LUU82_03565
gene-LUU82_13090	886	1418	1284	1335	1594	1369	1309	1972	1799	host	czrA
gene-LUU82_01000	6051	13274	8595	7976	11474	13647	15859	11588	14363	host	gene-LUU82_01000
gene-LUU82_07175	302	509	442	540	583	746	646	674	637	host	gene-LUU82_07175
gene-LUU82_13145	2333	3758	3257	3961	4641	5166	3931	5556	4551	host	gene-LUU82_13145
gene-LUU82_02950	1937	2985	2415	1737	2550	3040	2256	2441	2227	host	gene-LUU82_02950
gene-LUU82_06790	1170	1309	1429	1659	1952	1468	1326	2381	1645	host	gene-LUU82_06790
gene-LUU82_10325	215	250	249	252	289	273	219	323	280	host	hisD
gene-LUU82_05860	8545	13968	11224	11695	14874	15639	12109	15798	13484	host	lipA
gene-LUU82_01990	5395	8008	7581	6322	8546	8308	7105	9905	8118	host	gene-LUU82_01990
gene-LUU82_07045	3875	5184	5014	3545	4658	4255	4519	6369	4860	host	mnhA2
gene-LUU82_12320	1216	1982	1508	1611	1976	2368	1996	2103	1965	host	gene-LUU82_12320
gene-LUU82_05205	44	86	55	63	110	99	90	110	84	host	gene-LUU82_05205
gene-LUU82_08955	2726	3781	3223	3901	4634	4072	3843	5474	4365	host	gene-LUU82_08955
gene-LUU82_10200	548	850	699	818	852	886	767	1043	870	host	gene-LUU82_10200
gene-LUU82_06125	393	621	568	551	761	885	761	1101	984	host	gene-LUU82_06125
gene-LUU82_00270	4050	5886	5361	5955	6962	6578	6197	8521	6940	host	gene-LUU82_00270
gene-LUU82_12285	747	1300	1150	1321	1526	1694	1376	2000	1735	host	gene-LUU82_12285
gene-LUU82_13580	198	250	287	222	294	231	233	375	252	host	ilvD
gene-LUU82_08280	43149	58567	62008	66606	89761	69833	80717	127114	90229	host	guaA
gene-LUU82_00245	2181	3496	2918	2668	3092	3398	3889	4389	3820	host	gene-LUU82_00245
gene-LUU82_09355	622	793	825	748	952	887	835	1101	902	host	gene-LUU82_09355
gene-LUU82_10520	1156	1763	1415	2748	2607	2709	2654	3237	2698	host	isaB
gene-LUU82_02475	3169	4607	4178	4265	5016	5445	4113	5402	4493	host	gene-LUU82_02475
gene-LUU82_00790	502	794	834	1162	1113	933	4551	5554	4417	host	gene-LUU82_00790
gene-LUU82_07540	2374	2786	2774	3250	3718	3100	2601	4140	2898	host	gene-LUU82_07540
gene-LUU82_05400	5179	7345	6334	6861	8282	7611	6595	8671	6933	host	gene-LUU82_05400
gene-LUU82_03825	137	213	179	198	241	282	307	290	284	host	gene-LUU82_03825
gene-LUU82_11740	1224	1834	1634	1535	1865	2264	1720	2207	1982	host	gene-LUU82_11740
gene-LUU82_11255	192	221	115	229	368	209	343	718	382	host	gene-LUU82_11255
gene-LUU82_06850	2163	2830	2489	3510	3908	3815	3150	3747	3103	host	vraG
gene-LUU82_04695	1980	2657	2598	3169	3669	3606	3031	4284	3556	host	gene-LUU82_04695
gene-LUU82_01010	4612	8829	5925	5283	7370	8643	9757	7209	7736	host	gene-LUU82_01010
gene-LUU82_02430	1179	1840	1342	1363	1472	1856	1496	1378	1392	host	holA
gene-LUU82_12680	101056	128553	115386	99320	146721	109008	114185	166224	116282	host	rpsK
gene-LUU82_10210	50	60	55	51	66	80	70	74	63	host	vraH
gene-LUU82_02695	3370	5457	4452	5433	6228	6015	5782	7731	6344	host	gene-LUU82_02695
gene-LUU82_10720	90447	134011	112389	111056	149379	134096	137134	186041	147980	host	mqo
gene-LUU82_11495	1241	1711	1884	1293	1602	1887	1633	2074	1986	host	gene-LUU82_11495
gene-LUU82_10035	3778	6181	5343	6376	7785	6060	6690	10881	7524	host	adsA
gene-LUU82_13485	6182	9344	9214	7479	9600	10496	8692	11317	10078	host	gene-LUU82_13485
gene-LUU82_11805	240	422	352	3654	293	241	239	272	241	host	nirD
gene-LUU82_03230	3271	4619	4238	4451	5478	5123	4614	6539	5278	host	gene-LUU82_03230
gene-LUU82_07325	1007	1301	1232	1284	1522	1322	1263	1833	1320	host	gene-LUU82_07325
gene-LUU82_05175	19902	28024	24190	27082	27582	21428	16777	26392	20195	host	qoxD
gene-LUU82_00810	6823	10823	10425	8720	11057	12267	10961	14734	12584	host	gene-LUU82_00810
gene-LUU82_05820	17951	24018	17756	24876	31135	23589	21150	28187	19623	host	dltA
gene-LUU82_02375	2460	3715	3229	3000	3804	4124	3187	4065	3484	host	gene-LUU82_02375
gene-LUU82_09835	152	187	179	159	190	247	165	228	199	host	gene-LUU82_09835
gene-LUU82_04265	1947	2727	2500	2329	2952	3077	2497	3272	2808	host	gene-LUU82_04265
gene-LUU82_05415	1971	3200	2442	3032	3056	3071	3093	3828	3385	host	gene-LUU82_05415
gene-LUU82_06735	3025	4671	3951	3636	4495	5072	3786	4614	4238	host	gene-LUU82_06735
gene-LUU82_07915	6217	8332	7532	8477	10005	8943	8242	11330	8823	host	dnaX
gene-LUU82_00545	8491	13663	10893	11605	13163	14043	14537	16371	14390	host	gene-LUU82_00545
gene-LUU82_05440	5614	7712	7152	7301	9212	8447	7459	10812	8256	host	gene-LUU82_05440
gene-LUU82_06295	2761	3776	3692	3604	4045	4528	3604	4438	4265	host	whiA
gene-LUU82_05800	3269	5770	4384	4352	5922	7572	6157	6431	5963	host	gene-LUU82_05800
gene-LUU82_13020	7092	10170	9420	11583	12929	12843	11238	15637	13540	host	glmM
gene-LUU82_13190	69687	105977	88334	111287	126861	127886	112160	142239	122119	host	gene-LUU82_13190
gene-LUU82_06470	1563	2069	2309	2670	4119	4558	1836	2310	2068	host	gene-LUU82_06470
gene-LUU82_10735	132	211	225	202	201	230	211	276	268	host	gene-LUU82_10735
gene-LUU82_10060	3320	4697	4252	4827	5582	4692	4596	6611	5186	host	yycF
gene-LUU82_05815	13858	18604	14197	19738	24765	20358	17505	22740	16645	host	dltB
gene-LUU82_10990	35	49	57	49	49	46	40	57	55	host	gene-LUU82_10990
gene-LUU82_06185	182	281	203	263	258	262	246	323	244	host	emp
gene-LUU82_08680	65	103	91	63	82	90	71	86	91	host	gene-LUU82_08680
gene-LUU82_11640	14	15	18	13	18	24	5	9	13	host	gene-LUU82_11640
gene-LUU82_14040	296	481	423	363	456	732	483	463	497	host	gene-LUU82_14040
gene-LUU82_08025	5251	7302	5942	4139	5600	5494	4941	4909	4693	host	gene-LUU82_08025
gene-LUU82_06820	683	1224	815	904	1122	1895	1492	1272	1310	host	sarX
gene-LUU82_11995	5110	6924	5654	4848	6325	6071	6259	7714	6069	host	gene-LUU82_11995
gene-LUU82_10415	488	760	834	601	765	800	660	985	795	host	gene-LUU82_10415
gene-LUU82_13395	4033	5743	5048	6245	6945	7296	5848	7533	6646	host	gene-LUU82_13395
gene-SAM1_00076	16537	14600	14622	37654	39218	55048	54327	46616	52442	phage	gene-SAM1_00076
gene-LUU82_10945	1057	1379	1526	1144	1393	1181	1107	1709	1302	host	gene-LUU82_10945
gene-LUU82_00130	394	622	536	548	571	606	520	572	558	host	sak
gene-LUU82_04335	2319	2998	2687	2971	3416	2981	2777	3744	2892	host	rpe
gene-LUU82_06195	11113	13924	16522	10623	12952	12170	10782	13860	11646	host	clfA
gene-LUU82_06610	2767	4537	1915	5007	6612	4622	8290	11850	7078	host	gene-LUU82_06610
gene-LUU82_06905	243	310	296	371	409	362	264	413	345	host	dhaL
gene-LUU82_08400	72977	109840	85411	72869	102953	106068	87125	106765	88881	host	rpsR
gene-LUU82_07840	1757	2510	2128	2081	2471	2209	1911	2635	2035	host	rsmI
gene-LUU82_13725	640	875	772	880	1106	977	847	1182	872	host	gene-LUU82_13725
gene-LUU82_00105	1645	2677	2350	2516	2798	3598	2763	3222	3188	host	sep
gene-LUU82_01475	252	360	275	301	357	386	336	411	331	host	sdpA
gene-SAM1_00141	21707	28379	23485	6248	6858	8755	5316	4338	4898	phage	gene-SAM1_00141
gene-LUU82_01970	4694	6388	6013	6442	7768	7011	6422	9140	7101	host	gene-LUU82_01970
gene-SAM1_00203	2019	2538	2293	817	742	824	4015	4062	5090	phage	gene-SAM1_00203
gene-LUU82_08270	1381	2262	1990	1643	2175	2208	1650	2464	2247	host	gene-LUU82_08270
gene-LUU82_05950	651	1204	840	714	850	1224	1205	993	1104	host	gene-LUU82_05950
gene-LUU82_01050	406	586	529	1276	762	718	678	1053	887	host	gene-LUU82_01050
gene-LUU82_00955	4201	9661	8944	7739	11107	12417	11966	11821	11617	host	gene-LUU82_00955
gene-LUU82_13310	45	106	79	63	90	62	76	90	88	host	gene-LUU82_13310
gene-LUU82_04480	19221	26969	23987	23927	29753	25648	23274	33111	24648	host	ileS
gene-LUU82_12550	134288	167300	149938	124696	171372	113698	121145	188060	124436	host	rpsJ
gene-LUU82_04075	4229	6156	5614	4903	6282	5923	4753	7179	5667	host	ribF
gene-LUU82_04070	33662	62734	39446	29889	41614	47493	40898	37844	36551	host	rpsO
gene-LUU82_12365	109	146	130	147	179	206	160	201	202	host	yut
gene-LUU82_08580	118	120	140	133	162	114	121	191	142	host	gene-LUU82_08580
gene-LUU82_05230	450	593	648	575	711	665	583	851	726	host	sspB
gene-LUU82_03885	83	139	146	110	121	127	127	160	119	host	gene-LUU82_03885
gene-LUU82_01510	1429	2153	1755	1441	1977	1825	1487	1948	1616	host	gene-LUU82_01510
gene-LUU82_07715	11509	17942	15387	19471	24369	23215	19365	28814	23338	host	cysK
gene-LUU82_12770	252	377	311	404	487	477	401	549	418	host	gene-LUU82_12770
gene-LUU82_12415	2780	3595	3463	3962	4487	3466	3387	5723	4041	host	gene-LUU82_12415
gene-LUU82_08640	64	97	101	78	99	101	78	128	82	host	gene-LUU82_08640
gene-LUU82_10760	3494	5694	4973	4375	5878	6096	4278	6672	5342	host	panB
gene-LUU82_09715	478	712	707	646	930	835	815	1131	945	host	gene-LUU82_09715
gene-LUU82_09915	913	1259	1194	1160	1420	1323	1323	1486	1266	host	gene-LUU82_09915
gene-LUU82_03785	153	225	229	180	252	269	207	296	236	host	gene-LUU82_03785
gene-SAM1_00088	349535	396492	375291	149002	161632	157246	136996	145449	135824	phage	gene-SAM1_00088
gene-LUU82_04300	10663	13972	11144	15182	18028	15632	13049	19229	14263	host	plsX
gene-LUU82_06815	5753	8413	7172	8535	9832	10230	8665	10380	9336	host	gene-LUU82_06815
gene-LUU82_11630	150	200	266	199	260	316	199	239	249	host	gene-LUU82_11630
gene-LUU82_01105	10433	17011	12056	8498	11721	12254	8822	9814	8722	host	gene-LUU82_01105
gene-LUU82_01720	4800	7085	6289	8551	7631	7044	5121	8005	6084	host	gene-LUU82_01720
gene-LUU82_13800	5700	6835	8074	8094	6660	7605	7782	7280	8077	host	gene-LUU82_13800
gene-LUU82_06785	3657	4899	4720	4933	5880	5473	4582	6675	5233	host	gene-LUU82_06785
gene-LUU82_12045	947	1298	1249	1455	1679	1625	1273	1888	1496	host	gene-LUU82_12045
