Geneid	15_R1	15_R2	15_R3	35_R1	35_R2	35_R3	45_R1	45_R2	45_R3	Entity	Symbol
gene-SAM1_00074	6901	11991	7204	2249	2565	4203	2956	1772	2202	phage	gene-SAM1_00074
gene-LUU82_10550	298	483	428	497	559	469	446	644	475	host	arcD
gene-LUU82_01395	2083	2859	2661	4492	3826	3547	3116	4051	3435	host	gene-LUU82_01395
gene-LUU82_13985	3800	5445	4752	4616	5695	5795	4466	6127	4779	host	blaZ
gene-LUU82_07390	2610	3819	3558	3267	4650	5060	4049	5693	4833	host	gene-LUU82_07390
gene-LUU82_08740	450	566	640	540	626	722	581	742	694	host	gene-LUU82_08740
gene-LUU82_03645	1442	1859	1793	1625	2104	2001	1573	2027	1678	host	gene-LUU82_03645
gene-LUU82_03155	5511	7430	6141	5286	6594	6160	5126	6359	5295	host	gene-LUU82_03155
gene-LUU82_01130	14194	19252	19161	22552	25563	23415	21654	31505	24776	host	gene-LUU82_01130
gene-LUU82_00985	3607	9345	6527	5126	8625	11703	10582	7642	9220	host	gene-LUU82_00985
gene-LUU82_08525	526	857	762	990	1091	1274	1197	1682	1483	host	gene-LUU82_08525
gene-LUU82_13295	45019	53219	52231	61052	67586	45821	42780	76186	49394	host	gene-LUU82_13295
gene-LUU82_01370	543	801	655	744	849	1100	671	1016	930	host	gene-LUU82_01370
gene-LUU82_02325	8415	13662	10935	9191	11945	13665	11402	12379	11653	host	greA
gene-LUU82_12275	2268	3196	2892	3545	3990	3796	3375	4772	3985	host	gene-LUU82_12275
gene-LUU82_06410	4176	6955	4603	3920	4774	4955	3574	4184	3572	host	gene-LUU82_06410
gene-LUU82_06665	389	582	462	475	553	663	446	575	549	host	ybaK
gene-LUU82_02870	527	742	668	720	891	933	740	914	830	host	gene-LUU82_02870
gene-LUU82_09840	95	174	120	137	156	151	120	139	155	host	gene-LUU82_09840
gene-SAM1_00117	157719	155419	153499	140795	133505	135438	210276	220878	206063	phage	gene-SAM1_00117
gene-LUU82_02890	1941	2656	2433	2506	2926	2590	2443	3349	2630	host	gene-LUU82_02890
gene-LUU82_07100	1432	2060	1986	2030	2520	2355	2040	3065	2418	host	gene-LUU82_07100
gene-LUU82_07145	1163	1768	1614	1912	2311	2248	1941	2880	2230	host	gene-LUU82_07145
gene-LUU82_01765	712	1070	1055	1174	1331	1580	1392	1860	1773	host	gene-LUU82_01765
gene-LUU82_11755	673	1000	935	854	1166	1036	899	1405	1112	host	gene-LUU82_11755
gene-LUU82_12250	11609	16193	15442	14396	16707	14205	20423	29934	22971	host	fdhF
gene-LUU82_07780	12794	17645	16728	18953	22370	19704	17455	26305	19996	host	gene-LUU82_07780
gene-LUU82_11225	1478	2084	2458	1277	1526	2069	2003	2366	2560	host	gene-LUU82_11225
gene-LUU82_01320	2064	3067	2775	3014	3766	3177	2793	4552	3304	host	gene-LUU82_01320
gene-LUU82_02020	394	744	570	592	705	932	623	747	667	host	gene-LUU82_02020
gene-LUU82_09725	630	806	850	1047	806	783	654	866	793	host	gene-LUU82_09725
gene-LUU82_04545	5652	8146	6994	7067	8443	8358	7474	9354	7718	host	ftsL
gene-LUU82_04955	2105	3336	2760	1683	2617	2471	2057	2699	2043	host	gene-LUU82_04955
gene-LUU82_13840	2582	2895	3746	3864	3113	3026	3478	3340	3546	host	gene-LUU82_13840
gene-SAM1_00207	2684	3487	2938	1125	1058	1267	6617	5896	7903	phage	gene-SAM1_00207
gene-LUU82_08560	1690	2357	1987	1742	2348	2311	2145	2346	2080	host	mepA
gene-LUU82_00750	3213	5381	5579	9352	8744	6973	33410	39713	33299	host	gene-LUU82_00750
gene-LUU82_05385	8953	14060	11581	9487	12629	13251	10071	12538	10805	host	gene-LUU82_05385
gene-LUU82_12690	80854	110391	92055	76606	116263	90607	90917	128264	93271	host	rplQ
gene-SAM1_00007	5558	6853	5982	2758	2548	2806	8040	7458	8901	phage	gene-SAM1_00007
gene-LUU82_02550	12278	16722	14390	14200	16599	15597	13268	17194	13534	host	dnaG
gene-LUU82_11480	191	312	229	264	330	412	306	337	281	host	gene-LUU82_11480
gene-LUU82_09970	71	104	98	82	109	109	84	116	108	host	gene-LUU82_09970
gene-LUU82_10175	10454	14301	12724	9430	12741	10530	9174	13411	9760	host	mnmG
gene-LUU82_09430	1025	1413	1500	1220	1686	1547	1399	1877	1626	host	cap8P
gene-LUU82_13170	1207	1768	1506	1676	1950	2059	1771	2179	2001	host	gene-LUU82_13170
gene-LUU82_08355	964	1545	1227	910	1134	1319	1070	1243	1134	host	gene-LUU82_08355
gene-LUU82_06225	5368	7238	6693	6522	7893	7448	6725	8894	7163	host	smpB
gene-LUU82_06110	588	848	749	860	994	1077	727	1090	1016	host	aroD
gene-LUU82_05700	987	1448	1449	2014	2469	2392	1802	3104	2346	host	gene-LUU82_05700
gene-LUU82_03100	12732	19100	17157	17598	22122	20474	17492	24924	20385	host	asnS
gene-LUU82_13285	29507	36368	34155	40164	44349	34680	29534	48591	34015	host	gene-LUU82_13285
gene-LUU82_01490	675	944	907	896	1035	1062	972	1192	1000	host	sigS
gene-LUU82_13035	1123	1570	1738	1300	1471	1772	1319	1814	1624	host	gene-LUU82_13035
gene-LUU82_10840	357	440	382	419	501	434	401	576	431	host	gene-LUU82_10840
gene-LUU82_05780	1317	1917	1693	1643	2217	2795	1940	2211	2222	host	gene-LUU82_05780
gene-LUU82_13770	1651	2436	2287	2680	3228	3656	2506	3674	3081	host	gene-LUU82_13770
gene-LUU82_03740	472	750	690	614	696	800	741	1100	933	host	thrC
gene-LUU82_05120	2191	3038	3982	6521	4721	4849	3940	6219	5179	host	purQ
gene-LUU82_00040	91	122	151	124	119	92	123	138	135	host	gene-LUU82_00040
gene-LUU82_02940	3819	5549	4895	4897	5930	6297	4769	6683	5559	host	gene-LUU82_02940
gene-LUU82_09000	896	1182	1108	1651	1790	1451	1679	2761	1962	host	gene-LUU82_09000
gene-LUU82_04715	5745	7655	6188	7765	6947	4699	6925	11907	7343	host	sdhA
gene-SAM1_00179	2538	3164	2777	2845	2866	3219	6477	6113	7165	phage	gene-SAM1_00179
gene-LUU82_06825	1246	1582	1663	2369	2501	2372	2515	3138	2596	host	gene-LUU82_06825
gene-LUU82_06120	1822	2848	2487	2040	2873	3179	2160	3120	2993	host	gene-LUU82_06120
gene-SAM1_00034	8310	13314	9627	3291	3209	5207	8358	6379	8311	phage	gene-SAM1_00034
gene-LUU82_02715	3428	4860	4614	4948	6036	5893	4713	7184	5602	host	gene-LUU82_02715
gene-LUU82_00310	4193	6765	5612	5832	7219	8163	6656	7292	6969	host	gene-LUU82_00310
gene-LUU82_02680	1962	2687	2482	3081	3318	3004	2611	4280	3239	host	gcvT
gene-SAM1_00071	117806	161733	132465	30494	31127	34242	39882	38819	42588	phage	gene-SAM1_00071
gene-LUU82_03500	7747	10390	10383	11256	12632	13267	10528	14658	12086	host	femB
gene-LUU82_07060	53	98	95	84	99	87	74	103	89	host	gene-LUU82_07060
gene-SAM1_00191	22621	27450	23686	10112	9180	11612	22339	21852	26139	phage	gene-SAM1_00191
gene-SAM1_00037	14201	18941	16029	5460	5296	7044	16067	14031	17321	phage	gene-SAM1_00037
gene-LUU82_00875	774	1167	1079	1438	1554	1687	1362	1795	1575	host	bcp
gene-LUU82_11030	12557	18257	16386	18858	21765	20279	17176	24140	19470	host	gene-LUU82_11030
gene-LUU82_09080	541	799	753	939	903	983	777	998	1002	host	gene-LUU82_09080
gene-LUU82_11240	196	305	250	316	331	307	266	391	297	host	gene-LUU82_11240
gene-LUU82_07595	3531	5147	4072	5989	7280	7103	7095	9615	7575	host	pdxT
gene-SAM1_00222	1974	3135	2335	1234	1401	2268	3102	2113	3365	phage	gene-SAM1_00222
gene-LUU82_00830	2855	4218	3879	4685	5278	5289	5925	8108	6525	host	gene-LUU82_00830
gene-LUU82_01070	8912	13268	13526	11537	14134	16282	13146	17870	16137	host	gene-LUU82_01070
gene-LUU82_09895	324	473	415	418	483	689	481	528	532	host	gene-LUU82_09895
gene-LUU82_02320	11012	16413	14145	11993	15509	14789	12346	16764	13552	host	udk
gene-LUU82_13885	3186	3757	4607	4685	3822	3576	4324	4107	4087	host	gene-LUU82_13885
gene-LUU82_00320	286	441	372	381	471	440	462	575	515	host	gene-LUU82_00320
gene-LUU82_06670	6567	10446	7986	8248	10459	12577	11560	11960	10800	host	gene-LUU82_06670
gene-LUU82_12375	12168	18188	18033	19927	31745	40706	23081	22832	23535	host	gene-LUU82_12375
gene-SAM1_00035	8803	11880	9821	3244	3192	3980	8715	7899	9685	phage	gene-SAM1_00035
gene-LUU82_01390	435	481	423	702	644	486	435	613	465	host	gene-LUU82_01390
gene-LUU82_06580	949	1362	1303	1421	1784	1640	1306	1962	1420	host	gene-LUU82_06580
gene-LUU82_13225	8883	12343	10428	11013	13034	10985	9964	13152	9708	host	prfA
gene-LUU82_02915	149	191	196	240	234	261	262	366	301	host	gene-LUU82_02915
gene-LUU82_04560	2961	4127	3727	3790	4870	4954	3753	4925	4056	host	bshC
gene-LUU82_10040	2074	3324	2519	2879	3452	3273	3027	2967	2776	host	gene-LUU82_10040
gene-LUU82_03250	4905	6225	6505	7404	8470	7602	6637	10545	7806	host	msrA
gene-LUU82_05975	687	954	830	783	822	772	814	1019	839	host	gene-LUU82_05975
gene-LUU82_06205	178	243	285	127	218	278	176	238	208	host	gene-LUU82_06205
gene-LUU82_02515	1450	1795	1742	1948	2093	2128	1672	2529	1993	host	gene-LUU82_02515
gene-LUU82_08215	278	364	323	387	508	538	446	624	539	host	gene-LUU82_08215
gene-LUU82_03015	3521	4702	4059	4453	4912	4665	4040	5408	4539	host	gene-LUU82_03015
gene-LUU82_11975	1176	1665	1458	1669	2039	1881	1723	2283	1933	host	hssS
gene-LUU82_08120	140	192	204	223	187	250	190	242	232	host	lpl2
gene-LUU82_13475	5702	8983	7813	7874	10262	10857	9412	12308	10193	host	gene-LUU82_13475
gene-LUU82_09690	4546	7059	6473	5106	8090	6733	5700	6953	6057	host	sirC
gene-LUU82_05080	2916	4212	4014	3498	5186	4055	4710	7841	5194	host	gene-LUU82_05080
gene-LUU82_08815	491	707	754	917	1132	1113	1143	1456	1477	host	essB
gene-LUU82_05330	628	1016	767	588	672	858	664	609	560	host	gene-LUU82_05330
gene-LUU82_11135	275	423	385	397	435	448	439	473	451	host	gene-LUU82_11135
gene-LUU82_07825	2191	2745	2728	2763	3478	3116	2841	4096	3026	host	rnmV
gene-LUU82_10075	15843	23115	20594	21412	24014	20990	16792	24226	19074	host	gene-LUU82_10075
gene-LUU82_02405	3646	4885	4428	4083	5146	5453	4465	5580	4863	host	rsfS
gene-LUU82_08485	1652	2502	2047	2031	2597	2857	2813	3132	2905	host	gene-LUU82_08485
gene-LUU82_03750	109	166	147	148	172	153	200	239	201	host	gene-LUU82_03750
gene-LUU82_08775	2104	3064	2847	2313	3354	3830	3009	3319	3370	host	gene-LUU82_08775
gene-LUU82_01435	573	786	686	943	947	727	691	1068	802	host	pckA
gene-LUU82_01180	3706	5079	4790	4255	4969	4184	3424	5512	3893	host	hemE
gene-SAM1_00079	47471	48123	48224	40055	40620	44290	44665	47174	46373	phage	gene-SAM1_00079
gene-LUU82_08895	771	1027	1071	1011	1206	1041	961	1367	1141	host	gene-LUU82_08895
gene-LUU82_06485	7453	10766	10735	13191	15929	17342	13695	17894	15270	host	nrdF
gene-LUU82_13545	357	498	384	295	400	330	267	375	299	host	leuD
gene-LUU82_05565	16031	23601	16235	27773	35469	33064	26965	35342	30396	host	fabF
gene-LUU82_01195	1227	2027	1500	1803	2019	2031	1731	2181	1863	host	gene-LUU82_01195
gene-LUU82_03965	2803	3697	3661	3448	4296	4280	3542	5238	4175	host	thiW
gene-LUU82_02270	6257	8683	8488	8126	10353	9482	8278	11562	8947	host	mnmA
gene-LUU82_02630	2731	3807	3614	3401	3912	3868	3287	4845	3842	host	gene-LUU82_02630
gene-LUU82_00250	3010	4453	3794	4776	5180	5179	4307	5740	4842	host	gene-LUU82_00250
gene-LUU82_03870	122	173	170	147	147	202	146	233	179	host	gene-LUU82_03870
gene-SAM1_00053	7833	10669	8956	2575	2515	3746	6174	4955	6268	phage	gene-SAM1_00053
gene-LUU82_09995	14625	22013	19531	20941	24249	24386	19355	27512	23338	host	gene-LUU82_09995_gene_mecA
gene-LUU82_07875	1959	2993	2631	3093	3684	3516	2885	4278	3525	host	tmk
gene-LUU82_01030	12214	19922	15179	12764	18301	16368	17471	18795	16780	host	gene-LUU82_01030
gene-LUU82_13835	2298	2810	3540	3558	2853	3019	3319	3009	3392	host	gene-LUU82_13835
gene-LUU82_04990	94288	117702	109995	103768	150573	102526	115295	189907	124479	host	gene-LUU82_04990
gene-LUU82_12495	8101	10673	11058	13854	15885	14380	14585	20515	16372	host	gene-LUU82_12495
gene-LUU82_03060	2068	2609	2686	2480	3136	2887	2719	3650	2957	host	gene-LUU82_03060
gene-LUU82_06730	1646	2268	2294	2258	2464	2387	2049	2870	2367	host	gene-LUU82_06730
gene-LUU82_04635	245	472	333	299	423	570	459	431	435	host	gene-LUU82_04635
gene-LUU82_06875	1516	2164	1789	2762	2932	2884	2678	3304	2780	host	gene-LUU82_06875
gene-LUU82_13130	1037	1483	1326	2458	2348	1765	1760	2837	2009	host	deoC
gene-LUU82_04620	51	85	71	59	83	80	73	101	82	host	gene-LUU82_04620
gene-LUU82_07805	6302	9749	8821	7494	9052	10001	9510	11101	10139	host	purR
gene-LUU82_09910	554	870	726	645	807	1013	765	870	736	host	gene-LUU82_09910
gene-LUU82_08350	473	795	638	680	765	794	619	994	737	host	gene-LUU82_08350
gene-LUU82_10695	944	1258	1189	1147	1590	1232	1216	1844	1455	host	betA
gene-LUU82_05185	6421	8617	7902	8613	10216	9967	9967	11584	9919	host	gene-LUU82_05185
gene-LUU82_08645	440	806	617	513	718	751	564	738	642	host	gene-LUU82_08645
gene-SAM1_00106	32367	51006	37546	10361	11066	15079	24014	18602	26131	phage	gene-SAM1_00106
gene-LUU82_06895	11728	16592	13135	16155	18162	18457	17295	18322	16537	host	gene-LUU82_06895
gene-LUU82_02265	5206	6995	6566	6507	8348	7474	6355	8971	7069	host	gene-LUU82_02265
gene-LUU82_09110	186	254	217	192	256	198	182	286	236	host	gene-LUU82_09110
gene-LUU82_12530	194	279	239	326	317	328	259	288	232	host	gene-LUU82_12530
gene-LUU82_00010	460	652	706	737	621	694	759	653	669	host	gene-LUU82_00010
gene-LUU82_11950	2026	2994	2792	2872	3438	3273	2791	4174	3324	host	gene-LUU82_11950
gene-SAM1_00190	32108	37886	34123	14998	13847	15860	33005	34457	40628	phage	gene-SAM1_00190
gene-SAM1_00024	13868	17533	15707	4873	4939	6149	9027	7603	8939	phage	gene-SAM1_00024
gene-LUU82_02370	3112	4459	4024	3707	4645	4084	3748	5230	4071	host	mtnN
gene-LUU82_06645	2847	3915	3585	3924	4565	4227	3321	4735	3684	host	nagA
gene-LUU82_03615	1524	2286	1966	2072	2246	2643	2089	2406	2241	host	gene-LUU82_03615
gene-LUU82_06430	3124	4826	4052	3689	4479	4483	3647	4572	3978	host	gene-LUU82_06430
gene-LUU82_04795	654	891	1150	1450	2550	2272	1204	1363	1169	host	isdF
gene-LUU82_09795	80	139	143	157	145	163	149	172	147	host	gene-LUU82_09795
gene-LUU82_02865	1336	2100	1811	2037	2394	2507	1952	2771	2357	host	gene-LUU82_02865
gene-LUU82_01540	786	1148	1096	1044	1251	995	1026	1430	1161	host	gene-LUU82_01540
gene-LUU82_04510	2235	2918	3038	2665	3329	2807	2829	4255	3326	host	pgeF
gene-LUU82_03900	22180	37295	26157	26705	18168	20714	14134	22752	20032	host	gene-LUU82_03900
gene-LUU82_10420	2477	3482	3767	2304	2793	3344	3020	3712	3400	host	gene-LUU82_10420
gene-LUU82_14035	1987	3411	2546	2334	3311	3773	3382	3269	3201	host	gene-LUU82_14035
gene-LUU82_09340	410	558	525	512	694	458	555	993	627	host	argJ
gene-LUU82_08610	350	431	426	510	693	688	481	625	539	host	gene-LUU82_08610
gene-LUU82_11320	342	547	487	566	670	661	493	865	632	host	gene-LUU82_11320
gene-LUU82_12925	5085	7276	6193	6978	7752	8249	6895	8049	7064	host	gene-LUU82_12925
gene-LUU82_12295	5710	8032	7860	6858	9473	9239	9219	12786	10327	host	nhaC
gene-LUU82_10135	15502	21005	19214	20938	25201	19417	19921	29719	21060	host	gyrB
gene-LUU82_10775	90	103	92	94	111	103	94	112	109	host	sasK
gene-LUU82_09905	964	1407	1286	1357	1651	1837	1532	1682	1569	host	gene-LUU82_09905
gene-LUU82_03970	3293	4123	4165	4094	4960	4683	4200	6209	4967	host	gene-LUU82_03970
gene-SAM1_00097	132184	104797	120110	142017	137296	118570	150310	171047	137830	phage	gene-SAM1_00097
gene-LUU82_05470	580	831	734	806	1076	927	746	1124	899	host	gene-LUU82_05470
gene-SAM1_00139	106435	116776	109370	35587	37434	39469	39232	39293	39017	phage	gene-SAM1_00139
gene-LUU82_11670	126	176	160	176	226	246	185	222	189	host	gene-LUU82_11670
gene-LUU82_08110	131	214	217	223	196	241	171	233	263	host	lpl4
gene-LUU82_02030	21958	30198	27511	26562	32975	33245	27873	36227	29756	host	clpX
gene-LUU82_13050	17098	24660	20837	24675	27177	27426	22967	32151	27159	host	glmS
gene-SAM1_00082	58394	55054	58578	45461	44467	46830	44147	53497	45618	phage	gene-SAM1_00082
gene-LUU82_01930	1744	2447	2265	1992	2613	2654	1985	2875	2412	host	gene-LUU82_01930
gene-SAM1_00221	5339	6812	5614	2476	2328	3072	6939	5413	7667	phage	gene-SAM1_00221
gene-LUU82_04930	2288	3643	2874	3677	4606	4772	4168	5081	4288	host	gene-LUU82_04930
gene-LUU82_05630	5534	7599	6934	9196	10609	9307	8454	13446	9795	host	gene-LUU82_05630
gene-LUU82_02235	2891	4435	3302	2855	3593	3477	2848	3468	2939	host	gene-LUU82_02235
gene-LUU82_07820	3303	4310	4078	4075	5217	4514	4470	5898	4585	host	rsmA
gene-LUU82_08090	162	290	221	256	296	332	211	318	258	host	gene-LUU82_08090
gene-LUU82_08065	48	67	54	58	63	72	49	72	45	host	gene-LUU82_08065
gene-LUU82_00855	5464	7744	6958	6298	7987	7980	7193	8937	7687	host	gene-LUU82_00855
gene-LUU82_01140	4030	6581	5692	5652	6171	6673	5773	7291	6102	host	gene-LUU82_01140
gene-LUU82_05880	120	140	182	171	205	168	158	202	171	host	gene-LUU82_05880
gene-LUU82_06770	99	126	123	85	127	173	107	133	92	host	gene-LUU82_06770
gene-LUU82_08010	201	303	236	314	401	392	358	596	514	host	gene-LUU82_08010
gene-LUU82_07250	5815	8495	8007	6776	8560	7948	6596	9476	7540	host	mvaD
gene-LUU82_01860	1285	2092	1957	2428	2673	2646	2066	3246	2506	host	gene-LUU82_01860
gene-LUU82_02535	25601	33735	30846	31337	36782	35127	30486	40680	33686	host	gene-LUU82_02535
gene-LUU82_02860	299	358	374	411	446	544	393	521	442	host	gene-LUU82_02860
gene-LUU82_12870	3530	4510	4500	4139	5178	4523	3903	5202	4128	host	sfaD
gene-LUU82_10505	1974	2802	2555	2491	3163	2821	2746	3812	3036	host	gene-LUU82_10505
gene-LUU82_01310	62	90	85	79	84	111	72	66	80	host	splF
gene-LUU82_09210	98	150	128	335	160	145	119	191	128	host	gene-LUU82_09210
gene-LUU82_11725	20337	29093	25339	35549	44632	38562	36973	53219	41696	host	gene-LUU82_11725
gene-LUU82_10895	1322	1856	1620	1515	1994	2022	1713	2245	1782	host	gene-LUU82_10895
gene-LUU82_12845	1054	1403	1305	1612	1880	1793	1504	2180	1778	host	gene-LUU82_12845
gene-LUU82_13400	5962	8535	7916	9137	11031	9681	8534	14757	9815	host	gene-LUU82_13400
gene-LUU82_09335	433	640	540	561	694	483	549	890	641	host	argC
gene-LUU82_02180	17534	26107	19779	19562	24302	21032	20735	27567	20987	host	yajC
gene-SAM1_00210	1490	1935	1810	605	613	701	3296	2692	3728	phage	gene-SAM1_00210
gene-LUU82_01150	3450	5730	4964	4637	5915	6984	5849	6734	6252	host	gene-LUU82_01150
gene-LUU82_12485	634	937	900	997	1198	1252	975	1488	1094	host	gene-LUU82_12485
gene-LUU82_12685	139484	184957	161692	135935	201358	161059	158726	222629	165059	host	gene-LUU82_12685
gene-LUU82_05970	353	524	445	444	514	420	471	526	399	host	gene-LUU82_05970
gene-LUU82_12745	118	186	145	142	156	186	132	223	191	host	gene-LUU82_12745
gene-LUU82_01695	21	30	42	24	23	33	11	23	25	host	gene-LUU82_01695
gene-LUU82_08935	1220	1867	1492	1503	1748	1873	1763	1942	1802	host	gene-LUU82_08935
gene-LUU82_01085	2350	3521	2943	3346	3814	3644	3303	4731	3819	host	fumC
gene-LUU82_09540	122	197	162	153	226	138	176	238	187	host	phnC
gene-LUU82_01955	1444	2175	1949	2311	2732	3056	2506	3115	2591	host	coaE
gene-LUU82_07285	21306	29880	29764	17534	23829	27896	23136	27941	25736	host	gene-LUU82_07285
gene-LUU82_06575	677	978	869	923	1149	1128	931	1484	1092	host	gene-LUU82_06575
gene-SAM1_00123	183158	180925	184491	158027	153419	149511	215245	230828	204830	phage	gene-SAM1_00123
gene-SAM1_00011	17226	23132	19613	11872	11923	12419	25785	25104	30803	phage	gene-SAM1_00011
gene-LUU82_04310	2138	2901	2587	2865	3321	2848	2708	3949	2896	host	recG
gene-LUU82_04185	3913	4946	4338	4103	4390	3773	3473	4486	3625	host	xerC
gene-LUU82_06085	740	1181	1078	1011	1243	1371	1064	1489	1228	host	gene-LUU82_06085
gene-LUU82_07865	3404	4609	4369	4835	5346	5105	4990	6419	5162	host	gene-LUU82_07865
gene-LUU82_04035	3522	4469	4739	4298	5601	4796	4497	6555	4858	host	gene-LUU82_04035
gene-SAM1_00129	79545	89334	88636	27325	27335	26954	57471	55786	57384	phage	gene-SAM1_00129
gene-LUU82_05980	679	1015	930	887	888	842	812	1034	940	host	gene-LUU82_05980
gene-LUU82_11625	534	852	728	585	802	875	1012	920	1040	host	gene-LUU82_11625
gene-LUU82_00610	3006	3054	3770	4889	4440	5065	6463	6683	6314	host	gene-LUU82_00610
gene-LUU82_10710	3550	5319	5325	6118	7131	6569	5901	9669	7657	host	gene-LUU82_10710
gene-LUU82_02170	10614	14809	12327	8832	12871	10046	9324	13363	9581	host	queA
gene-LUU82_11605	4261	6118	5251	5580	6986	6502	6652	7946	6865	host	gene-LUU82_11605
gene-LUU82_01410	1660	2376	2193	2623	3171	2556	2246	3681	2658	host	menE
gene-SAM1_00008	5451	7060	5848	2494	2333	3091	6866	5436	7679	phage	gene-SAM1_00008
gene-LUU82_03440	141	229	199	190	243	258	212	289	225	host	pstA
gene-LUU82_01850	1003	1462	1277	1423	1442	1441	1347	1655	1488	host	ald
gene-LUU82_10225	1115	1874	1647	1206	1361	1880	1403	1533	1566	host	gene-LUU82_10225
gene-LUU82_04535	5851	7535	7529	6230	7419	7254	5958	8804	6951	host	mraY
gene-LUU82_13610	546	742	670	600	729	650	546	779	580	host	gene-LUU82_13610
gene-LUU82_12740	778	1125	991	1806	1623	1720	1827	2452	1873	host	budA
gene-SAM1_00001	3788	5152	4090	1660	1572	2052	5943	4740	6907	phage	gene-SAM1_00001
gene-LUU82_07465	148005	188499	164522	142879	197145	141186	142130	215439	141449	host	rpsL
gene-SAM1_00119	962904	958175	960111	802609	688384	596809	963160	1159336	899688	phage	gene-SAM1_00119
gene-LUU82_08820	141	170	234	217	282	288	243	348	378	host	esaB
gene-LUU82_00670	2246	2925	3516	5556	5254	4447	11442	12157	10533	host	gene-LUU82_00670
gene-LUU82_01025	9207	15400	11513	9925	14042	13370	14491	14180	13054	host	gene-LUU82_01025
gene-LUU82_08410	45776	74421	54552	46947	67751	66024	57915	69268	57542	host	rpsF
gene-LUU82_04590	542	783	700	646	815	995	837	995	924	host	gene-LUU82_04590
gene-LUU82_04290	9610	13136	10074	13742	16850	14465	12504	18659	14124	host	fabG
gene-LUU82_02290	4377	6442	5708	5697	6965	6652	5737	7714	6209	host	gene-LUU82_02290
gene-LUU82_03115	1569	2287	2050	1926	2525	2414	1967	2808	2199	host	gene-LUU82_03115
gene-LUU82_08765	217	311	268	250	339	394	377	375	378	host	gene-LUU82_08765
gene-LUU82_11445	682	937	831	1264	1322	995	742	1172	818	host	gene-LUU82_11445
gene-LUU82_11515	1105	1382	1439	1663	2064	1912	2261	3013	2814	host	gene-LUU82_11515
gene-SAM1_00095	32394	28189	30833	35483	34353	35784	41446	41191	36866	phage	gene-SAM1_00095
gene-LUU82_04255	16442	31378	20795	15139	23968	30488	23764	22443	21036	host	rpsP
gene-LUU82_04135	7088	10083	8499	6763	9385	8689	7969	9511	8150	host	gene-LUU82_04135
gene-LUU82_05135	3844	5814	6448	10838	7326	7742	5731	8929	7703	host	purK
gene-LUU82_11570	1205	1691	1599	1624	1860	1769	1610	1969	1735	host	gene-LUU82_11570
gene-LUU82_13890	2473	3005	3700	3785	3027	3272	3361	3088	3270	host	gene-LUU82_13890
gene-LUU82_03005	7211	10025	8982	9717	11260	10037	9221	13232	10237	host	gene-LUU82_03005
gene-LUU82_12330	543	806	764	796	978	976	935	1201	1043	host	gene-LUU82_12330
gene-SAM1_00138	96008	104098	99322	31846	33425	34656	34654	36889	36237	phage	gene-SAM1_00138
gene-LUU82_13555	205	235	283	259	292	216	173	291	189	host	leuB
gene-LUU82_02300	2949	4713	3708	3897	4664	5458	4258	4924	4418	host	gene-LUU82_02300
gene-LUU82_07355	1309	1627	1737	2105	2546	2349	1776	3061	2373	host	nagB
gene-LUU82_12035	2599	3831	3238	3371	4157	4162	3653	4852	4147	host	gene-LUU82_12035
gene-LUU82_09875	141	259	231	154	255	258	212	223	223	host	gene-LUU82_09875
gene-LUU82_03480	417	553	500	359	448	439	346	487	396	host	gene-LUU82_03480
gene-LUU82_01880	2487	3212	2987	3402	3976	3164	2948	4667	3299	host	pde2
gene-SAM1_00132	51705	59778	57090	17316	16527	16322	29375	29448	28293	phage	gene-SAM1_00132
gene-LUU82_13505	2507	3384	3467	2889	3591	3560	2931	4134	3504	host	gene-LUU82_13505
gene-LUU82_04305	6766	8806	6940	9468	10880	9288	8108	11499	8766	host	fapR
gene-LUU82_09185	302	456	398	783	461	388	389	572	397	host	gene-LUU82_09185
gene-LUU82_01515	655	944	1006	929	1062	1148	937	1329	1145	host	gene-LUU82_01515
gene-LUU82_05250	7438	9860	9308	10218	12050	9967	8806	13526	9511	host	menD
gene-LUU82_09650	336	530	526	722	959	786	554	878	662	host	sbnF
gene-LUU82_08675	51	108	77	71	83	86	77	99	70	host	gene-LUU82_08675
