Geneid	0_R1	0_R2	10_R1	10_R2	30_R1	30_R2	50_R1	50_R2	70_R1	70_R2	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-HB27c_C1236	159	270	88	118	266	151	133	100	109	78	host	gene-HB27c_C1236	None	None	10.47665271607469
gene-HB27c_C1015	31	64	23	21	40	35	20	12	20	5	host	gene-HB27c_C1015	None	None	5.472820409762164
gene-HB27c_C1095	26	52	10	8	28	23	12	3	10	9	host	gene-HB27c_C1095	None	None	8.986525924783386
gene-HB27c_C0441	60	98	29	31	65	42	34	25	31	26	host	gene-HB27c_C0441	None	None	4.81091222299814
gene-HB27c_P0041	19	48	39	32	72	42	30	28	28	22	host	gene-HB27c_P0041	None	None	3.318721029299444
gene-HB27c_C0344	58	93	31	44	57	40	47	20	33	14	host	gene-HB27c_C0344	None	None	5.131920918239481
gene-HB27c_C1756	190	253	35	73	147	120	96	54	82	63	host	gene-HB27c_C1756	None	None	17.465931643102923
gene-HB27c_C1333	130	219	102	146	190	144	138	81	98	84	host	gene-HB27c_C1333	None	None	17.88052917642104
gene-HB27c_C0294	22	24	9	16	19	17	16	9	13	8	host	gene-HB27c_C0294	None	None	3.172331228139049
gene-HB27c_C1981	95	167	74	88	186	133	113	60	85	61	host	gene-HB27c_C1981	None	None	15.59493009510061
gene-HB27c_C0937	716	1151	405	496	1562	962	638	505	641	429	host	gene-HB27c_C0937	None	None	46.61430181806521
gene-HB27c_C0932	95	176	57	73	121	100	78	51	89	57	host	gene-HB27c_C0932	None	None	3.1118667021156803
gene-HB27c_P0034	26	36	19	24	51	31	14	19	14	8	host	gene-HB27c_P0034	None	None	4.707848452893504
gene-HB27c_C0813	19	19	17	21	16	15	12	20	5	11	host	gene-HB27c_C0813	None	None	6.317376606391402
gene-HB27c_C1390	69	98	39	67	68	54	51	31	47	25	host	gene-HB27c_C1390	None	None	14.376167346860147
gene-HB27c_C0795	11	16	3	7	10	15	5	6	7	4	host	gene-HB27c_C0795	None	None	12.186126715627477
gene-HB27c_C2003	13	39	18	13	17	20	19	8	11	8	host	gene-HB27c_C2003	None	None	8.26912645248637
gene-HB27c_C0026	94	143	60	59	86	85	46	31	29	30	host	gene-HB27c_C0026	None	None	16.162009580255432
gene-HB27c_C1455	98	140	65	57	148	89	81	50	91	43	host	gene-HB27c_C1455	None	None	8.608826945968826
gene-HB27c_C1856	391	573	350	442	529	395	409	297	288	240	host	gene-HB27c_C1856	None	None	40.933841018246525
gene-HB27c_P0158	18	23	1	1	6	5	1	1	4	0	host	gene-HB27c_P0158	None	None	14.073025041696804
gene-HB27c_C0967	260	377	247	247	417	306	241	199	196	125	host	gene-HB27c_C0967	None	None	15.333916217428788
gene-HB27c_C0853	57	69	31	18	48	34	24	19	15	10	host	gene-HB27c_C0853	None	None	12.55818337523153
gene-HB27c_C0999	241	345	125	163	278	181	128	91	92	63	host	gene-HB27c_C0999	None	None	19.975873277601515
gene-HB27c_C1266	44	71	33	28	48	31	20	20	13	10	host	gene-HB27c_C1266	None	None	4.369149305054554
gene-HB27c_C1546	42	46	21	19	46	27	20	15	17	18	host	gene-HB27c_C1546	None	None	13.921885647710415
gene-HB27c_P0215	10	19	5	5	19	4	8	6	6	2	host	gene-HB27c_P0215	None	None	2.9545711215737493
gene-HB27c_C0367	36	55	5	15	36	30	19	18	22	17	host	gene-HB27c_C0367	None	None	15.083567146119314
gene-HB27c_C1857	299	467	231	216	425	308	232	195	199	109	host	gene-HB27c_C1857	None	None	57.3059238354617
gene-HB27c_C1954	45	72	48	43	55	40	44	24	33	23	host	gene-HB27c_C1954	None	None	9.571622616404358
gene-HB27c_P0069	20	25	22	21	16	19	7	6	6	4	host	gene-HB27c_P0069	None	None	8.252703179411846
gene-HB27c_C0400	26	40	7	12	19	17	5	7	14	11	host	gene-HB27c_C0400	None	None	5.037060210558562
gene-HB27c_C2018	30	46	7	20	36	19	8	13	15	9	host	gene-HB27c_C2018	None	None	9.681141875542803
gene-HB27c_C0719	86	130	59	61	95	94	59	45	64	28	host	gene-HB27c_C0719	None	None	2.681095922857424
gene-HB27c_C0954	93	114	41	50	79	54	50	38	27	23	host	gene-HB27c_C0954	None	None	8.399112751748062
gene-HB27c_C0309	116	201	78	86	145	118	67	75	74	41	host	gene-HB27c_C0309	None	None	8.161298959196385
gene-HB27c_C0624	36	50	32	40	50	38	26	19	42	10	host	gene-HB27c_C0624	None	None	2.401261500527442
gene-HB27c_C1583	120	166	43	47	195	94	85	58	88	65	host	gene-HB27c_C1583	None	None	12.343450209949394
gene-HB27c_C0420	58	79	25	34	70	41	31	26	40	14	host	gene-HB27c_C0420	None	None	4.702360974347759
gene-HB27c_C0216	27	69	21	25	44	27	16	14	15	10	host	gene-HB27c_C0216	None	None	12.539348557218226
gene-phiKo_14	3	1	17	15	187	159	8328	7227	27857	21145	phage	gene-phiKo_14	middle	late	9505.626151127932
gene-HB27c_C1859	21	31	20	9	18	17	18	17	24	9	host	gene-HB27c_C1859	None	None	1.4687204900628619
gene-HB27c_P0006	14	18	8	6	19	9	6	18	12	4	host	gene-HB27c_P0006	None	None	2.384003433998615
gene-HB27c_C2007	22	38	7	12	21	10	14	10	12	2	host	gene-HB27c_C2007	None	None	3.1772094951574474
gene-HB27c_C0383	106	123	52	37	81	71	34	47	46	22	host	gene-HB27c_C0383	None	None	8.764204384678525
gene-HB27c_C1927	123	163	44	60	138	80	64	37	74	43	host	gene-HB27c_C1927	None	None	11.629516086926495
gene-HB27c_P0028	5	5	2	3	12	4	4	3	5	5	host	gene-HB27c_P0028	None	None	2.8803092157674506
gene-HB27c_P0225	11	12	8	3	10	12	6	4	1	1	host	gene-HB27c_P0225	None	None	14.161207927630628
gene-HB27c_P0064	32	58	20	21	33	22	4	8	21	9	host	gene-HB27c_P0064	None	None	7.974182398874105
gene-HB27c_C0257	24	39	18	19	26	14	17	13	15	9	host	gene-HB27c_C0257	None	None	2.1434456894834093
gene-HB27c_C0499	164	246	123	105	222	174	144	95	108	72	host	gene-HB27c_C0499	None	None	4.642916029236907
gene-HB27c_C0884	4	5	9	4	4	5	7	12	4	3	host	gene-HB27c_C0884	None	None	0.5562436165632516
gene-HB27c_C0507	44	75	32	36	52	37	31	23	17	18	host	gene-HB27c_C0507	None	None	6.72127787976125
gene-HB27c_C0403	26	38	9	12	28	16	6	8	12	4	host	gene-HB27c_C0403	None	None	4.128868737019544
gene-HB27c_C0064	152	238	95	130	236	126	128	82	113	64	host	gene-HB27c_C0064	None	None	8.747465592970004
gene-HB27c_C1942	298	408	288	436	407	357	297	247	207	148	host	gene-HB27c_C1942	None	None	14.978453334872771
gene-HB27c_C0644	11	10	3	4	2	4	4	4	7	3	host	gene-HB27c_C0644	None	None	1.1007451512383812
gene-HB27c_C0464	51	89	44	30	67	47	36	39	35	22	host	gene-HB27c_C0464	None	None	8.025250124056639
gene-HB27c_C1629	28	62	22	14	29	15	12	12	14	5	host	gene-HB27c_C1629	None	None	12.142355755674169
gene-HB27c_P0087	2	9	3	2	3	1	0	0	0	3	host	gene-HB27c_P0087	None	None	1.2365293464997007
gene-HB27c_C0203	202	302	167	225	381	240	217	143	237	132	host	gene-HB27c_C0203	None	None	8.767146465615017
gene-HB27c_C1281	31	63	16	24	38	18	19	12	17	8	host	gene-HB27c_C1281	None	None	8.303878816364351
gene-HB27c_C0655	138	205	112	125	160	119	97	67	82	49	host	gene-HB27c_C0655	None	None	5.222920943526561
gene-HB27c_C0214	123	185	94	92	160	142	93	85	54	46	host	gene-HB27c_C0214	None	None	10.086347472569798
gene-HB27c_C1466	57	61	56	43	60	48	41	67	17	29	host	gene-HB27c_C1466	None	None	53.336633493408556
gene-HB27c_C0732	82	115	55	41	112	68	46	36	41	20	host	gene-HB27c_C0732	None	None	8.62332263295018
gene-HB27c_C2045	27	21	6	6	16	11	7	9	18	6	host	gene-HB27c_C2045	None	None	8.002735353675293
gene-HB27c_C0199	99	134	56	32	128	85	59	70	97	57	host	gene-HB27c_C0199	None	None	13.164540798534041
gene-HB27c_C0075	93	116	35	68	94	71	58	43	53	32	host	gene-HB27c_C0075	None	None	29.6144627924492
gene-HB27c_C1044	167	215	159	101	156	157	86	80	47	42	host	gene-HB27c_C1044	None	None	242.60581370796055
gene-HB27c_C0569	20	31	7	10	25	13	8	13	8	5	host	gene-HB27c_C0569	None	None	7.847451115576677
gene-HB27c_C1112	125	193	72	69	136	107	82	72	88	55	host	gene-HB27c_C1112	None	None	6.837942624464209
gene-HB27c_C1625	53	86	23	21	46	37	43	24	43	26	host	gene-HB27c_C1625	None	None	11.660129550953751
gene-HB27c_C0896	33	54	15	17	58	32	31	15	42	23	host	gene-HB27c_C0896	None	None	4.85988062964738
gene-HB27c_C0115	113	147	65	72	149	123	68	77	76	52	host	gene-HB27c_C0115	None	None	9.918284654056324
gene-HB27c_P0179	25	28	9	8	21	16	16	7	13	7	host	gene-HB27c_P0179	None	None	2.107187545559543
gene-HB27c_C1005	735	1064	643	846	982	711	539	365	350	261	host	gene-HB27c_C1005	None	None	48.416600621604495
gene-HB27c_P0085	87	144	45	56	149	91	74	39	58	42	host	gene-HB27c_P0085	None	None	10.135157393162535
gene-HB27c_C1019	183	228	64	79	111	84	73	62	85	62	host	gene-HB27c_C1019	None	None	23.367809634875417
gene-HB27c_C0727	29	36	4	11	45	24	9	6	19	12	host	gene-HB27c_C0727	None	None	8.307428049024548
gene-HB27c_C1130	54	82	24	29	69	37	45	24	34	18	host	gene-HB27c_C1130	None	None	5.851775251523612
gene-HB27c_P0033	23	49	16	30	40	27	22	20	20	18	host	gene-HB27c_P0033	None	None	3.9237744418461618
gene-HB27c_C0341	22	22	9	6	23	19	10	4	11	7	host	gene-HB27c_C0341	None	None	1.8847271335453786
gene-HB27c_C0378	201	308	109	82	228	175	120	101	177	94	host	gene-HB27c_C0378	None	None	27.503212121231265
gene-HB27c_C1712	175	228	109	103	234	151	122	97	122	82	host	gene-HB27c_C1712	None	None	12.258938507106103
gene-HB27c_C0606	8	22	2	11	16	10	4	6	8	3	host	gene-HB27c_C0606	None	None	3.6917157980657094
gene-HB27c_C0696	206	323	117	131	216	153	129	84	94	63	host	gene-HB27c_C0696	None	None	25.13819287385077
gene-HB27c_C1041	31	43	28	24	67	39	29	24	37	19	host	gene-HB27c_C1041	None	None	5.57743974038875
gene-HB27c_C0557	120	163	64	67	98	99	73	48	59	41	host	gene-HB27c_C0557	None	None	9.790528040128695
gene-HB27c_C1064	204	336	139	115	240	161	99	94	114	62	host	gene-HB27c_C1064	None	None	25.67987531581387
gene-HB27c_C1702	24	53	13	16	38	15	11	9	17	9	host	gene-HB27c_C1702	None	None	7.382054410808135
gene-HB27c_P0183	20	22	4	3	9	6	1	1	11	2	host	gene-HB27c_P0183	None	None	1.8840351861951818
gene-HB27c_C1001	125	205	65	71	244	120	98	66	100	69	host	gene-HB27c_C1001	None	None	15.026614346774647
gene-HB27c_C0114	64	76	49	26	63	47	24	27	31	16	host	gene-HB27c_C0114	None	None	10.159261011529548
gene-HB27c_P0209	15	21	19	25	26	18	18	6	10	4	host	gene-HB27c_P0209	None	None	5.4933034157738
gene-HB27c_P0141	29	30	9	9	27	26	16	21	11	9	host	glpD	None	None	1.7085966610165146
gene-HB27c_P0236	34	56	34	26	52	31	40	22	23	12	host	gene-HB27c_P0236	None	None	1.7592574752764274
gene-HB27c_C1300	124	200	113	51	78	44	54	43	43	17	host	gene-HB27c_C1300	None	None	38.36083518073072
gene-HB27c_C0109	160	270	91	125	216	148	118	91	98	48	host	otsA	None	None	11.775328467093903
gene-HB27c_C1314	747	1028	350	483	795	631	438	352	348	230	host	gene-HB27c_C1314	None	None	35.838115134639786
gene-HB27c_C0514	31	67	14	22	44	30	16	26	19	13	host	gene-HB27c_C0514	None	None	5.445411707933087
gene-HB27c_C1911	46	62	18	26	58	32	23	21	24	24	host	gene-HB27c_C1911	None	None	4.55019271727952
gene-HB27c_C1013	81	144	28	50	115	74	48	39	55	35	host	gene-HB27c_C1013	None	None	12.080030423052925
gene-HB27c_C1850	104	160	103	77	147	89	81	45	60	31	host	gene-HB27c_C1850	None	None	7.338537295963664
gene-HB27c_C1069	35	54	21	16	51	25	20	16	19	7	host	gene-HB27c_C1069	None	None	7.978733513697386
gene-HB27c_C1088	21	16	10	14	20	12	8	6	14	6	host	gene-HB27c_C1088	None	None	2.9541212214914765
gene-HB27c_C0140	48	53	16	18	36	25	16	12	20	8	host	gene-HB27c_C0140	None	None	22.49936491486759
gene-HB27c_C0035	266	418	186	222	306	290	208	172	175	98	host	gene-HB27c_C0035	None	None	10.683317508928017
gene-HB27c_C1556	494	749	298	417	727	502	413	250	367	244	host	gene-HB27c_C1556	None	None	18.997248274223068
gene-HB27c_C0848	42	92	65	65	79	84	44	36	22	15	host	gene-HB27c_C0848	None	None	103.38485863557601
gene-HB27c_C0118	42	71	24	26	49	33	26	14	15	11	host	gene-HB27c_C0118	None	None	4.864826983160833
gene-HB27c_C0404	18	30	14	14	19	19	14	5	12	14	host	gene-HB27c_C0404	None	None	1.1295816869230546
gene-HB27c_C0836	100	138	55	50	109	85	38	39	34	41	host	gene-HB27c_C0836	None	None	7.247362756968762
gene-HB27c_P0135	1	2	1	3	5	0	4	0	1	2	host	sufT	None	None	2.090084706532613
gene-HB27c_P0066	10	37	5	8	17	15	7	7	9	10	host	gene-HB27c_P0066	None	None	5.872586422786275
gene-HB27c_P0084	10	17	5	6	9	6	4	2	11	9	host	gene-HB27c_P0084	None	None	1.9647092586831727
gene-HB27c_C0405	9	13	1	2	5	4	4	7	8	7	host	gene-HB27c_C0405	None	None	2.2735132512336205
gene-HB27c_C0564	109	165	41	80	125	92	78	43	78	46	host	gene-HB27c_C0564	None	None	6.7328689052923325
gene-HB27c_P0205	13	20	8	6	22	11	7	8	12	7	host	gene-HB27c_P0205	None	None	2.4043732719773288
gene-HB27c_P0240	13	15	8	5	12	10	7	6	10	6	host	gene-HB27c_P0240	None	None	1.9664406103211298
gene-HB27c_C1895	66	85	54	60	76	60	45	47	44	30	host	gene-HB27c_C1895	None	None	7.299624344611014
gene-HB27c_P0116	24	27	7	6	16	14	9	9	9	5	host	gene-HB27c_P0116	None	None	2.40768352084657
gene-HB27c_C1338	412	560	130	150	563	321	249	164	394	226	host	gene-HB27c_C1338	None	None	61.16182294443547
gene-HB27c_C1505	287	388	121	180	369	221	186	121	268	140	host	gene-HB27c_C1505	None	None	19.58683252401197
gene-HB27c_C1418	114	184	83	73	160	132	78	67	87	46	host	gene-HB27c_C1418	None	None	9.519142488056826
gene-HB27c_C1272	98	169	73	87	111	90	77	53	78	53	host	gene-HB27c_C1272	None	None	6.952772473444927
gene-HB27c_C0067	74	100	39	47	106	59	43	45	55	29	host	gene-HB27c_C0067	None	None	13.283061285014421
gene-HB27c_C1158	182	273	81	153	198	152	122	70	120	74	host	gene-HB27c_C1158	None	None	39.34954332098796
gene-HB27c_C1025	51	63	22	23	67	32	36	31	75	44	host	gene-HB27c_C1025	None	None	7.7441994048666025
gene-HB27c_C0419	25	33	9	11	29	15	5	6	8	9	host	gene-HB27c_C0419	None	None	13.238513026761941
gene-HB27c_C2037	5	14	2	2	4	6	3	1	3	1	host	gene-HB27c_C2037	None	None	3.090669597912553
gene-HB27c_P0027	1	6	1	4	2	4	2	3	2	3	host	gene-HB27c_P0027	None	None	0.6084950451608636
gene-HB27c_C0924	32	57	22	16	32	15	24	20	17	14	host	gene-HB27c_C0924	None	None	8.554448411695168
gene-HB27c_C1356	269	390	121	172	500	299	240	172	377	218	host	gene-HB27c_C1356	None	None	57.18027633828724
gene-HB27c_P0193	14	23	2	3	4	3	5	1	5	2	host	gene-HB27c_P0193	None	None	18.837746277445035
gene-HB27c_C1079	46	89	41	56	67	55	33	35	31	13	host	gene-HB27c_C1079	None	None	7.985857956118186
gene-HB27c_P0164	50	47	31	27	61	50	23	20	19	23	host	gene-HB27c_P0164	None	None	4.107299345975936
gene-HB27c_C1786	193	307	146	189	244	201	156	121	142	91	host	gene-HB27c_C1786	None	None	51.5578991548833
gene-HB27c_C1980	309	469	194	200	483	344	313	176	260	150	host	gene-HB27c_C1980	None	None	17.96934843550911
gene-HB27c_C2028	92	134	28	53	119	74	59	47	63	33	host	gene-HB27c_C2028	None	None	7.789577653468607
gene-HB27c_C0234	56	89	17	36	103	59	45	20	44	28	host	gene-HB27c_C0234	None	None	6.3308926334860995
gene-HB27c_C1728	100	135	40	43	124	82	49	26	69	36	host	gene-HB27c_C1728	None	None	9.422425912312793
gene-HB27c_C0592	137	206	77	89	164	141	93	65	61	48	host	gene-HB27c_C0592	None	None	10.343513370880345
gene-HB27c_C0129	43	42	43	21	53	34	32	25	23	25	host	gene-HB27c_C0129	None	None	38.463824863909664
gene-HB27c_P0076	63	94	44	32	51	48	37	23	43	17	host	gene-HB27c_P0076	None	None	4.225267842103814
gene-HB27c_C1354	244	342	77	118	410	225	207	121	322	221	host	gene-HB27c_C1354	None	None	57.70089949240688
gene-HB27c_C1829	289	428	207	200	443	297	200	172	170	99	host	gene-HB27c_C1829	None	None	23.735036043784596
gene-HB27c_C0079	18	24	9	16	18	24	14	13	13	11	host	gene-HB27c_C0079	None	None	1.1951729809564542
gene-HB27c_C1617	56	102	49	36	88	46	49	26	34	12	host	gene-HB27c_C1617	None	None	7.046481680013951
gene-HB27c_C1578	76	88	29	27	92	47	25	27	26	18	host	gene-HB27c_C1578	None	None	15.297576861873214
gene-HB27c_C0025	40	61	24	24	52	32	28	14	10	19	host	gene-HB27c_C0025	None	None	13.06224848154625
gene-HB27c_C1683	69	125	40	47	82	54	40	42	34	17	host	gene-HB27c_C1683	None	None	19.123530958401563
gene-HB27c_C0989	14	24	12	6	19	13	3	1	6	5	host	gene-HB27c_C0989	None	None	5.150343451343102
gene-HB27c_C0501	219	367	205	154	208	190	92	110	67	33	host	gene-HB27c_C0501	None	None	71.30159012498976
gene-HB27c_C0542	71	87	26	40	62	40	22	21	38	9	host	gene-HB27c_C0542	None	None	12.97762842510955
gene-HB27c_C0753	79	112	60	45	94	84	47	35	56	39	host	gene-HB27c_C0753	None	None	11.782864666455414
gene-HB27c_C1423	42	70	17	20	47	31	17	14	15	16	host	gene-HB27c_C1423	None	None	14.139510136720903
gene-HB27c_C0387	16	35	2	5	15	10	5	7	12	5	host	gene-HB27c_C0387	None	None	5.521321945349817
gene-HB27c_C1959	31	46	25	7	11	14	13	12	7	8	host	gene-HB27c_C1959	None	None	71.45304186758489
gene-HB27c_C1951	199	251	128	196	267	170	181	132	176	98	host	gene-HB27c_C1951	None	None	8.520767621225861
gene-HB27c_C0640	22	26	11	10	23	22	8	8	7	8	host	gene-HB27c_C0640	None	None	2.9451400594332706
gene-HB27c_C0377	63	93	16	35	50	38	39	35	63	38	host	gene-HB27c_C0377	None	None	45.55269992965042
gene-HB27c_C1346	236	377	99	139	395	243	212	138	286	221	host	gene-HB27c_C1346	None	None	35.04197192648016
gene-HB27c_C1362	487	692	178	228	697	455	353	240	570	374	host	gene-HB27c_C1362	None	None	40.10788232241512
gene-HB27c_C1630	52	90	31	30	59	39	19	31	26	17	host	gene-HB27c_C1630	None	None	12.381428713813792
gene-HB27c_C1316	959	1418	456	510	1372	809	755	508	1238	826	host	gene-HB27c_C1316	None	None	41.75936725256514
gene-HB27c_C0163	188	299	99	117	293	167	117	70	100	63	host	gene-HB27c_C0163	None	None	17.748620947031554
gene-HB27c_C0039	68	111	38	43	86	86	50	36	46	25	host	gene-HB27c_C0039	None	None	8.393486732661813
gene-HB27c_C0005	26	39	15	10	19	16	13	9	5	5	host	gene-HB27c_C0005	None	None	11.147964931304445
gene-HB27c_C1446	340	498	322	358	463	460	437	359	395	244	host	gene-HB27c_C1446	None	None	8.179776652965785
gene-HB27c_C1402	21	26	9	8	19	9	15	6	10	4	host	gene-HB27c_C1402	None	None	3.1729169385723384
gene-HB27c_C0327	34	50	16	11	40	11	19	18	15	9	host	gene-HB27c_C0327	None	None	4.3453664567599315
gene-HB27c_C0700	69	98	38	53	67	56	48	33	47	28	host	gene-HB27c_C0700	None	None	9.843225938197039
gene-HB27c_P0217	112	184	56	88	132	144	93	48	88	55	host	gene-HB27c_P0217	None	None	20.570117311409522
gene-HB27c_C0116	42	41	19	19	24	27	19	14	7	6	host	gene-HB27c_C0116	None	None	55.02362348838233
gene-HB27c_C0586	11	17	13	8	20	11	9	11	9	5	host	gene-HB27c_C0586	None	None	11.881632269915189
gene-HB27c_C1934	794	1030	539	876	932	701	874	567	1056	715	host	gene-HB27c_C1934	None	None	23.96648179441977
gene-HB27c_C0728	267	331	174	194	281	214	160	166	153	120	host	gene-HB27c_C0728	None	None	13.582818458221766
gene-HB27c_C0577	185	299	89	97	227	140	111	75	115	75	host	gene-HB27c_C0577	None	None	16.40562832552862
gene-HB27c_C1068	155	238	122	156	175	171	155	112	140	94	host	gene-HB27c_C1068	None	None	5.67246440192963
gene-HB27c_C1145	198	243	117	140	206	152	121	106	87	48	host	gene-HB27c_C1145	None	None	13.925331212298817
gene-HB27c_C1226	112	144	44	88	128	76	90	64	65	36	host	gene-HB27c_C1226	None	None	15.716766103788762
gene-HB27c_C0641	28	47	19	16	23	17	17	7	19	1	host	gene-HB27c_C0641	None	None	4.765088263979191
gene-HB27c_C1682	138	213	83	66	135	84	97	56	83	39	host	gene-HB27c_C1682	None	None	17.36839864011862
gene-HB27c_C0968	145	212	103	87	183	116	101	74	92	43	host	gene-HB27c_C0968	None	None	14.838923527454442
gene-HB27c_P0110	72	100	52	74	112	76	50	30	41	23	host	gene-HB27c_P0110	None	None	19.505672393687348
gene-HB27c_C0734	125	176	81	101	108	104	62	54	60	29	host	gene-HB27c_C0734	None	None	10.157303098944425
gene-HB27c_C0062	62	98	44	49	72	46	39	26	36	11	host	gene-HB27c_C0062	None	None	10.962295934013884
gene-HB27c_C0520	14	24	5	6	12	9	10	5	11	4	host	gene-HB27c_C0520	None	None	2.259358721182868
gene-HB27c_P0078	46	66	39	44	67	46	38	26	40	27	host	gene-HB27c_P0078	None	None	1.660418934032138
gene-HB27c_C1612	345	538	236	234	469	298	281	189	252	159	host	gene-HB27c_C1612	None	None	19.928424367460718
gene-HB27c_C1915	353	450	210	176	183	128	215	143	101	76	host	gene-HB27c_C1915	None	None	32.88100512360842
gene-HB27c_C1051	102	144	91	85	97	103	77	36	58	34	host	gene-HB27c_C1051	None	None	15.969027302398365
gene-HB27c_C1247	92	140	55	46	135	76	43	33	49	21	host	ghrA	None	None	13.774068598268823
gene-HB27c_C1244	25	33	19	5	19	17	14	13	13	11	host	gene-HB27c_C1244	None	None	10.70241879710785
gene-HB27c_C1607	4	4	5	1	1	6	1	2	3	0	host	gene-HB27c_C1607	None	None	4.0456852500539116
gene-HB27c_C0952	97	130	59	56	117	95	67	51	62	57	host	gene-HB27c_C0952	None	None	5.683183177380251
gene-HB27c_C1146	61	106	53	74	75	72	60	57	63	36	host	gene-HB27c_C1146	None	None	7.219055081999454
gene-HB27c_C1352	95	167	45	90	230	112	93	68	191	130	host	rpsN	None	None	44.2154528846946
gene-HB27c_C1309	380	609	434	447	527	431	268	306	271	123	host	gene-HB27c_C1309	None	None	96.56155591388693
gene-HB27c_C0920	50	56	27	49	66	54	36	28	34	21	host	gene-HB27c_C0920	None	None	8.416618532244305
gene-HB27c_P0090	33	69	35	43	50	35	16	20	28	13	host	gene-HB27c_P0090	None	None	4.741269720851081
gene-HB27c_C0544	67	74	25	24	73	39	29	25	24	15	host	gene-HB27c_C0544	None	None	6.897831506944777
gene-HB27c_C0643	33	47	17	21	32	31	18	10	11	9	host	gene-HB27c_C0643	None	None	2.9050012237123184
gene-HB27c_C0103	130	170	84	99	140	122	87	68	75	56	host	gene-HB27c_C0103	None	None	13.543454051196573
gene-HB27c_C0373	260	410	158	175	329	231	190	148	235	135	host	gene-HB27c_C0373	None	None	14.564752005982877
gene-HB27c_C0965	177	289	131	151	230	191	142	102	145	80	host	gene-HB27c_C0965	None	None	18.202737033738277
gene-HB27c_C0338	6	7	2	1	5	3	3	1	1	1	host	gene-HB27c_C0338	None	None	1.1257546498761442
gene-HB27c_C0434	88	141	64	76	149	101	58	44	54	37	host	gene-HB27c_C0434	None	None	22.682673997385848
gene-HB27c_C0086	82	146	40	62	122	66	56	47	82	63	host	gene-HB27c_C0086	None	None	5.515073378507601
gene-HB27c_C1299	103	139	70	77	85	70	76	59	55	21	host	gene-HB27c_C1299	None	None	20.013636358163634
gene-HB27c_P0208	63	94	37	41	121	43	105	16	88	17	host	gene-HB27c_P0208	None	None	6.328403927890853
gene-HB27c_C1008	157	229	108	131	202	160	116	117	120	82	host	gene-HB27c_C1008	None	None	7.9803417147485725
gene-HB27c_C1475	81	119	46	57	94	65	47	33	56	18	host	gene-HB27c_C1475	None	None	8.411015779068835
gene-HB27c_C1220	47	97	33	40	80	50	36	36	32	21	host	gene-HB27c_C1220	None	None	5.456328605326347
gene-HB27c_C0628	3	5	2	2	1	2	1	2	0	1	host	gene-HB27c_C0628	None	None	0.6049381566493565
gene-HB27c_C0636	131	207	48	82	160	125	106	80	258	155	host	gene-HB27c_C0636	None	None	6.966085265241084
gene-HB27c_C1449	112	180	84	102	203	120	98	57	83	48	host	gene-HB27c_C1449	None	None	29.920551727540534
gene-HB27c_P0004	28	45	13	9	44	22	26	11	15	11	host	gene-HB27c_P0004	None	None	5.335316526128883
gene-HB27c_P0124	13	15	12	13	14	16	5	13	7	6	host	narH	None	None	0.6887170883132401
gene-HB27c_C0153	52	104	32	33	56	40	30	34	28	15	host	gene-HB27c_C0153	None	None	7.031165560203338
gene-HB27c_C1033	25	34	24	18	30	20	11	18	14	7	host	gene-HB27c_C1033	None	None	2.258512923719011
gene-HB27c_C1832	59	91	21	33	64	58	38	29	34	9	host	gene-HB27c_C1832	None	None	11.459206993301962
gene-HB27c_C0151	128	155	72	58	145	92	62	66	53	47	host	gene-HB27c_C0151	None	None	9.828120424445132
gene-HB27c_C1530	320	368	137	173	682	311	320	174	338	251	host	gene-HB27c_C1530	None	None	26.165344109284945
gene-HB27c_C0252	24	34	10	15	24	19	15	7	12	14	host	gene-HB27c_C0252	None	None	4.526621642673875
gene-HB27c_C0303	346	460	370	507	506	465	313	285	138	106	host	gene-HB27c_C0303	None	None	25.036071151176806
gene-HB27c_C1891	28	37	8	14	31	16	11	7	10	7	host	gene-HB27c_C1891	None	None	6.964518080090985
gene-HB27c_C0903	555	789	429	532	718	572	411	376	416	242	host	gene-HB27c_C0903	None	None	32.86612666235681
gene-HB27c_C1456	123	170	124	126	167	147	102	98	73	63	host	gene-HB27c_C1456	None	None	29.906306982163223
gene-HB27c_C1910	66	67	32	18	63	38	27	25	24	12	host	gene-HB27c_C1910	None	None	10.87612658770202
gene-HB27c_C1594	99	145	75	78	114	88	73	45	55	32	host	gene-HB27c_C1594	None	None	14.913047215194663
gene-HB27c_C0224	491	709	381	426	562	464	326	282	300	222	host	gene-HB27c_C0224	None	None	30.06140787276162
gene-HB27c_C0208	53	103	32	43	65	42	46	24	43	29	host	gene-HB27c_C0208	None	None	8.008843689923232
gene-HB27c_C0228	16	17	14	8	17	18	5	9	2	11	host	gene-HB27c_C0228	None	None	2.912961701371414
gene-HB27c_C0292	79	120	46	39	93	52	41	31	35	19	host	gene-HB27c_C0292	None	None	7.710362639626923
gene-HB27c_P0255	74	85	56	57	103	76	67	67	104	59	host	gene-HB27c_P0255	None	None	1.226371608919153
gene-HB27c_C1503	137	195	73	95	8125	99	73	74	76	57	host	gene-HB27c_C1503	None	None	5347.446666744667
gene-HB27c_C1336	302	421	153	148	368	220	155	116	180	130	host	gene-HB27c_C1336	None	None	77.97428703450966
