Geneid	0_R1	0_R2	10_R1	10_R2	30_R1	30_R2	50_R1	50_R2	70_R1	70_R2	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-HB27c_C1021	198	277	132	143	173	141	84	94	77	55	host	gene-HB27c_C1021	None	None	30.921683065823224
gene-HB27c_C1274	123	169	62	64	138	101	99	65	82	62	host	gene-HB27c_C1274	None	None	13.713372272659804
gene-HB27c_C2043	29	37	10	11	15	18	9	4	6	6	host	gene-HB27c_C2043	None	None	6.687983126756479
gene-HB27c_C1318	56	90	29	47	72	44	37	34	21	18	host	gene-HB27c_C1318	None	None	9.111475342388061
gene-HB27c_C0073	77	123	47	53	91	53	56	43	39	38	host	gene-HB27c_C0073	None	None	11.140633983017922
gene-HB27c_C0842	47	70	20	38	69	43	19	25	44	20	host	gene-HB27c_C0842	None	None	5.635217678314122
gene-HB27c_C0690	3	6	4	6	8	5	4	1	2	3	host	gene-HB27c_C0690	None	None	1.426628445655233
gene-HB27c_P0210	171	222	102	101	201	138	112	114	113	76	host	gene-HB27c_P0210	None	None	15.898137990826008
gene-HB27c_P0230	14	17	3	7	14	7	6	8	6	15	host	gene-HB27c_P0230	None	None	3.0418662888025825
gene-HB27c_C0786	97	176	64	77	200	133	72	60	80	54	host	gene-HB27c_C0786	None	None	23.202477918121634
gene-HB27c_C1374	27	39	21	32	31	20	25	11	29	14	host	gene-HB27c_C1374	None	None	6.941733613009877
gene-HB27c_C1508	170	244	93	69	279	172	167	134	248	142	host	gene-HB27c_C1508	None	None	15.225621274419826
gene-HB27c_P0168	3	4	0	0	4	3	0	0	0	0	host	rgy	None	None	2.575788920462984
gene-HB27c_C0804	12	22	8	6	9	8	6	8	5	3	host	gene-HB27c_C0804	None	None	4.3593946148800296
gene-HB27c_C1923	49	99	40	35	80	50	35	26	41	25	host	gene-HB27c_C1923	None	None	7.5170434816882645
gene-HB27c_C0959	89	145	87	88	113	84	93	72	65	50	host	gene-HB27c_C0959	None	None	7.3862698780461695
gene-HB27c_C1080	8	11	4	5	9	3	2	3	2	0	host	gene-HB27c_C1080	None	None	2.3609998232171567
gene-HB27c_C0510	28	32	11	13	10	13	4	13	4	4	host	gene-HB27c_C0510	None	None	6.599906880339403
gene-HB27c_C1474	36	39	21	28	40	32	19	17	24	7	host	gene-HB27c_C1474	None	None	2.4665154127069817
gene-HB27c_P0172	93	136	68	45	71	65	39	34	37	21	host	gene-HB27c_P0172	None	None	2.288180769008382
gene-HB27c_C1945	3	9	12	6	11	6	5	5	9	5	host	gene-HB27c_C1945	None	None	5.486367624124303
gene-HB27c_C1623	93	119	40	23	135	78	206	146	295	143	host	gene-HB27c_C1623	None	None	19.862330499146548
gene-HB27c_P0178	23	32	16	15	33	23	11	6	20	10	host	gene-HB27c_P0178	None	None	1.2378741023301674
gene-HB27c_C1324	69	86	34	49	84	46	33	21	33	18	host	gene-HB27c_C1324	None	None	5.563422313618696
gene-HB27c_C1752	621	913	282	298	890	571	516	306	531	322	host	gene-HB27c_C1752	None	None	18.752502307533852
gene-HB27c_P0128	8	16	7	16	11	10	9	7	1	3	host	narK	None	None	1.2245852982281504
gene-HB27c_C0921	18	35	14	13	37	12	5	6	12	5	host	gene-HB27c_C0921	None	None	18.134442561450648
gene-HB27c_C1640	173	288	54	69	186	129	91	56	107	77	host	gene-HB27c_C1640	None	None	9.417884281598484
gene-HB27c_C0851	62	105	29	45	65	47	29	30	27	19	host	gene-HB27c_C0851	None	None	11.323636086291529
gene-HB27c_C0355	2	1	2	0	4	0	1	0	0	3	host	livF	None	None	0.8195340115238262
gene-HB27c_C1168	42	67	29	24	41	32	30	25	28	30	host	gene-HB27c_C1168	None	None	2.80656108781041
gene-HB27c_P0203	16	11	5	4	10	8	6	6	8	10	host	gene-HB27c_P0203	None	None	3.56640486891112
gene-HB27c_P0250	17	31	9	11	32	22	15	14	17	25	host	gene-HB27c_P0250	None	None	0.494328356171172
gene-HB27c_C1806	167	286	102	103	260	147	103	59	91	55	host	gene-HB27c_C1806	None	None	22.615597816340966
gene-HB27c_C1415	117	161	44	89	178	117	106	62	120	71	host	gene-HB27c_C1415	None	None	11.185191370911935
gene-HB27c_C1479	16	40	9	23	30	15	11	15	10	7	host	gene-HB27c_C1479	None	None	6.3787837993531165
gene-HB27c_C0866	60	59	31	57	56	36	36	34	43	29	host	gene-HB27c_C0866	None	None	5.104446668268368
gene-HB27c_C0070	156	216	84	114	217	148	99	88	145	81	host	gene-HB27c_C0070	None	None	6.755807748943635
gene-HB27c_C1719	93	147	99	63	143	108	53	85	45	32	host	gene-HB27c_C1719	None	None	127.80376856791325
gene-HB27c_C1006	56	66	22	31	72	60	37	29	30	17	host	gene-HB27c_C1006	None	None	5.1053323727270765
gene-HB27c_C1647	16	23	6	6	22	11	10	8	9	3	host	gene-HB27c_C1647	None	None	8.622438898938425
gene-HB27c_C0928	159	260	91	106	249	177	113	94	103	74	host	gene-HB27c_C0928	None	None	17.16556036240748
gene-HB27c_C0838	305	440	131	143	412	296	225	230	317	205	host	rimO	None	None	13.07691710811035
gene-HB27c_C1210	945	1307	570	713	1487	1043	881	653	806	468	host	gene-HB27c_C1210	None	None	40.02619344505018
gene-HB27c_C1858	103	191	75	86	148	92	78	77	75	51	host	gene-HB27c_C1858	None	None	9.037735123469028
gene-HB27c_C1582	81	123	38	29	117	78	59	32	69	37	host	gene-HB27c_C1582	None	None	10.285041535750373
gene-HB27c_C0518	22	27	6	13	14	11	7	8	8	4	host	gene-HB27c_C0518	None	None	5.0481978091425574
gene-HB27c_P0061	37	74	18	20	7	9	5	9	6	6	host	gene-HB27c_P0061	None	None	9.347569078823335
gene-phiKo_15	1	1	7	5	77	53	2169	1684	7049	4823	phage	gene-phiKo_15	middle	late	6098.6064043130555
gene-HB27c_C0076	97	123	57	61	91	73	66	54	63	42	host	gene-HB27c_C0076	None	None	23.414706889564897
gene-HB27c_C0389	94	150	60	50	93	76	60	37	59	45	host	gene-HB27c_C0389	None	None	13.226583316872805
gene-HB27c_C0775	122	215	110	83	123	124	68	36	54	24	host	gene-HB27c_C0775	None	None	19.029604221390784
gene-HB27c_C0184	275	329	113	89	315	187	116	120	139	96	host	gene-HB27c_C0184	None	None	26.73789553231487
gene-HB27c_C1820	97	124	33	48	108	71	47	45	51	14	host	gene-HB27c_C1820	None	None	12.078200116702114
gene-HB27c_C0790	34	34	9	18	28	28	18	14	23	10	host	gene-HB27c_C0790	None	None	2.9994538699909823
gene-HB27c_C0430	32	44	17	13	22	24	11	13	14	10	host	gene-HB27c_C0430	None	None	4.848990561858544
gene-HB27c_C0427	135	227	163	172	204	176	153	139	127	109	host	gene-HB27c_C0427	None	None	7.081151325578081
gene-HB27c_C1753	304	433	127	140	463	279	223	152	261	160	host	gene-HB27c_C1753	None	None	21.66884955922276
gene-HB27c_C1472	38	49	31	42	52	44	38	30	23	22	host	gene-HB27c_C1472	None	None	7.171306572110285
gene-HB27c_C0436	19	55	7	13	35	15	15	10	11	8	host	gene-HB27c_C0436	None	None	4.649629691511263
gene-HB27c_C1037	114	225	75	131	112	128	77	88	71	54	host	gene-HB27c_C1037	None	None	15.117659464061145
gene-HB27c_C1323	36	72	20	29	44	20	29	25	26	15	host	gene-HB27c_C1323	None	None	3.045927521915148
gene-HB27c_C1823	143	215	74	96	178	128	95	78	130	80	host	gene-HB27c_C1823	None	None	7.0995094673635135
gene-HB27c_C0414	178	320	111	163	377	196	214	98	172	80	host	gene-HB27c_C0414	None	None	25.094441186346568
gene-HB27c_C0885	5341	7328	5394	6551	7637	7666	8610	7355	7501	5142	host	gene-HB27c_C0885	None	None	415.6753235630993
gene-HB27c_C0008	46	52	10	16	29	21	14	14	21	10	host	gene-HB27c_C0008	None	None	10.712876769412665
gene-HB27c_C1993	53	82	25	24	45	24	17	19	14	21	host	gene-HB27c_C1993	None	None	10.325181080733564
gene-HB27c_C0704	74	107	40	28	94	52	39	34	41	14	host	gene-HB27c_C0704	None	None	18.49096234338746
gene-HB27c_C1126	89	154	61	75	132	85	80	58	84	62	host	gene-HB27c_C1126	None	None	13.096871928161217
gene-HB27c_C0978	86	158	75	59	100	64	48	60	47	45	host	gene-HB27c_C0978	None	None	13.228060859011931
gene-HB27c_C0654	41	74	39	28	53	42	34	25	17	17	host	gene-HB27c_C0654	None	None	10.310642658581722
gene-HB27c_C1899	24	47	10	23	22	17	20	4	22	10	host	gene-HB27c_C1899	None	None	7.4779019131330795
gene-HB27c_C0165	38	59	28	83	48	49	33	26	13	7	host	gene-HB27c_C0165	None	None	21.70454756566223
gene-HB27c_C1685	163	170	88	98	190	101	105	85	102	68	host	gene-HB27c_C1685	None	None	10.815514465651331
gene-HB27c_C1101	128	175	139	194	185	130	126	102	83	60	host	gene-HB27c_C1101	None	None	61.28223871410882
gene-HB27c_C1046	185	232	135	167	243	195	174	124	154	98	host	gene-HB27c_C1046	None	None	7.2934254625607435
gene-HB27c_C1892	13	18	6	3	3	5	1	5	4	2	host	gene-HB27c_C1892	None	None	6.202080367713513
gene-HB27c_C1964	50	72	43	23	30	26	13	16	7	6	host	gene-HB27c_C1964	None	None	118.0985446419615
gene-HB27c_C0442	93	120	32	29	85	63	53	34	37	27	host	gene-HB27c_C0442	None	None	10.421890187238883
gene-HB27c_C0503	172	211	72	84	166	126	92	81	82	57	host	gene-HB27c_C0503	None	None	8.826215264113792
gene-HB27c_P0153	8	9	1	3	10	1	3	0	5	3	host	gene-HB27c_P0153	None	None	12.370813523041559
gene-HB27c_C0563	51	95	36	36	70	50	41	37	60	58	host	gene-HB27c_C0563	None	None	1.3101114987427946
gene-HB27c_P0103	5	11	2	3	12	5	2	5	4	4	host	gene-HB27c_P0103	None	None	2.1686370430686424
gene-HB27c_C0144	100	154	103	103	143	105	83	46	59	44	host	gene-HB27c_C0144	None	None	6.142900450905179
gene-HB27c_C0013	170	289	131	134	196	176	99	101	92	56	host	gene-HB27c_C0013	None	None	8.984113989903022
gene-HB27c_C1837	156	261	132	144	292	154	168	75	153	77	host	gene-HB27c_C1837	None	None	10.657511808181905
gene-HB27c_C0534	773	1041	457	516	1074	807	660	631	549	379	host	gene-HB27c_C0534	None	None	73.86865804907185
gene-HB27c_C1397	179	211	47	40	102	51	39	44	87	31	host	gene-HB27c_C1397	None	None	12.347215881103835
gene-HB27c_C1782	134	200	80	102	155	118	112	63	80	49	host	gene-HB27c_C1782	None	None	12.319259369409131
gene-HB27c_C1960	398	553	193	203	483	280	264	185	294	206	host	gene-HB27c_C1960	None	None	14.643136105326203
gene-HB27c_P0026	17	17	9	9	18	23	9	11	8	5	host	gene-HB27c_P0026	None	None	1.5039511513755648
gene-HB27c_C1180	124	177	74	70	117	80	59	66	50	40	host	gene-HB27c_C1180	None	None	9.988132030916223
gene-HB27c_C0948	37	64	21	17	28	25	22	14	12	10	host	gene-HB27c_C0948	None	None	6.813305290693933
gene-HB27c_C0411	45	87	41	47	61	44	39	27	28	20	host	gene-HB27c_C0411	None	None	6.846605490126552
gene-HB27c_C1614	131	198	61	74	183	103	117	61	126	76	host	gene-HB27c_C1614	None	None	19.87363006254173
gene-HB27c_C0517	22	27	11	8	17	6	10	12	7	3	host	gene-HB27c_C0517	None	None	1.3562278167645254
gene-HB27c_C0925	111	116	60	42	106	70	44	40	54	31	host	gene-HB27c_C0925	None	None	3.883199000287909
gene-HB27c_P0118	1	1	0	2	0	1	1	1	0	0	host	gene-HB27c_P0118	None	None	0.997239836988797
gene-HB27c_C0446	251	448	161	121	351	229	171	135	85	65	host	gene-HB27c_C0446	None	None	34.98471032638516
gene-HB27c_C0714	44	61	22	21	51	30	15	17	16	11	host	gene-HB27c_C0714	None	None	15.487988350990666
gene-HB27c_C1589	78	87	37	41	83	41	41	22	31	31	host	gene-HB27c_C1589	None	None	32.21938364681549
gene-phiKo_17	0	1	5	8	100	86	3236	2337	9616	6711	phage	gene-phiKo_17	middle	late	10283.229753991487
gene-HB27c_P0015	122	189	76	70	229	143	89	45	59	29	host	gene-HB27c_P0015	None	None	17.232270418990026
gene-HB27c_C0143	51	45	15	23	40	23	17	13	16	8	host	gene-HB27c_C0143	None	None	4.407670456026832
gene-HB27c_C0418	104	170	48	49	146	72	41	33	50	24	host	gene-HB27c_C0418	None	None	22.24596529158866
gene-HB27c_C1743	44	55	10	27	60	47	24	18	26	12	host	gene-HB27c_C1743	None	None	22.531568840493303
gene-HB27c_C1653	222	388	204	212	360	301	233	183	157	142	host	gene-HB27c_C1653	None	None	11.616318587278295
gene-HB27c_C1741	53	81	19	33	61	33	31	21	27	20	host	gene-HB27c_C1741	None	None	27.2188417590385
gene-HB27c_C0027	46	69	18	35	54	35	19	21	10	16	host	gene-HB27c_C0027	None	None	5.964937632052932
gene-HB27c_C1137	159	240	84	84	226	141	107	104	128	74	host	pyrG	None	None	7.2496528872012735
gene-phiKo_03	1	3	7	12	178	157	7999	6534	27386	20811	phage	gene-phiKo_03	middle	late	7131.824381388836
gene-HB27c_P0035	7	6	2	10	8	8	8	2	4	3	host	gene-HB27c_P0035	None	None	2.31254827471904
gene-HB27c_C0112	82	101	43	41	157	87	78	65	97	75	host	gbuA	None	None	4.24357900943948
gene-HB27c_C0256	36	77	34	35	62	66	74	62	133	99	host	gene-HB27c_C0256	None	None	6.807687929319034
gene-HB27c_P0016	39	76	20	26	84	37	43	30	23	10	host	gene-HB27c_P0016	None	None	17.855459965369956
gene-HB27c_C1952	295	344	197	294	375	272	180	147	211	150	host	gene-HB27c_C1952	None	None	13.545355962492115
gene-HB27c_C0777	30	42	12	16	35	18	10	8	9	12	host	gene-HB27c_C0777	None	None	5.865837921904841
gene-HB27c_C0938	103	165	40	53	245	119	106	55	90	44	host	gene-HB27c_C0938	None	None	57.15490247900413
gene-HB27c_C0188	140	237	78	137	254	157	127	84	129	77	host	gene-HB27c_C0188	None	None	8.245111144813439
gene-HB27c_C0880	55	109	45	46	82	64	65	38	48	27	host	gene-HB27c_C0880	None	None	4.815302375302691
gene-HB27c_C0052	78	111	46	67	81	68	47	36	55	34	host	gene-HB27c_C0052	None	None	11.711340066503423
gene-HB27c_C0466	31	49	21	31	32	37	22	28	23	15	host	gene-HB27c_C0466	None	None	4.346259854946441
gene-HB27c_P0177	10	13	6	6	12	12	0	2	3	0	host	gene-HB27c_P0177	None	None	3.013286765735885
gene-HB27c_C0907	76	113	25	38	76	47	35	26	44	23	host	gene-HB27c_C0907	None	None	8.26959753483302
gene-HB27c_C0340	16	20	5	6	9	10	7	2	7	5	host	gene-HB27c_C0340	None	None	1.5319855427993614
gene-HB27c_C0977	54	75	19	25	46	30	26	23	37	23	host	gene-HB27c_C0977	None	None	5.7187995199561525
gene-HB27c_C0612	107	146	48	50	140	90	76	62	66	52	host	gene-HB27c_C0612	None	None	9.783338167210099
gene-HB27c_P0081	59	68	38	38	48	42	17	20	17	15	host	gene-HB27c_P0081	None	None	7.127875606747579
gene-HB27c_C0088	63	90	24	19	74	52	30	28	30	16	host	gene-HB27c_C0088	None	None	12.72160454432368
gene-HB27c_C1674	18111	24983	12781	10840	12942	15565	7646	14147	7295	5592	host	gene-HB27c_C1674	None	None	7809.694994564949
gene-phiKo_23	0	0	2	5	839	554	1373	1086	1223	787	phage	gene-phiKo_23	early	middle	716.8199205286714
gene-HB27c_P0145	25	27	11	9	26	8	15	12	16	6	host	gene-HB27c_P0145	None	None	4.531234201812668
gene-HB27c_P0142	32	37	15	9	34	24	14	11	22	7	host	gene-HB27c_P0142	None	None	2.712660325348414
gene-HB27c_P0133	5	12	4	5	5	2	3	1	4	0	host	gene-HB27c_P0133	None	None	1.3770393548319004
gene-HB27c_C1982	292	446	216	245	501	328	296	159	233	156	host	gene-HB27c_C1982	None	None	18.7194063102049
gene-HB27c_C1118	24	30	5	11	28	19	12	10	8	7	host	gene-HB27c_C1118	None	None	2.199548067547039
gene-HB27c_C1355	384	515	148	201	619	349	308	232	480	317	host	gene-HB27c_C1355	None	None	63.82552914116904
gene-HB27c_C0254	53	80	24	32	60	36	21	21	28	22	host	gene-HB27c_C0254	None	None	9.758571236278549
gene-HB27c_C0993	85	151	37	43	94	57	40	49	39	24	host	gene-HB27c_C0993	None	None	6.951117489043146
gene-HB27c_C1844	82	106	41	36	72	53	57	58	81	39	host	gene-HB27c_C1844	None	None	2.741893591049677
gene-phiKo_24	0	0	0	3	414	291	716	540	618	442	phage	gene-phiKo_24	early	middle	727.3042544395198
gene-HB27c_C0559	117	175	74	98	192	132	96	80	102	71	host	gene-HB27c_C0559	None	None	8.94936030062514
gene-HB27c_P0021	41	53	33	33	69	51	29	23	18	19	host	gene-HB27c_P0021	None	None	12.176338484083669
gene-HB27c_C1291	97	143	64	79	141	77	66	52	73	29	host	gene-HB27c_C1291	None	None	25.963461073207952
gene-HB27c_C0219	70	84	46	35	77	62	44	27	28	12	host	gene-HB27c_C0219	None	None	9.558963905628444
gene-HB27c_C0360	2	4	2	1	0	2	0	1	0	1	host	gene-HB27c_C0360	None	None	1.1370188304665274
gene-HB27c_C1322	30	41	25	32	47	30	18	18	19	18	host	gene-HB27c_C1322	None	None	8.161560136986774
gene-HB27c_P0051	38	65	21	30	43	25	11	20	12	7	host	gene-HB27c_P0051	None	None	3.889796131191737
gene-HB27c_P0114	82	128	72	37	51	66	24	41	25	18	host	gene-HB27c_P0114	None	None	11.294141682758934
gene-HB27c_C0285	358	507	195	324	541	303	324	183	146	111	host	gene-HB27c_C0285	None	None	30.75334062268491
gene-HB27c_C0479	518	665	472	236	359	278	204	201	137	81	host	gene-HB27c_C0479	None	None	167.54483809905446
gene-HB27c_C1406	5	3	4	2	2	2	2	0	8	0	host	gene-HB27c_C1406	None	None	3.123279512853421
gene-HB27c_C0060	124	181	61	59	131	76	67	49	69	32	host	gene-HB27c_C0060	None	None	12.65600141223922
gene-HB27c_C0454	36	59	22	26	40	26	26	33	29	14	host	gene-HB27c_C0454	None	None	7.2426576699372625
gene-HB27c_C0169	16	12	0	10	9	5	2	4	3	1	host	torD	None	None	5.93424097474834
gene-HB27c_C0042	16	38	12	17	36	21	14	14	8	6	host	gene-HB27c_C0042	None	None	8.634843925990701
gene-HB27c_C0818	31	31	32	22	33	28	24	8	13	7	host	gene-HB27c_C0818	None	None	8.200431737106735
gene-HB27c_C1840	42	66	11	11	42	29	24	11	18	11	host	gene-HB27c_C1840	None	None	7.4274924699999145
gene-HB27c_C1517	95	128	59	58	98	88	82	43	55	36	host	gene-HB27c_C1517	None	None	8.27086015348248
gene-HB27c_C1780	271	403	224	189	1007	828	656	490	267	163	host	gene-HB27c_C1780	None	None	99.37345820204112
gene-HB27c_P0109	25	39	20	11	23	21	7	5	11	3	host	gene-HB27c_P0109	None	None	8.484529009354222
gene-HB27c_C1245	56	97	39	23	65	52	26	30	31	14	host	gene-HB27c_C1245	None	None	19.52325861435973
gene-HB27c_C2054	106	145	60	61	145	107	81	55	92	59	host	gene-HB27c_C2054	None	None	6.632321482847224
gene-HB27c_C1861	349	524	212	217	508	307	208	180	231	104	host	gene-HB27c_C1861	None	None	27.01379084604796
gene-HB27c_C0137	94	123	56	73	143	63	72	42	78	36	host	gene-HB27c_C0137	None	None	19.29099416554767
gene-HB27c_C0886	364	539	425	577	517	457	469	442	341	255	host	gene-HB27c_C0886	None	None	19.23579054060905
gene-HB27c_C1002	257	480	142	123	286	155	114	93	111	68	host	gene-HB27c_C1002	None	None	31.255360148365078
gene-HB27c_C1155	105	138	69	74	128	69	71	58	90	49	host	gene-HB27c_C1155	None	None	13.952322534881874
gene-HB27c_C1843	35	78	46	55	77	43	37	41	40	32	host	gene-HB27c_C1843	None	None	2.816402989151703
gene-HB27c_C1924	64	87	32	52	70	40	36	25	34	31	host	gene-HB27c_C1924	None	None	11.23473033394764
gene-HB27c_C0824	45	84	16	27	49	32	28	24	71	31	host	gene-HB27c_C0824	None	None	4.777122132466679
gene-HB27c_C1867	89	117	70	70	84	65	65	57	52	33	host	gene-HB27c_C1867	None	None	10.622502545069535
gene-HB27c_P0196	12	5	0	3	1	6	3	1	3	2	host	gene-HB27c_P0196	None	None	20.817462262986677
gene-HB27c_C1370	455	687	220	241	595	395	347	268	565	388	host	gene-HB27c_C1370	None	None	53.68312901808014
gene-HB27c_C0782	158	224	61	80	243	149	70	76	70	56	host	gene-HB27c_C0782	None	None	24.171103949975116
gene-HB27c_C1652	174	277	78	99	246	163	126	86	110	71	host	gene-HB27c_C1652	None	None	9.733958829942408
gene-HB27c_P0038	19	26	6	11	10	21	7	4	9	5	host	gene-HB27c_P0038	None	None	2.6548937039835665
gene-HB27c_C1407	18	24	14	11	29	18	17	10	10	3	host	gene-HB27c_C1407	None	None	3.0250328018882184
gene-HB27c_C1329	112	173	55	81	131	114	84	71	64	38	host	gene-HB27c_C1329	None	None	21.387612248268365
gene-HB27c_C1848	94	177	84	97	146	101	83	66	67	59	host	gene-HB27c_C1848	None	None	15.556769535572457
gene-HB27c_C1636	116	154	42	40	115	64	70	44	61	19	host	gene-HB27c_C1636	None	None	7.428341460636348
gene-HB27c_C1214	12	14	3	7	12	4	6	4	8	6	host	gene-HB27c_C1214	None	None	14.264529949531925
gene-HB27c_C1580	160	228	48	103	194	119	100	55	115	63	host	gene-HB27c_C1580	None	None	18.06746664885623
gene-HB27c_C1657	145	254	78	96	186	134	103	53	88	46	host	gene-HB27c_C1657	None	None	17.205347198808127
gene-HB27c_C0296	138	214	81	98	175	124	98	75	87	46	host	gene-HB27c_C0296	None	None	12.389486074573043
gene-HB27c_C1746	101	171	69	97	130	117	62	31	79	38	host	gene-HB27c_C1746	None	None	25.425511178000804
gene-HB27c_C1360	193	301	85	137	332	220	170	109	281	191	host	gene-HB27c_C1360	None	None	33.725619103354575
gene-HB27c_C1183	36	68	30	35	67	36	41	31	38	25	host	gene-HB27c_C1183	None	None	3.6199521366898884
gene-HB27c_C1849	476	689	450	517	816	569	455	321	313	256	host	gene-HB27c_C1849	None	None	35.15460612882541
gene-HB27c_C1347	132	204	60	76	232	160	121	88	203	124	host	gene-HB27c_C1347	None	None	44.23838695921943
gene-HB27c_C0269	113	155	63	51	137	126	71	50	71	47	host	gene-HB27c_C0269	None	None	6.595224819134493
gene-HB27c_P0264	16	15	18	15	9	13	3	6	12	7	host	gene-HB27c_P0264	None	None	4.085275080876529
gene-HB27c_C0807	44	86	30	33	117	64	48	28	71	40	host	gene-HB27c_C0807	None	None	7.328532867073304
gene-HB27c_C0423	0	5	1	0	2	2	0	1	2	3	host	gene-HB27c_C0423	None	None	5.421081370334466
gene-HB27c_C0646	34	44	21	24	27	26	19	17	33	21	host	gene-HB27c_C0646	None	None	3.769188360882114
gene-HB27c_C1000	2420	3379	2730	3888	3619	3349	3144	2209	1490	1193	host	gene-HB27c_C1000	None	None	223.94313938854756
gene-HB27c_C0022	96	131	39	69	133	101	69	43	54	35	host	gene-HB27c_C0022	None	None	9.881958237637672
gene-HB27c_C1477	43	87	33	42	73	41	30	18	28	15	host	gene-HB27c_C1477	None	None	12.783928030806681
gene-HB27c_C1427	58	72	40	40	102	50	41	43	45	39	host	gene-HB27c_C1427	None	None	7.65832343019342
gene-HB27c_C1267	61	94	40	30	60	47	31	27	29	18	host	gene-HB27c_C1267	None	None	9.8686240094581
gene-HB27c_C0090	32	49	20	13	35	26	19	7	18	15	host	gene-HB27c_C0090	None	None	8.391808563381387
gene-HB27c_P0262	39	49	11	16	27	16	17	12	25	18	host	gene-HB27c_P0262	None	None	4.076102094876115
gene-HB27c_C2044	56	71	20	16	50	34	27	28	25	24	host	gene-HB27c_C2044	None	None	7.93878009778444
gene-HB27c_C1654	165	222	89	74	218	115	98	63	76	50	host	gene-HB27c_C1654	None	None	15.882750500143466
gene-HB27c_C1225	234	371	117	178	339	189	136	134	154	84	host	gene-HB27c_C1225	None	None	15.243860185286241
gene-HB27c_C1948	70	87	56	70	88	77	77	63	47	36	host	gene-HB27c_C1948	None	None	18.70526142008988
gene-HB27c_C1710	87	144	33	39	90	70	37	43	38	26	host	gene-HB27c_C1710	None	None	14.083973905744662
gene-HB27c_C1834	202	356	179	206	308	231	224	172	224	143	host	gene-HB27c_C1834	None	None	8.243797113544
gene-HB27c_P0173	14	13	4	6	18	13	4	2	5	7	host	gene-HB27c_P0173	None	None	1.6860540026453597
gene-HB27c_C1283	59	129	42	40	98	57	60	51	79	55	host	gene-HB27c_C1283	None	None	7.5169782900491295
gene-HB27c_C2011	70	110	30	46	80	54	35	36	59	32	host	gene-HB27c_C2011	None	None	18.045111023145342
gene-HB27c_C1047	24	48	23	22	36	26	24	19	21	10	host	gene-HB27c_C1047	None	None	4.16240022628906
gene-HB27c_P0174	91	108	21	22	60	46	33	27	52	24	host	gene-HB27c_P0174	None	None	2.1332862690741585
gene-HB27c_C0870	38	45	24	19	38	37	19	19	21	12	host	gene-HB27c_C0870	None	None	2.965282097746209
gene-HB27c_C0380	60	96	17	31	77	42	21	26	29	20	host	gene-HB27c_C0380	None	None	10.571599553834218
gene-HB27c_C1219	28	68	37	40	61	31	41	18	31	21	host	gene-HB27c_C1219	None	None	8.64258060915879
gene-HB27c_P0104	3	2	2	1	7	5	4	6	6	5	host	gene-HB27c_P0104	None	None	1.7613788526012049
gene-HB27c_C0209	66	108	58	53	95	63	58	47	56	26	host	gene-HB27c_C0209	None	None	10.172081818930383
